time,ecg
0.8583,0.0015
0.8611,0.0068
0.8639,0.0102
0.8667,0.0041
0.8694,-0.0129
0.8722,0.0066
0.875,-0.007
0.8778,0.0059
0.8806,-0.0015
0.8833,-0.005
0.8861,-0.0168
0.8889,0.0043
0.8917,0.001
0.8944,-0.0002
0.8972,-0.0081
0.9,0.003
0.9028,-0.0027
0.9056,0.0038
0.9083,-0.0007
0.9111,-0.0145
0.9139,0.0004
0.9167,-0.0039
0.9194,-0.0044
0.9222,-0.0015
0.925,0.0013
0.9278,-0.0053
0.9306,-0.0051
0.9333,-0.0062
0.9361,0.0124
0.9389,0.0096
0.9417,-0.0135
0.9444,-0.0083
0.9472,-0.0049
0.95,0.0021
0.9528,-0.0011
0.9556,0.003
0.9583,0.0027
0.9611,0.016
0.9639,-0.0019
0.9667,-0.0228
0.9694,0.0018
0.9722,0.0204
0.975,-0.0055
0.9778,0.0011
0.9806,-0.0023
0.9833,0.0018
0.9861,-0.0097
0.9889,0.0011
0.9917,-0.009
0.9944,0.0153
0.9972,0.0024
1.0,0.0003
1.0028,0.002
1.0056,0.0134
1.0083,0.0013
1.0111,-0.0033
1.0139,0.0056
1.0167,0.0112
1.0194,-0.0276
1.0222,-0.0023
1.025,-0.0049
1.0278,-0.0111
1.0306,0.0157
1.0333,0.0066
1.0361,-0.0013
1.0389,-0.0055
1.0417,-0.0078
1.0444,-0.0119
1.0472,-0.0115
1.05,-0.0136
1.0528,-0.016
1.0556,-0.0112
1.0583,0.0037
1.0611,0.0052
1.0639,0.0073
1.0667,0.0245
1.0694,-0.0105
1.0722,0.0097
1.075,0.0221
1.0778,0.0127
1.0806,0.0261
1.0833,0.025
1.0861,0.0297
1.0889,0.0457
1.0917,0.032
1.0944,0.0285
1.0972,0.049
1.1,0.0441
1.1028,0.0403
1.1056,0.0643
1.1083,0.0837
1.1111,0.0632
1.1139,0.0813
1.1167,0.0724
1.1194,0.0729
1.1222,0.0801
1.125,0.0811
1.1278,0.0821
1.1306,0.0965
1.1333,0.09
1.1361,0.0744
1.1389,0.0788
1.1417,0.0896
1.1444,0.0919
1.1472,0.0683
1.15,0.0693
1.1528,0.0782
1.1556,0.0585
1.1583,0.0807
1.1611,0.0733
1.1639,0.0738
1.1667,0.053
1.1694,0.0517
1.1722,0.0734
1.175,0.0438
1.1778,0.0545
1.1806,0.0414
1.1833,0.0291
1.1861,0.0291
1.1889,0.0475
1.1917,0.0235
1.1944,0.0379
1.1972,0.0095
1.2,0.0146
1.2028,-0.0058
1.2056,0.0108
1.2083,0.0029
1.2111,0.0009
1.2139,-0.0192
1.2167,-0.0234
1.2194,-0.0047
1.2222,0.0083
1.225,0.0072
1.2278,0.0025
1.2306,-0.011
1.2333,-0.0077
1.2361,-0.0181
1.2389,-0.0021
1.2417,-0.0019
1.2444,-0.01
1.2472,-0.0007
1.25,0.009
1.2528,0.0049
1.2556,-0.0011
1.2583,-0.0
1.2611,-0.0041
1.2639,-0.0147
1.2667,0.0004
1.2694,-0.0092
1.2722,-0.035
1.275,-0.0408
1.2778,-0.0385
1.2806,-0.0147
1.2833,-0.0316
1.2861,-0.0346
1.2889,0.0705
1.2917,0.1617
1.2944,0.2927
1.2972,0.3936
1.3,0.4916
1.3028,0.5846
1.3056,0.65
1.3083,0.7071
1.3111,0.7524
1.3139,0.7882
1.3167,0.7936
1.3194,0.7987
1.3222,0.7694
1.325,0.7234
1.3278,0.6905
1.3306,0.6319
1.3333,0.5341
1.3361,0.4554
1.3389,0.3499
1.3417,0.2394
1.3444,0.1158
1.3472,0.003
1.35,-0.0092
1.3528,-0.0438
1.3556,-0.0639
1.3583,-0.0939
1.3611,-0.1105
1.3639,-0.1049
1.3667,-0.1248
1.3694,-0.1173
1.3722,-0.0996
1.375,-0.1234
1.3778,-0.0674
1.3806,-0.0637
1.3833,-0.0436
1.3861,-0.0062
1.3889,0.0127
1.3917,0.0084
1.3944,-0.0046
1.3972,-0.0055
1.4,0.007
1.4028,-0.0156
1.4056,-0.0106
1.4083,-0.0034
1.4111,-0.0022
1.4139,-0.0055
1.4167,0.0062
1.4194,-0.0065
1.4222,0.0028
1.425,0.0033
1.4278,-0.0196
1.4306,-0.0066
1.4333,0.0136
1.4361,-0.0091
1.4389,0.018
1.4417,0.0095
1.4444,0.0116
1.4472,0.0036
1.45,0.0177
1.4528,-0.0064
1.4556,-0.0079
1.4583,-0.0253
1.4611,-0.0003
1.4639,-0.0139
1.4667,-0.0136
1.4694,-0.0093
1.4722,-0.0
1.475,-0.0092
1.4778,-0.0095
1.4806,0.0069
1.4833,-0.0067
1.4861,0.0077
1.4889,-0.0066
1.4917,0.0029
1.4944,0.0334
1.4972,0.0231
1.5,0.0178
1.5028,0.0448
1.5056,0.0399
1.5083,0.0651
1.5111,0.0515
1.5139,0.0521
1.5167,0.0651
1.5194,0.0655
1.5222,0.0597
1.525,0.0786
1.5278,0.0954
1.5306,0.1145
1.5333,0.0937
1.5361,0.0974
1.5389,0.1227
1.5417,0.1226
1.5444,0.1223
1.5472,0.1169
1.55,0.1193
1.5528,0.1283
1.5556,0.1397
1.5583,0.1125
1.5611,0.1371
1.5639,0.151
1.5667,0.1264
1.5694,0.1429
1.5722,0.1575
1.575,0.1468
1.5778,0.1578
1.5806,0.15
1.5833,0.1486
1.5861,0.1563
1.5889,0.1546
1.5917,0.1497
1.5944,0.1427
1.5972,0.1528
1.6,0.1389
1.6028,0.1504
1.6056,0.1545
1.6083,0.1569
1.6111,0.1462
1.6139,0.1486
1.6167,0.1437
1.6194,0.1605
1.6222,0.1195
1.625,0.1302
1.6278,0.1038
1.6306,0.1157
1.6333,0.1011
1.6361,0.1151
1.6389,0.0996
1.6417,0.0915
1.6444,0.0886
1.6472,0.0769
1.65,0.0906
1.6528,0.0821
1.6556,0.0741
1.6583,0.0699
1.6611,0.0614
1.6639,0.0501
1.6667,0.0326
1.6694,0.0358
1.6722,0.0417
1.675,0.0204
1.6778,0.0241
1.6806,0.0158
1.6833,-0.0062
1.6861,0.01
1.6889,-0.0274
1.6917,0.0072
1.6944,-0.0088
1.6972,0.0081
1.7,0.002
1.7028,0.0143
1.7056,-0.0222
1.7083,0.002
1.7111,0.019
1.7139,0.0008
1.7167,-0.0071
1.7194,0.0061
1.7222,-0.0011
1.725,0.0086
1.7278,0.004
1.7306,0.0017
1.7333,-0.0186
1.7361,-0.0124
1.7389,0.0116
1.7417,0.0113
1.7444,0.0031
1.7472,0.0068
1.75,-0.0143
1.7528,-0.0027
1.7556,-0.0024
1.7583,-0.001
1.7611,-0.003
1.7639,0.0108
1.7667,-0.0213
1.7694,0.0076
1.7722,0.0064
1.775,0.0096
1.7778,0.0093
1.7806,0.0016
1.7833,0.0048
1.7861,-0.0081
1.7889,-0.0003
1.7917,0.0085
1.7944,-0.0014
1.7972,-0.0022
1.8,0.0074
1.8028,-0.0142
1.8056,-0.0007
1.8083,0.0085
1.8111,0.0085
1.8139,0.0046
1.8167,-0.0122
1.8194,-0.0113
1.8222,-0.0002
1.825,-0.0021
1.8278,0.0088
1.8306,-0.0
1.8333,-0.0024
1.8361,0.0056
1.8389,0.0057
1.8417,-0.0004
1.8444,-0.0111
1.8472,-0.004
1.85,-0.0061
1.8528,0.0154
1.8556,-0.0189
1.8583,0.0028
1.8611,0.0128
1.8639,-0.0189
1.8667,0.0184
1.8694,0.0069
1.8722,-0.0078
1.875,0.0093
1.8778,0.0147
1.8806,-0.0005
1.8833,-0.0019
1.8861,0.0085
1.8889,-0.0016
1.8917,0.005
1.8944,0.0167
1.8972,0.0108
1.9,-0.0045
1.9028,-0.0104
1.9056,-0.0041
1.9083,0.0073
1.9111,-0.0069
1.9139,0.0028
1.9167,0.0048
1.9194,0.0039
1.9222,0.0041
1.925,-0.0052
1.9278,-0.0095
1.9306,0.0113
1.9333,-0.0105
1.9361,0.0025
1.9389,-0.0004
1.9417,-0.0063
1.9444,-0.0131
1.9472,0.0155
1.95,0.0071
1.9528,-0.0146
1.9556,0.0005
1.9583,-0.0022
1.9611,0.0032
1.9639,0.0081
1.9667,-0.0058
1.9694,0.0069
1.9722,0.0121
1.975,-0.0054
1.9778,-0.0066
1.9806,-0.0174
1.9833,-0.004
1.9861,0.0162
1.9889,0.0049
1.9917,-0.0081
1.9944,0.002
1.9972,0.0021
2.0,0.0205
2.0028,-0.0128
2.0056,0.0123
2.0083,-0.0022
2.0111,0.0035
2.0139,-0.0008
2.0167,0.0036
2.0194,-0.0143
2.0222,0.0035
2.025,0.007
2.0278,-0.0101
2.0306,-0.0071
2.0333,0.0027
2.0361,-0.0122
2.0389,0.0053
2.0417,0.0027
2.0444,0.0108
2.0472,-0.005
2.05,-0.0003
2.0528,0.0024
2.0556,-0.0024
2.0583,0.0067
2.0611,-0.0198
2.0639,0.0109
2.0667,-0.0059
2.0694,-0.0108
2.0722,0.0085
2.075,0.0097
2.0778,0.0241
2.0806,0.02
2.0833,0.0294
2.0861,0.013
2.0889,0.0234
2.0917,0.0249
2.0944,0.0281
2.0972,0.029
2.1,0.0675
2.1028,0.0597
2.1056,0.0789
2.1083,0.068
2.1111,0.0681
2.1139,0.0847
2.1167,0.06
2.1194,0.071
2.1222,0.067
2.125,0.0941
2.1278,0.0831
2.1306,0.0706
2.1333,0.0822
2.1361,0.0869
2.1389,0.0856
2.1417,0.0656
2.1444,0.0703
2.1472,0.089
2.15,0.0838
2.1528,0.0661
2.1556,0.0647
2.1583,0.0628
2.1611,0.0644
2.1639,0.0844
2.1667,0.0627
2.1694,0.0488
2.1722,0.0661
2.175,0.0729
2.1778,0.0486
2.1806,0.0479
2.1833,0.0464
2.1861,0.0318
2.1889,0.035
2.1917,0.0397
2.1944,0.028
2.1972,0.028
2.2,0.0218
2.2028,0.0004
2.2056,0.0394
2.2083,0.0063
2.2111,-0.0083
2.2139,-0.0132
2.2167,-0.0144
2.2194,0.0222
2.2222,-0.0035
2.225,0.0046
2.2278,-0.0225
2.2306,0.0076
2.2333,-0.0187
2.2361,0.0082
2.2389,0.0
2.2417,-0.0162
2.2444,-0.0133
2.2472,0.0063
2.25,0.0017
2.2528,-0.0127
2.2556,0.0028
2.2583,0.0055
2.2611,0.0057
2.2639,0.0052
2.2667,0.0001
2.2694,-0.0021
2.2722,0.0014
2.275,-0.0064
2.2778,-0.0047
2.2806,-0.0227
2.2833,-0.0258
2.2861,-0.03
2.2889,-0.0296
2.2917,-0.0311
2.2944,0.0034
2.2972,0.1038
2.3,0.1976
2.3028,0.3246
2.3056,0.4518
2.3083,0.5183
2.3111,0.6044
2.3139,0.6624
2.3167,0.7362
2.3194,0.7747
2.3222,0.7943
2.325,0.8066
2.3278,0.783
2.3306,0.7586
2.3333,0.7235
2.3361,0.6692
2.3389,0.6054
2.3417,0.5276
2.3444,0.4302
2.3472,0.346
2.35,0.2275
2.3528,0.133
2.3556,0.0349
2.3583,-0.0276
2.3611,-0.0424
2.3639,-0.0725
2.3667,-0.0863
2.3694,-0.1092
2.3722,-0.1184
2.375,-0.108
2.3778,-0.132
2.3806,-0.1133
2.3833,-0.1188
2.3861,-0.0896
2.3889,-0.0602
2.3917,-0.0395
2.3944,-0.0284
2.3972,-0.005
2.4,-0.0157
2.4028,0.0294
2.4056,0.0027
2.4083,0.0003
2.4111,-0.005
2.4139,0.0086
2.4167,-0.0116
2.4194,0.0011
2.4222,0.0089
2.425,-0.0138
2.4278,-0.0
2.4306,0.0076
2.4333,0.0018
2.4361,0.0095
2.4389,-0.0121
2.4417,0.0091
2.4444,0.0149
2.4472,-0.0036
2.45,0.0047
2.4528,-0.0007
2.4556,0.0053
2.4583,0.0085
2.4611,-0.0152
2.4639,-0.0035
2.4667,-0.0063
2.4694,-0.0046
2.4722,0.001
2.475,-0.0127
2.4778,-0.0082
2.4806,0.0055
2.4833,-0.0032
2.4861,-0.0103
2.4889,0.0022
2.4917,0.0057
2.4944,0.0013
2.4972,-0.0077
2.5,-0.007
2.5028,0.0055
2.5056,0.0132
2.5083,0.0116
2.5111,0.0195
2.5139,0.0369
2.5167,0.0656
2.5194,0.031
2.5222,0.0507
2.525,0.0594
2.5278,0.0737
2.5306,0.068
2.5333,0.0674
2.5361,0.0806
2.5389,0.0647
2.5417,0.1
2.5444,0.0963
2.5472,0.1046
2.55,0.1117
2.5528,0.1046
2.5556,0.1159
2.5583,0.1219
2.5611,0.114
2.5639,0.1228
2.5667,0.1275
2.5694,0.1227
2.5722,0.1137
2.575,0.1439
2.5778,0.1264
2.5806,0.1472
2.5833,0.1268
2.5861,0.1243
2.5889,0.1445
2.5917,0.1616
2.5944,0.1357
2.5972,0.1264
2.6,0.1454
2.6028,0.1566
2.6056,0.1578
2.6083,0.1485
2.6111,0.1535
2.6139,0.1359
2.6167,0.1335
2.6194,0.1419
2.6222,0.1474
2.625,0.1362
2.6278,0.1296
2.6306,0.1285
2.6333,0.1274
2.6361,0.1336
2.6389,0.1293
2.6417,0.1284
2.6444,0.1297
2.6472,0.1136
2.65,0.1156
2.6528,0.0949
2.6556,0.1145
2.6583,0.1176
2.6611,0.0867
2.6639,0.0729
2.6667,0.0946
2.6694,0.0606
2.6722,0.0514
2.675,0.0642
2.6778,0.0617
2.6806,0.0648
2.6833,0.0539
2.6861,0.0292
2.6889,0.0367
2.6917,0.0244
2.6944,0.0133
2.6972,0.0
2.7,-0.0026
2.7028,0.0263
2.7056,-0.0044
2.7083,0.0098
2.7111,0.0078
2.7139,-0.0023
2.7167,0.0053
2.7194,0.002
2.7222,-0.0143
2.725,-0.0
2.7278,-0.0067
2.7306,0.0086
2.7333,0.0037
2.7361,0.0064
2.7389,0.0252
2.7417,0.006
2.7444,-0.0049
2.7472,-0.0059
2.75,-0.0202
2.7528,0.0093
2.7556,-0.0045
2.7583,0.0098
2.7611,-0.004
2.7639,0.0012
2.7667,0.0034
2.7694,-0.0068
2.7722,0.0129
2.775,0.0037
2.7778,-0.0039
2.7806,-0.0006
2.7833,0.0065
2.7861,-0.0061
2.7889,0.0009
2.7917,0.0047
2.7944,-0.0048
2.7972,0.032
2.8,0.0024
2.8028,-0.0103
2.8056,0.0149
2.8083,-0.0076
2.8111,-0.0002
2.8139,-0.0178
2.8167,0.0167
2.8194,0.0038
2.8222,0.0081
2.825,-0.0023
2.8278,0.0192
2.8306,0.0049
2.8333,-0.0013
2.8361,0.0036
2.8389,-0.0055
2.8417,-0.0128
2.8444,-0.0001
2.8472,0.0032
2.85,-0.0127
2.8528,-0.0177
2.8556,-0.0079
2.8583,-0.0088
2.8611,-0.001
2.8639,-0.0048
2.8667,-0.0001
2.8694,0.0038
2.8722,-0.0113
2.875,0.0044
2.8778,-0.0016
2.8806,-0.007
2.8833,0.0009
2.8861,-0.0093
2.8889,-0.0071
2.8917,0.0047
2.8944,0.0054
2.8972,0.0099
2.9,-0.0123
2.9028,-0.0069
2.9056,-0.0049
2.9083,-0.0009
2.9111,-0.0065
2.9139,0.0236
2.9167,-0.0011
2.9194,0.0004
2.9222,-0.0175
2.925,-0.0023
2.9278,-0.0045
2.9306,-0.005
2.9333,0.0068
2.9361,-0.0124
2.9389,0.0042
2.9417,-0.002
2.9444,0.0111
2.9472,0.0009
2.95,-0.0096
2.9528,0.0017
2.9556,-0.0032
2.9583,-0.008
2.9611,-0.0115
2.9639,-0.0015
2.9667,-0.0016
2.9694,0.0078
2.9722,-0.0052
2.975,0.0174
2.9778,-0.0005
2.9806,0.0102
2.9833,-0.0088
2.9861,0.0023
2.9889,0.0166
2.9917,-0.0017
2.9944,-0.0135
2.9972,-0.0145
3.0,0.0008
3.0028,0.0023
3.0056,-0.0041
3.0083,-0.0274
3.0111,-0.007
3.0139,0.0094
3.0167,-0.0013
3.0194,-0.0012
3.0222,0.0008
3.025,-0.0071
3.0278,0.0036
3.0306,-0.0027
3.0333,0.012
3.0361,0.0017
3.0389,-0.0133
3.0417,0.0073
3.0444,0.0127
3.0472,-0.0018
3.05,-0.0016
3.0528,-0.0038
3.0556,0.0052
3.0583,0.0078
3.0611,-0.0013
3.0639,0.0114
3.0667,-0.0137
3.0694,-0.0035
3.0722,0.0212
3.075,0.0026
3.0778,0.0009
3.0806,-0.0109
3.0833,0.0016
3.0861,-0.0109
3.0889,-0.026
3.0917,0.0016
3.0944,-0.0119
3.0972,0.0075
3.1,0.0201
3.1028,0.0076
3.1056,0.0094
3.1083,0.0231
3.1111,0.0023
3.1139,0.0281
3.1167,0.0304
3.1194,0.0228
3.1222,0.0511
3.125,0.0378
3.1278,0.0512
3.1306,0.0547
3.1333,0.0861
3.1361,0.0502
3.1389,0.0445
3.1417,0.0792
3.1444,0.0525
3.1472,0.0525
3.15,0.0707
3.1528,0.0872
3.1556,0.0779
3.1583,0.0953
3.1611,0.0889
3.1639,0.0787
3.1667,0.0879
3.1694,0.0898
3.1722,0.0875
3.175,0.081
3.1778,0.0797
3.1806,0.0788
3.1833,0.073
3.1861,0.0792
3.1889,0.0588
3.1917,0.078
3.1944,0.0592
3.1972,0.0671
3.2,0.0592
3.2028,0.0551
3.2056,0.0569
3.2083,0.0552
3.2111,0.0508
3.2139,0.0679
3.2167,0.0362
3.2194,0.0458
3.2222,0.0379
3.225,0.0389
3.2278,0.0257
3.2306,0.0115
3.2333,0.0168
3.2361,0.0025
3.2389,0.019
3.2417,-0.0016
3.2444,-0.0054
3.2472,-0.0059
3.25,0.0117
3.2528,-0.0021
3.2556,-0.0075
3.2583,-0.0099
3.2611,0.0114
3.2639,-0.0124
3.2667,-0.0158
3.2694,-0.0082
3.2722,0.0039
3.275,0.0131
3.2778,-0.0019
3.2806,0.0073
3.2833,0.0048
3.2861,0.0147
3.2889,0.0089
3.2917,0.0007
3.2944,-0.0016
3.2972,0.0006
3.3,0.002
3.3028,-0.0042
3.3056,0.0129
3.3083,0.0086
3.3111,-0.0218
3.3139,-0.0289
3.3167,-0.0518
3.3194,-0.028
3.3222,-0.0383
3.325,-0.0086
3.3278,-0.0275
3.3306,0.0658
3.3333,0.1694
3.3361,0.2586
3.3389,0.3567
3.3417,0.4515
3.3444,0.5366
3.3472,0.6233
3.35,0.6756
3.3528,0.7273
3.3556,0.7826
3.3583,0.7967
3.3611,0.7968
3.3639,0.7932
3.3667,0.7591
3.3694,0.7348
3.3722,0.6949
3.375,0.6071
3.3778,0.5674
3.3806,0.4769
3.3833,0.3647
3.3861,0.2718
3.3889,0.176
3.3917,0.0423
3.3944,-0.017
3.3972,-0.0377
3.4,-0.0628
3.4028,-0.0558
3.4056,-0.1067
3.4083,-0.1189
3.4111,-0.1064
3.4139,-0.1094
3.4167,-0.1173
3.4194,-0.1218
3.4222,-0.1035
3.425,-0.0889
3.4278,-0.0722
3.4306,-0.0405
3.4333,-0.023
3.4361,0.0086
3.4389,0.0023
3.4417,-0.0048
3.4444,0.0031
3.4472,0.0135
3.45,-0.0128
3.4528,0.0076
3.4556,-0.0039
3.4583,-0.0111
3.4611,0.0163
3.4639,-0.0075
3.4667,-0.0005
3.4694,0.0137
3.4722,0.0236
3.475,-0.0061
3.4778,0.0021
3.4806,0.0098
3.4833,-0.0117
3.4861,-0.008
3.4889,0.0163
3.4917,-0.0095
3.4944,0.0021
3.4972,0.0082
3.5,-0.0074
3.5028,-0.0034
3.5056,-0.0113
3.5083,0.0044
3.5111,-0.0192
3.5139,0.0027
3.5167,0.0049
3.5194,-0.001
3.5222,-0.0075
3.525,-0.0063
3.5278,0.0033
3.5306,-0.0007
3.5333,0.0035
3.5361,0.016
3.5389,0.0055
3.5417,0.0003
3.5444,0.0091
3.5472,0.0206
3.55,0.0232
3.5528,0.0297
3.5556,0.0325
3.5583,0.0508
3.5611,0.0391
3.5639,0.0605
3.5667,0.0465
3.5694,0.0592
3.5722,0.0432
3.575,0.0749
3.5778,0.0684
3.5806,0.0859
3.5833,0.0853
3.5861,0.0813
3.5889,0.0711
3.5917,0.1101
3.5944,0.1025
3.5972,0.1151
3.6,0.1039
3.6028,0.0938
3.6056,0.134
3.6083,0.1463
3.6111,0.1367
3.6139,0.1325
3.6167,0.1386
3.6194,0.134
3.6222,0.1394
3.625,0.1376
3.6278,0.1216
3.6306,0.1389
3.6333,0.138
3.6361,0.1467
3.6389,0.1394
3.6417,0.1405
3.6444,0.1572
3.6472,0.1463
3.65,0.1545
3.6528,0.1574
3.6556,0.1539
3.6583,0.166
3.6611,0.1357
3.6639,0.1435
3.6667,0.1439
3.6694,0.1429
3.6722,0.1429
3.675,0.1554
3.6778,0.1433
3.6806,0.1226
3.6833,0.1236
3.6861,0.1228
3.6889,0.1193
3.6917,0.1136
3.6944,0.112
3.6972,0.1193
3.7,0.1069
3.7028,0.0871
3.7056,0.1085
3.7083,0.0731
3.7111,0.0931
3.7139,0.1018
3.7167,0.088
3.7194,0.0879
3.7222,0.074
3.725,0.0578
3.7278,0.0702
3.7306,0.0551
3.7333,0.0478
3.7361,0.0489
3.7389,0.0511
3.7417,0.0409
3.7444,0.0128
3.7472,0.0154
3.75,0.0363
3.7528,0.0081
3.7556,-0.0001
3.7583,-0.0204
3.7611,-0.0174
3.7639,-0.0032
3.7667,-0.007
3.7694,-0.0111
3.7722,-0.0176
3.775,0.0022
3.7778,-0.0048
3.7806,0.0074
3.7833,0.0026
3.7861,0.0014
3.7889,-0.0006
3.7917,0.0004
3.7944,0.0169
3.7972,0.0057
3.8,0.0096
3.8028,0.0054
3.8056,-0.0061
3.8083,0.0084
3.8111,-0.0104
3.8139,-0.0037
3.8167,0.0022
3.8194,-0.022
3.8222,-0.006
3.825,-0.0069
3.8278,-0.0099
3.8306,-0.0056
3.8333,-0.0018
