time,ecg
0.5139,0.0641
0.5167,0.0484
0.5194,0.0781
0.5222,0.0793
0.525,0.0865
0.5278,0.0943
0.5306,0.1031
0.5333,0.1013
0.5361,0.0949
0.5389,0.1219
0.5417,0.1153
0.5444,0.1189
0.5472,0.1225
0.55,0.1487
0.5528,0.1338
0.5556,0.1327
0.5583,0.1241
0.5611,0.1447
0.5639,0.139
0.5667,0.1435
0.5694,0.1473
0.5722,0.138
0.575,0.1418
0.5778,0.1537
0.5806,0.1547
0.5833,0.1461
0.5861,0.1376
0.5889,0.1624
0.5917,0.1543
0.5944,0.1521
0.5972,0.1479
0.6,0.1574
0.6028,0.1476
0.6056,0.1351
0.6083,0.1465
0.6111,0.1232
0.6139,0.1424
0.6167,0.1392
0.6194,0.134
0.6222,0.1216
0.625,0.1188
0.6278,0.1281
0.6306,0.1218
0.6333,0.1014
0.6361,0.0975
0.6389,0.1038
0.6417,0.0679
0.6444,0.0905
0.6472,0.093
0.65,0.0959
0.6528,0.0571
0.6556,0.0605
0.6583,0.0613
0.6611,0.0394
0.6639,0.0356
0.6667,0.0546
0.6694,0.028
0.6722,0.0246
0.675,0.0405
0.6778,0.0172
0.6806,0.0127
0.6833,0.0246
0.6861,0.0048
0.6889,0.0261
0.6917,-0.0006
0.6944,0.0175
0.6972,-0.0124
0.7,-0.0048
0.7028,-0.0018
0.7056,-0.0137
0.7083,0.0161
0.7111,-0.0029
0.7139,-0.0009
0.7167,0.0034
0.7194,0.0025
0.7222,-0.0022
0.725,-0.0065
0.7278,-0.0055
0.7306,-0.0012
0.7333,0.008
0.7361,-0.0007
0.7389,0.004
0.7417,0.0023
0.7444,0.0179
0.7472,0.0134
0.75,0.0126
0.7528,-0.006
0.7556,0.0046
0.7583,0.0018
0.7611,-0.0002
0.7639,0.005
0.7667,-0.0192
0.7694,-0.0077
0.7722,0.0075
0.775,-0.0091
0.7778,-0.0071
0.7806,-0.0096
0.7833,-0.0085
0.7861,0.0135
0.7889,-0.0128
0.7917,0.0183
0.7944,-0.0114
0.7972,-0.0089
0.8,0.0005
0.8028,-0.0089
0.8056,-0.0045
0.8083,-0.0116
0.8111,0.0004
0.8139,-0.001
0.8167,-0.0009
0.8194,-0.014
0.8222,-0.0088
0.825,0.0053
0.8278,0.0119
0.8306,0.0183
0.8333,0.0076
0.8361,0.0028
0.8389,-0.0102
0.8417,-0.0052
0.8444,-0.012
0.8472,-0.0002
0.85,0.0051
0.8528,-0.0083
0.8556,0.0129
0.8583,0.001
0.8611,0.016
0.8639,0.0059
0.8667,-0.0068
0.8694,-0.0039
0.8722,0.0039
0.875,0.0014
0.8778,-0.0149
0.8806,0.018
0.8833,-0.0108
0.8861,-0.0018
0.8889,-0.0028
0.8917,0.0207
0.8944,0.009
0.8972,-0.0139
0.9,-0.0067
0.9028,-0.0073
0.9056,0.0006
0.9083,-0.0034
0.9111,0.0046
0.9139,0.0039
0.9167,0.0026
0.9194,-0.005
0.9222,-0.0059
0.925,0.0013
0.9278,-0.0174
0.9306,-0.003
0.9333,0.0219
0.9361,0.0075
0.9389,-0.0052
0.9417,0.0078
0.9444,-0.0147
0.9472,0.0142
0.95,0.0043
0.9528,0.0112
0.9556,-0.0125
0.9583,0.008
0.9611,0.012
0.9639,-0.0081
0.9667,-0.0014
0.9694,-0.0043
0.9722,-0.013
0.975,0.0013
0.9778,-0.0048
0.9806,0.0001
0.9833,0.0055
0.9861,-0.0036
0.9889,-0.0098
0.9917,0.0071
0.9944,-0.0163
0.9972,0.005
1.0,0.001
1.0028,0.0112
1.0056,-0.0058
1.0083,-0.0058
1.0111,0.0026
1.0139,-0.0002
1.0167,0.0185
1.0194,0.0039
1.0222,0.0041
1.025,0.0015
1.0278,-0.0149
1.0306,-0.0049
1.0333,-0.0223
1.0361,0.0108
1.0389,0.0009
1.0417,0.026
1.0444,0.0075
1.0472,0.0167
1.05,0.0226
1.0528,0.0054
1.0556,0.0066
1.0583,0.034
1.0611,0.0275
1.0639,0.028
1.0667,0.013
1.0694,0.0333
1.0722,0.039
1.075,0.053
1.0778,0.0561
1.0806,0.0555
1.0833,0.0703
1.0861,0.061
1.0889,0.0704
1.0917,0.0689
1.0944,0.0835
1.0972,0.0677
1.1,0.077
1.1028,0.0593
1.1056,0.0854
1.1083,0.0558
1.1111,0.0778
1.1139,0.0775
1.1167,0.0863
1.1194,0.0677
1.1222,0.0971
1.125,0.068
1.1278,0.0753
1.1306,0.0726
1.1333,0.0834
1.1361,0.0756
1.1389,0.0654
1.1417,0.0585
1.1444,0.0756
1.1472,0.0583
1.15,0.0574
1.1528,0.0596
1.1556,0.0202
1.1583,0.0202
1.1611,0.0294
1.1639,0.0316
1.1667,0.012
1.1694,0.0073
1.1722,-0.001
1.175,-0.0014
1.1778,0.0056
1.1806,-0.0079
1.1833,-0.0009
1.1861,-0.0061
1.1889,0.0122
1.1917,0.0062
1.1944,-0.0058
1.1972,0.0034
1.2,0.0059
1.2028,-0.0028
1.2056,-0.0038
1.2083,-0.0032
1.2111,0.0
1.2139,0.0041
1.2167,0.0006
1.2194,0.0027
1.2222,-0.0128
1.225,-0.0162
1.2278,-0.0034
1.2306,0.0039
1.2333,-0.0041
1.2361,-0.0226
1.2389,-0.0357
1.2417,-0.0451
1.2444,-0.0553
1.2472,-0.0225
1.25,0.0004
1.2528,0.1154
1.2556,0.2598
1.2583,0.3732
1.2611,0.4661
1.2639,0.5752
1.2667,0.6566
1.2694,0.7204
1.2722,0.7628
1.275,0.8044
1.2778,0.8176
1.2806,0.784
1.2833,0.7673
1.2861,0.7099
1.2889,0.6321
1.2917,0.552
1.2944,0.4463
1.2972,0.3321
1.3,0.2402
1.3028,0.0983
1.3056,-0.0084
1.3083,-0.0313
1.3111,-0.0645
1.3139,-0.08
1.3167,-0.1034
1.3194,-0.1144
1.3222,-0.1044
1.325,-0.1195
1.3278,-0.1092
1.3306,-0.1006
1.3333,-0.0577
1.3361,-0.0581
1.3389,-0.0221
1.3417,-0.0112
1.3444,-0.0021
1.3472,-0.0023
1.35,0.0029
1.3528,-0.002
1.3556,0.0056
1.3583,-0.0202
1.3611,-0.0044
1.3639,-0.0045
1.3667,0.0077
1.3694,0.0103
1.3722,0.0031
1.375,0.0044
1.3778,0.0068
1.3806,0.0012
1.3833,0.0127
1.3861,0.0048
1.3889,-0.0088
1.3917,-0.0138
1.3944,0.0054
1.3972,0.002
1.4,-0.0012
1.4028,0.0022
1.4056,0.0147
1.4083,0.0015
1.4111,-0.0048
1.4139,-0.0005
1.4167,0.0125
1.4194,-0.0146
1.4222,-0.0202
1.425,0.0123
1.4278,-0.0057
1.4306,0.0043
1.4333,0.0112
1.4361,0.0211
1.4389,0.0229
1.4417,0.0263
1.4444,0.0365
1.4472,0.0533
1.45,0.0329
1.4528,0.0266
1.4556,0.0589
1.4583,0.0464
1.4611,0.0565
1.4639,0.0784
1.4667,0.0828
1.4694,0.0865
1.4722,0.0805
1.475,0.0911
1.4778,0.1292
1.4806,0.0965
1.4833,0.1118
1.4861,0.1127
1.4889,0.1234
1.4917,0.1314
1.4944,0.1298
1.4972,0.1354
1.5,0.1472
1.5028,0.1295
1.5056,0.1465
1.5083,0.1445
1.5111,0.1464
1.5139,0.1423
1.5167,0.1353
1.5194,0.1643
1.5222,0.1335
1.525,0.1522
1.5278,0.1452
1.5306,0.1409
1.5333,0.1412
1.5361,0.1396
1.5389,0.143
1.5417,0.1375
1.5444,0.1339
1.5472,0.1234
1.55,0.1187
1.5528,0.1398
1.5556,0.135
1.5583,0.1004
1.5611,0.1189
1.5639,0.0884
1.5667,0.1147
1.5694,0.0897
1.5722,0.1115
1.575,0.0711
1.5778,0.0843
1.5806,0.0826
1.5833,0.0726
1.5861,0.0793
1.5889,0.0666
1.5917,0.052
1.5944,0.0497
1.5972,0.0333
1.6,0.0455
1.6028,0.0464
1.6056,0.0277
1.6083,0.0235
1.6111,0.0145
1.6139,0.0068
1.6167,0.0059
1.6194,-0.011
1.6222,-0.0126
1.625,-0.0046
1.6278,0.0052
1.6306,0.0081
1.6333,-0.0176
1.6361,-0.0062
1.6389,0.0104
1.6417,0.0053
1.6444,-0.0012
1.6472,-0.0018
1.65,-0.0169
1.6528,0.0115
1.6556,-0.0128
1.6583,0.0058
1.6611,0.0075
1.6639,-0.0095
1.6667,0.0017
1.6694,0.0068
1.6722,0.0053
1.675,-0.0086
1.6778,0.0177
1.6806,0.0068
1.6833,-0.0099
1.6861,0.0082
1.6889,0.009
1.6917,-0.007
1.6944,-0.0049
1.6972,0.0071
1.7,-0.0092
1.7028,0.0019
1.7056,0.0043
1.7083,-0.0004
1.7111,0.0377
1.7139,-0.0066
1.7167,0.0045
1.7194,-0.0168
1.7222,-0.0208
1.725,-0.0002
1.7278,-0.0075
1.7306,0.0124
1.7333,0.0032
1.7361,-0.0019
1.7389,0.009
1.7417,-0.0068
1.7444,-0.011
1.7472,-0.0149
1.75,0.0185
1.7528,-0.0254
1.7556,-0.0079
1.7583,-0.0179
1.7611,-0.0218
1.7639,0.0163
1.7667,-0.0031
1.7694,0.0137
1.7722,-0.0121
1.775,0.0114
1.7778,0.0117
1.7806,-0.0174
1.7833,0.0096
1.7861,0.0046
1.7889,0.0081
1.7917,-0.0095
1.7944,0.0018
1.7972,0.0096
1.8,0.0082
1.8028,-0.0082
1.8056,-0.0002
1.8083,-0.0174
1.8111,0.009
1.8139,0.0099
1.8167,0.0006
1.8194,0.0072
1.8222,0.0144
1.825,0.0183
1.8278,0.0036
1.8306,-0.0037
1.8333,-0.0188
1.8361,-0.0009
1.8389,0.007
1.8417,0.0114
1.8444,-0.0196
1.8472,0.0019
1.85,0.0026
1.8528,0.0026
1.8556,-0.0054
1.8583,-0.0024
1.8611,0.004
1.8639,0.0046
1.8667,0.0013
1.8694,0.0073
1.8722,0.0252
1.875,-0.0006
1.8778,-0.0085
1.8806,-0.0008
1.8833,0.0006
1.8861,0.0154
1.8889,0.0058
1.8917,0.0109
1.8944,-0.0181
1.8972,-0.0139
1.9,0.0075
1.9028,0.0047
1.9056,-0.0017
1.9083,-0.0055
1.9111,0.0067
1.9139,-0.0039
1.9167,0.0051
1.9194,0.0036
1.9222,0.0087
1.925,-0.0174
1.9278,-0.0138
1.9306,-0.0033
1.9333,-0.0025
1.9361,-0.0092
1.9389,-0.0102
1.9417,0.0074
1.9444,-0.0232
1.9472,0.0098
1.95,-0.002
1.9528,-0.0089
1.9556,0.0124
1.9583,-0.0033
1.9611,-0.0135
1.9639,-0.0101
1.9667,-0.0105
1.9694,0.0061
1.9722,0.0246
1.975,0.037
1.9778,0.0254
1.9806,0.0503
1.9833,0.044
1.9861,0.0283
1.9889,0.0602
1.9917,0.06
1.9944,0.0442
1.9972,0.0743
2.0,0.0546
2.0028,0.0704
2.0056,0.0649
2.0083,0.0554
2.0111,0.0751
2.0139,0.0701
2.0167,0.0795
2.0194,0.0689
2.0222,0.0743
2.025,0.0665
2.0278,0.0778
2.0306,0.093
2.0333,0.076
2.0361,0.0789
2.0389,0.0671
2.0417,0.0711
2.0444,0.0909
2.0472,0.0683
2.05,0.0733
2.0528,0.0386
2.0556,0.0553
2.0583,0.0601
2.0611,0.0535
2.0639,0.0658
2.0667,0.0347
2.0694,0.0429
2.0722,0.0245
2.075,0.0287
2.0778,0.0249
2.0806,0.0312
2.0833,0.0007
2.0861,0.0245
2.0889,-0.0008
2.0917,-0.0131
2.0944,0.0099
2.0972,0.0069
2.1,0.0103
2.1028,0.0128
2.1056,0.0009
2.1083,-0.0206
2.1111,-0.0169
2.1139,-0.0004
2.1167,0.0085
2.1194,-0.0093
2.1222,-0.0153
2.125,0.0103
2.1278,-0.0051
2.1306,-0.0087
2.1333,0.0185
2.1361,0.0104
2.1389,0.0066
2.1417,0.005
2.1444,-0.0059
2.1472,-0.0102
2.15,-0.0402
2.1528,-0.0419
2.1556,-0.0339
2.1583,-0.017
2.1611,-0.0039
2.1639,0.0613
2.1667,0.1961
2.1694,0.325
2.1722,0.4332
2.175,0.5481
2.1778,0.6222
2.1806,0.6812
2.1833,0.7549
2.1861,0.7866
2.1889,0.8139
2.1917,0.803
2.1944,0.7891
2.1972,0.7145
2.2,0.6521
2.2028,0.5731
2.2056,0.47
2.2083,0.3692
2.2111,0.2566
2.2139,0.1276
2.2167,0.0085
2.2194,-0.0116
2.2222,-0.0366
2.225,-0.0722
2.2278,-0.0808
2.2306,-0.1217
2.2333,-0.1055
2.2361,-0.1066
2.2389,-0.1296
2.2417,-0.0856
2.2444,-0.068
2.2472,-0.0382
2.25,-0.0416
2.2528,0.0164
2.2556,-0.0024
2.2583,0.0219
2.2611,-0.0052
2.2639,0.0012
2.2667,0.0003
2.2694,-0.0011
2.2722,0.0098
2.275,0.0005
2.2778,0.0246
2.2806,-0.0177
2.2833,0.0098
2.2861,-0.0057
2.2889,-0.0026
2.2917,-0.0013
2.2944,-0.0065
2.2972,-0.0033
2.3,0.0056
2.3028,0.0028
2.3056,-0.0028
2.3083,-0.0094
2.3111,-0.0152
2.3139,-0.012
2.3167,-0.0098
2.3194,0.0108
2.3222,-0.002
2.325,-0.0002
2.3278,-0.0074
2.3306,0.0008
2.3333,0.0017
2.3361,0.0158
2.3389,0.0005
2.3417,-0.0006
2.3444,-0.0027
2.3472,0.0025
2.35,0.0242
2.3528,0.0178
2.3556,0.0445
2.3583,0.048
2.3611,0.046
2.3639,0.0835
2.3667,0.0635
2.3694,0.0648
2.3722,0.0781
2.375,0.0847
2.3778,0.0719
2.3806,0.056
2.3833,0.0821
2.3861,0.0997
2.3889,0.1162
2.3917,0.1233
2.3944,0.1176
2.3972,0.1225
2.4,0.1072
2.4028,0.1334
2.4056,0.1335
2.4083,0.1198
2.4111,0.1319
2.4139,0.1357
2.4167,0.1409
2.4194,0.1557
2.4222,0.1346
2.425,0.152
2.4278,0.1377
2.4306,0.1531
2.4333,0.1509
2.4361,0.155
2.4389,0.1595
2.4417,0.1361
2.4444,0.1512
2.4472,0.1438
2.45,0.1283
2.4528,0.1352
2.4556,0.1352
2.4583,0.1227
2.4611,0.1438
2.4639,0.1287
2.4667,0.1119
2.4694,0.1388
2.4722,0.1277
2.475,0.098
2.4778,0.1125
2.4806,0.0983
2.4833,0.1
2.4861,0.0906
2.4889,0.0773
2.4917,0.0737
2.4944,0.0839
2.4972,0.066
2.5,0.0667
2.5028,0.0603
2.5056,0.0501
2.5083,0.0439
2.5111,0.0232
2.5139,0.0302
2.5167,0.0164
2.5194,0.0241
2.5222,-0.0005
2.525,-0.0003
2.5278,0.006
2.5306,-0.0009
2.5333,-0.014
2.5361,0.0142
2.5389,-0.0055
2.5417,-0.0032
2.5444,-0.0051
2.5472,0.0194
2.55,0.0054
2.5528,-0.0131
2.5556,0.0137
2.5583,-0.004
2.5611,-0.0001
2.5639,0.0031
2.5667,0.0099
2.5694,-0.002
2.5722,0.0082
2.575,-0.0065
2.5778,-0.0004
2.5806,0.0149
2.5833,-0.0093
2.5861,0.0054
2.5889,-0.0157
2.5917,-0.0023
2.5944,-0.0012
2.5972,0.0076
2.6,-0.01
2.6028,-0.0025
2.6056,-0.002
2.6083,0.0062
2.6111,0.003
2.6139,-0.0077
2.6167,-0.0138
2.6194,-0.0113
2.6222,-0.0051
2.625,-0.002
2.6278,-0.0045
2.6306,-0.0166
2.6333,0.0009
2.6361,0.0128
2.6389,0.0004
2.6417,0.0179
2.6444,-0.0068
2.6472,-0.008
2.65,-0.0041
2.6528,-0.0015
2.6556,-0.0025
2.6583,-0.0042
2.6611,-0.0126
2.6639,-0.0083
2.6667,0.0083
2.6694,-0.0149
2.6722,0.0051
2.675,-0.0066
2.6778,0.0126
2.6806,-0.0087
2.6833,-0.0165
2.6861,0.0117
2.6889,0.0053
2.6917,-0.0151
2.6944,0.0055
2.6972,-0.0053
2.7,0.0129
2.7028,0.0179
2.7056,0.0067
2.7083,-0.0096
2.7111,0.0036
2.7139,-0.0194
2.7167,0.0177
2.7194,0.0027
2.7222,0.0061
2.725,-0.0097
2.7278,0.0086
2.7306,0.0107
2.7333,-0.0055
2.7361,-0.0048
2.7389,-0.0051
2.7417,0.0087
2.7444,0.0052
2.7472,0.0042
2.75,0.0145
2.7528,-0.0026
2.7556,0.0029
2.7583,0.0068
2.7611,0.0107
2.7639,0.0045
2.7667,-0.0108
2.7694,-0.0176
2.7722,0.0242
2.775,-0.0063
2.7778,0.0016
2.7806,-0.0007
2.7833,0.0138
2.7861,-0.0037
2.7889,0.0006
2.7917,-0.0254
2.7944,-0.0116
2.7972,0.0113
2.8,-0.0039
2.8028,0.0136
2.8056,0.0157
2.8083,-0.0053
2.8111,0.0096
2.8139,0.0096
2.8167,-0.0118
2.8194,0.0065
2.8222,-0.0001
2.825,-0.0289
2.8278,-0.0049
2.8306,0.0046
2.8333,-0.0164
2.8361,-0.0149
2.8389,0.0026
2.8417,-0.0263
2.8444,0.0184
2.8472,-0.0062
2.85,-0.0
2.8528,0.0217
2.8556,0.0
2.8583,0.0046
2.8611,-0.0093
2.8639,0.0203
2.8667,-0.0154
2.8694,-0.0034
2.8722,-0.0102
2.875,0.011
2.8778,0.0281
2.8806,0.0192
2.8833,0.0408
2.8861,0.0405
2.8889,0.0285
2.8917,0.0556
2.8944,0.0445
2.8972,0.0308
2.9,0.0466
2.9028,0.0585
2.9056,0.0424
2.9083,0.0587
2.9111,0.0718
2.9139,0.0741
2.9167,0.0754
2.9194,0.0673
2.9222,0.0663
2.925,0.0686
2.9278,0.0769
2.9306,0.0795
2.9333,0.0794
2.9361,0.0655
2.9389,0.0766
2.9417,0.0737
2.9444,0.0832
2.9472,0.0822
2.95,0.0685
2.9528,0.0545
2.9556,0.0891
2.9583,0.0647
2.9611,0.0889
2.9639,0.0599
2.9667,0.057
2.9694,0.0595
2.9722,0.0564
2.975,0.0539
2.9778,0.0407
2.9806,0.039
2.9833,0.0185
2.9861,0.0267
2.9889,0.0336
2.9917,0.0271
2.9944,0.0026
2.9972,0.0145
3.0,0.0088
3.0028,-0.0151
3.0056,0.0202
3.0083,0.0041
3.0111,0.008
3.0139,0.0044
3.0167,0.017
3.0194,-0.0045
3.0222,0.0189
3.025,0.0206
3.0278,-0.0038
3.0306,-0.0296
3.0333,0.0067
3.0361,-0.0181
3.0389,-0.0058
3.0417,0.0023
3.0444,0.0212
3.0472,0.0086
3.05,-0.0057
3.0528,-0.008
3.0556,0.0055
3.0583,0.0085
3.0611,-0.0019
3.0639,-0.0415
3.0667,-0.0483
3.0694,-0.0348
3.0722,-0.0338
3.075,-0.0107
3.0778,0.0529
3.0806,0.1809
3.0833,0.311
3.0861,0.4063
3.0889,0.5054
3.0917,0.6067
3.0944,0.6782
3.0972,0.7384
3.1,0.7736
3.1028,0.7989
3.1056,0.7775
3.1083,0.7793
3.1111,0.7531
3.1139,0.6903
3.1167,0.6222
3.1194,0.5299
3.1222,0.4275
3.125,0.3152
3.1278,0.2167
3.1306,0.0824
3.1333,-0.0175
3.1361,-0.0295
3.1389,-0.072
3.1417,-0.0884
3.1444,-0.1099
3.1472,-0.1209
3.15,-0.1025
3.1528,-0.0843
3.1556,-0.1204
3.1583,-0.1095
3.1611,-0.0927
3.1639,-0.0615
3.1667,-0.0422
3.1694,-0.005
3.1722,0.0108
3.175,0.0037
3.1778,0.0064
3.1806,-0.0061
3.1833,-0.0023
3.1861,-0.0089
3.1889,0.0158
3.1917,-0.0058
3.1944,0.018
3.1972,-0.0042
3.2,-0.0168
3.2028,-0.0012
3.2056,0.0126
3.2083,-0.0051
3.2111,0.0027
3.2139,-0.0012
3.2167,-0.0051
3.2194,-0.0145
3.2222,-0.0034
3.225,-0.0014
3.2278,-0.0014
3.2306,0.0044
3.2333,-0.0043
3.2361,0.0093
3.2389,0.0171
3.2417,0.0268
3.2444,-0.0124
3.2472,-0.004
3.25,-0.0189
3.2528,0.0097
3.2556,-0.0009
3.2583,0.0058
3.2611,0.0035
3.2639,-0.0003
3.2667,-0.0071
3.2694,0.0286
3.2722,0.0333
3.275,0.0504
3.2778,0.0362
3.2806,0.0566
3.2833,0.0742
3.2861,0.0592
3.2889,0.05
3.2917,0.0774
3.2944,0.084
3.2972,0.0943
3.3,0.0799
3.3028,0.0867
3.3056,0.118
3.3083,0.0871
3.3111,0.0927
3.3139,0.1277
3.3167,0.1179
3.3194,0.1102
3.3222,0.133
3.325,0.1208
3.3278,0.1318
3.3306,0.1282
3.3333,0.156
3.3361,0.1257
3.3389,0.14
3.3417,0.1529
3.3444,0.1559
3.3472,0.1555
3.35,0.153
3.3528,0.1499
3.3556,0.1679
3.3583,0.127
3.3611,0.157
3.3639,0.1369
3.3667,0.1518
3.3694,0.1595
3.3722,0.143
3.375,0.1522
3.3778,0.151
3.3806,0.1253
3.3833,0.1424
3.3861,0.1246
3.3889,0.1325
3.3917,0.1372
3.3944,0.1247
3.3972,0.1157
3.4,0.1076
3.4028,0.11
3.4056,0.0999
3.4083,0.091
3.4111,0.0864
3.4139,0.0807
3.4167,0.081
3.4194,0.0686
3.4222,0.0715
3.425,0.068
3.4278,0.0502
3.4306,0.0528
3.4333,0.0389
3.4361,0.026
3.4389,0.0304
3.4417,0.0217
3.4444,0.0014
3.4472,-0.0189
3.45,-0.0017
3.4528,-0.0173
3.4556,-0.0019
3.4583,0.0001
3.4611,0.0069
3.4639,-0.0011
3.4667,-0.0029
3.4694,0.0008
3.4722,-0.0069
3.475,0.0128
3.4778,0.009
3.4806,0.0137
3.4833,0.0015
3.4861,-0.0222
3.4889,-0.005
3.4917,0.0103
3.4944,-0.009
3.4972,-0.0065
3.5,-0.0067
3.5028,0.0022
3.5056,-0.0011
3.5083,-0.0035
3.5111,-0.014
3.5139,0.0136
3.5167,0.0017
3.5194,0.0082
3.5222,0.0003
3.525,0.0097
3.5278,0.0118
3.5306,-0.0084
3.5333,-0.0002
3.5361,0.0109
3.5389,0.0082
3.5417,0.0308
3.5444,-0.0081
3.5472,0.0124
3.55,0.0151
3.5528,-0.0161
3.5556,0.0008
3.5583,-0.01
3.5611,-0.007
3.5639,-0.0126
3.5667,0.0112
3.5694,-0.0025
3.5722,-0.021
3.575,0.0041
3.5778,-0.013
3.5806,-0.0012
3.5833,0.0013
3.5861,0.0074
3.5889,0.0068
3.5917,-0.0112
3.5944,0.002
3.5972,0.0018
3.6,-0.0012
3.6028,-0.0
3.6056,0.0048
3.6083,-0.0022
3.6111,-0.0132
3.6139,0.0077
3.6167,-0.0059
3.6194,-0.0032
3.6222,-0.0031
3.625,0.0166
3.6278,-0.0037
3.6306,0.0007
3.6333,0.0132
3.6361,0.0002
3.6389,-0.0084
3.6417,-0.0008
3.6444,0.0072
3.6472,0.0077
3.65,-0.0002
3.6528,0.0035
3.6556,-0.019
3.6583,-0.0018
3.6611,0.0083
3.6639,-0.0026
3.6667,0.0095
3.6694,0.0089
3.6722,0.0047
3.675,0.0273
3.6778,0.0026
3.6806,0.0009
3.6833,0.0066
3.6861,-0.0024
3.6889,-0.0068
3.6917,-0.0006
3.6944,-0.0046
3.6972,-0.0085
3.7,-0.0096
3.7028,-0.0086
3.7056,-0.0035
3.7083,0.002
3.7111,-0.0018
3.7139,0.0102
3.7167,0.0051
3.7194,-0.0033
3.7222,-0.011
3.725,0.0115
3.7278,-0.0073
3.7306,-0.0187
3.7333,0.007
3.7361,0.0142
3.7389,-0.0099
3.7417,0.0019
3.7444,0.0093
3.7472,0.0108
3.75,-0.004
3.7528,-0.0022
3.7556,0.0032
3.7583,-0.0007
3.7611,-0.0184
3.7639,-0.0105
3.7667,-0.0015
3.7694,-0.0149
3.7722,0.0148
3.775,-0.0138
3.7778,-0.0135
3.7806,-0.0046
3.7833,-0.0058
3.7861,-0.0094
3.7889,0.0046
3.7917,0.0013
3.7944,0.0158
3.7972,-0.0022
3.8,-0.0139
3.8028,0.0065
3.8056,0.0096
3.8083,0.0113
3.8111,0.0197
3.8139,0.0096
3.8167,0.042
3.8194,0.0208
3.8222,0.0327
3.825,0.0261
3.8278,0.0559
3.8306,0.0438
