time,ecg
29.5,0.96283
29.75,0.12142
30.0,0.95439
30.25,0.11515
30.5,0.95272
30.75,0.1039
31.0,0.94458
31.25,0.12278
31.5,0.9361
31.75,0.12665
32.0,0.9387
32.25,0.12593
32.5,0.94591
32.75,0.12611
33.0,0.95354
33.25,0.10757
33.5,0.96023
33.75,0.13139
34.0,0.94762
34.25,0.11766
34.5,0.94662
34.75,0.11205
35.0,0.95646
35.25,0.1155
35.5,0.94726
35.75,0.1135
36.0,0.94286
36.25,0.10963
36.5,0.96043
36.75,0.11863
37.0,0.96044
37.25,0.11998
37.5,0.94766
37.75,0.11726
38.0,0.94927
38.25,0.11995
38.5,0.95175
38.75,0.11749
39.0,0.945
39.25,0.11345
39.5,0.97376
39.75,0.11456
40.0,0.95662
40.25,0.12265
40.5,0.98106
40.75,0.10835
41.0,0.97262
41.25,0.11494
41.5,0.9617
41.75,0.12588
42.0,0.97712
42.25,0.12058
42.5,0.97304
42.75,0.12366
43.0,0.97648
43.25,0.11889
43.5,0.97342
43.75,0.11031
44.0,0.99437
44.25,0.11599
44.5,0.98627
44.75,0.11977
45.0,0.98066
45.25,0.11598
45.5,0.98948
45.75,0.11763
46.0,0.98368
46.25,0.12023
46.5,0.99705
46.75,0.12552
47.0,0.99317
47.25,0.11557
47.5,0.9783
47.75,0.12767
48.0,0.99664
48.25,0.11895
48.5,0.99625
48.75,0.12635
49.0,1.00152
49.25,0.12748
49.5,0.99373
49.75,0.13224
50.0,0.99008
50.25,0.12704
50.5,1.00875
50.75,0.12716
51.0,1.02454
51.25,0.13207
51.5,1.0046
51.75,0.10671
52.0,1.02471
52.25,0.11213
52.5,1.02432
52.75,0.127
53.0,1.0173
53.25,0.10343
53.5,1.03602
53.75,0.12068
54.0,1.0352
54.25,0.12064
54.5,1.03029
54.75,0.10823
55.0,1.0359
55.25,0.11256
55.5,1.02483
55.75,0.12439
56.0,1.03802
56.25,0.12359
56.5,1.0286
56.75,0.11506
57.0,1.02682
57.25,0.11323
57.5,1.03812
57.75,0.11407
58.0,1.04102
58.25,0.12306
58.5,1.05437
58.75,0.1092
59.0,1.04531
59.25,0.11963
59.5,1.0386
59.75,0.10875
60.0,1.03569
60.25,0.1263
60.5,1.04121
60.75,0.12102
61.0,1.04234
61.25,0.12963
61.5,1.05075
61.75,0.10282
62.0,1.05093
62.25,0.10468
62.5,1.02796
62.75,0.11618
63.0,1.0624
63.25,0.12079
63.5,1.0431
63.75,0.1129
64.0,1.06238
64.25,0.12169
64.5,1.05571
64.75,0.12001
65.0,1.05752
65.25,0.12689
65.5,1.06213
65.75,0.12217
66.0,1.04963
66.25,0.12453
66.5,1.05
66.75,0.12918
67.0,1.04308
67.25,0.11933
67.5,1.05419
67.75,0.10983
68.0,1.06897
68.25,0.13212
68.5,1.05173
68.75,0.12661
69.0,1.05856
69.25,0.09952
69.5,1.05578
69.75,0.11993
70.0,1.05262
70.25,0.11179
70.5,1.04705
70.75,0.11897
71.0,1.0561
71.25,0.12306
71.5,1.04555
71.75,0.13261
72.0,1.04015
72.25,0.11726
72.5,1.02906
72.75,0.13292
73.0,1.05007
73.25,0.12769
73.5,1.0437
73.75,0.12121
74.0,1.03617
74.25,0.1183
74.5,1.03007
74.75,0.12073
75.0,1.04073
75.25,0.12472
75.5,1.02141
75.75,0.1156
76.0,1.01045
76.25,0.13303
76.5,1.01783
76.75,0.12074
77.0,1.00944
77.25,0.11133
77.5,1.01218
77.75,0.12719
78.0,1.01021
78.25,0.11839
78.5,1.01383
78.75,0.1211
79.0,1.00459
79.25,0.11833
79.5,1.00625
79.75,0.12727
80.0,1.00249
80.25,0.12478
80.5,1.01435
80.75,0.11762
81.0,0.99148
81.25,0.12165
81.5,0.99777
81.75,0.11218
82.0,1.00282
82.25,0.13625
82.5,0.99657
82.75,0.1185
83.0,0.99007
83.25,0.12269
83.5,0.9917
83.75,0.11129
84.0,1.01509
84.25,0.11292
84.5,1.01575
84.75,0.13237
85.0,1.01149
85.25,0.12462
85.5,1.02803
85.75,0.11863
86.0,1.01047
86.25,0.10939
86.5,1.01604
86.75,0.13205
87.0,1.02367
87.25,0.11268
87.5,1.0069
87.75,0.11617
88.0,1.01417
88.25,0.11856
88.5,1.01555
88.75,0.12259
89.0,1.01358
89.25,0.11991
89.5,1.02137
89.75,0.11958
90.0,1.02708
90.25,0.13522
90.5,1.02629
90.75,0.12069
91.0,1.007
91.25,0.12336
91.5,1.00892
91.75,0.109
92.0,1.03531
92.25,0.12595
92.5,1.03102
92.75,0.10664
93.0,1.03242
93.25,0.11489
93.5,1.03699
93.75,0.13836
94.0,1.03037
94.25,0.11405
94.5,1.01877
94.75,0.11984
95.0,1.02628
95.25,0.11107
95.5,1.02887
95.75,0.11108
96.0,1.03707
96.25,0.12879
96.5,1.03685
96.75,0.11649
97.0,1.03181
97.25,0.11921
97.5,1.01858
97.75,0.11752
98.0,1.00551
98.25,0.10866
98.5,1.01902
98.75,0.11866
99.0,1.01132
99.25,0.1282
99.5,0.99473
99.75,0.1139
100.0,1.00903
100.25,0.12331
100.5,1.00411
100.75,0.1284
101.0,1.00803
101.25,0.11045
101.5,0.9949
101.75,0.12658
102.0,1.0023
102.25,0.10493
102.5,1.00837
102.75,0.1249
103.0,1.00776
103.25,0.11706
103.5,0.99889
103.75,0.11114
104.0,1.02563
104.25,0.11876
104.5,1.02003
104.75,0.115
105.0,1.01046
105.25,0.10681
105.5,1.00584
105.75,0.12805
106.0,0.99872
106.25,0.12876
106.5,1.01218
106.75,0.11183
107.0,1.00544
107.25,0.11649
107.5,1.00005
107.75,0.11582
108.0,0.98561
108.25,0.11765
108.5,0.98477
108.75,0.10978
109.0,0.99347
109.25,0.12717
109.5,0.98387
109.75,0.12014
110.0,0.99305
110.25,0.11231
110.5,1.00608
110.75,0.11599
111.0,1.01256
111.25,0.11391
111.5,1.00866
111.75,0.11836
112.0,1.00418
112.25,0.12489
112.5,1.00947
112.75,0.12502
113.0,1.01087
113.25,0.11151
113.5,1.01143
113.75,0.12062
114.0,1.02128
114.25,0.11297
114.5,1.0188
114.75,0.10648
115.0,1.02954
115.25,0.11162
115.5,1.01188
115.75,0.11981
116.0,1.03728
116.25,0.1081
116.5,1.02298
116.75,0.11437
117.0,1.02565
117.25,0.12336
117.5,1.02848
117.75,0.11455
118.0,1.03964
118.25,0.11427
118.5,1.03593
118.75,0.11253
119.0,1.02073
119.25,0.10562
119.5,1.04857
119.75,0.11776
120.0,1.03826
120.25,0.12007
120.5,1.03309
120.75,0.12069
121.0,1.04258
121.25,0.11196
121.5,1.01035
121.75,0.11215
122.0,1.00765
122.25,0.1262
122.5,1.02064
122.75,0.11251
123.0,0.99871
123.25,0.11734
123.5,1.01671
123.75,0.09759
124.0,1.00554
124.25,0.11152
124.5,1.0054
124.75,0.11148
125.0,0.99059
125.25,0.10803
125.5,0.9813
125.75,0.13115
126.0,0.99192
126.25,0.11683
126.5,0.97439
126.75,0.10487
127.0,0.97422
127.25,0.11975
127.5,0.97295
127.75,0.11923
128.0,0.9609
128.25,0.11943
128.5,0.96581
128.75,0.13026
129.0,0.97732
129.25,0.11882
129.5,0.95276
129.75,0.11938
130.0,0.95053
130.25,0.11394
130.5,0.95142
130.75,0.11151
131.0,0.95326
131.25,0.11901
131.5,0.94716
131.75,0.11836
132.0,0.93609
132.25,0.11222
132.5,0.93676
132.75,0.1154
133.0,0.93728
133.25,0.11973
133.5,0.92126
133.75,0.12029
134.0,0.91819
134.25,0.1148
134.5,0.92358
134.75,0.10312
135.0,0.92366
135.25,0.12091
135.5,0.91867
135.75,0.11629
136.0,0.91394
136.25,0.11186
136.5,0.91177
136.75,0.11523
137.0,0.91168
137.25,0.11
137.5,0.91009
137.75,0.12077
138.0,0.90432
138.25,0.11609
138.5,0.90712
138.75,0.10628
139.0,0.90363
139.25,0.12152
139.5,0.89947
139.75,0.12263
140.0,0.88924
140.25,0.11747
140.5,0.89707
140.75,0.12298
141.0,0.89112
141.25,0.10741
141.5,0.89127
141.75,0.12886
142.0,0.89255
142.25,0.12136
142.5,0.86951
142.75,0.12702
143.0,0.87831
143.25,0.09921
143.5,0.88026
143.75,0.10752
144.0,0.8646
144.25,0.11436
144.5,0.88265
144.75,0.11646
145.0,0.87216
145.25,0.1334
145.5,0.88049
145.75,0.11858
146.0,0.86358
146.25,0.1093
146.5,0.85795
146.75,0.12278
147.0,0.86466
147.25,0.12025
147.5,0.8672
147.75,0.11318
148.0,0.85656
148.25,0.12519
148.5,0.85968
148.75,0.1279
149.0,0.85619
149.25,0.11685
149.5,0.85391
149.75,0.11129
150.0,0.83589
150.25,0.12395
150.5,0.84657
150.75,0.12176
151.0,0.83143
151.25,0.11636
151.5,0.83821
151.75,0.11235
152.0,0.82299
152.25,0.11658
152.5,0.84646
152.75,0.1223
153.0,0.83272
153.25,0.11912
153.5,0.84183
153.75,0.09715
154.0,0.83303
154.25,0.12356
154.5,0.83774
154.75,0.13282
155.0,0.83961
155.25,0.1217
155.5,0.8312
155.75,0.12549
156.0,0.82274
156.25,0.11886
156.5,0.8328
156.75,0.13483
157.0,0.82276
157.25,0.11878
157.5,0.82387
157.75,0.1299
158.0,0.82031
158.25,0.1309
158.5,0.81132
158.75,0.11765
159.0,0.81597
159.25,0.12542
159.5,0.82441
159.75,0.10705
160.0,0.80723
160.25,0.12181
160.5,0.80778
160.75,0.10693
161.0,0.81986
161.25,0.12305
161.5,0.814
161.75,0.11529
162.0,0.8168
162.25,0.11716
162.5,0.81609
162.75,0.11178
163.0,0.79924
163.25,0.12071
163.5,0.7992
163.75,0.12446
164.0,0.80563
164.25,0.11167
164.5,0.80263
164.75,0.11623
165.0,0.8079
165.25,0.11398
165.5,0.79581
165.75,0.12872
166.0,0.81598
166.25,0.13502
166.5,0.79733
166.75,0.12077
167.0,0.80786
167.25,0.11802
167.5,0.78678
167.75,0.11994
168.0,0.79718
168.25,0.11237
168.5,0.77915
168.75,0.1075
169.0,0.79639
169.25,0.11292
169.5,0.78869
169.75,0.12068
170.0,0.79354
170.25,0.11629
170.5,0.79158
170.75,0.11185
171.0,0.7837
171.25,0.11077
171.5,0.79464
171.75,0.11874
172.0,0.77866
172.25,0.11613
172.5,0.78155
172.75,0.12455
173.0,0.76933
173.25,0.11064
173.5,0.77807
173.75,0.13919
174.0,0.78776
174.25,0.11804
174.5,0.78506
174.75,0.13538
175.0,0.77672
175.25,0.11599
175.5,0.78729
175.75,0.12287
176.0,0.78196
176.25,0.11484
176.5,0.79098
176.75,0.13258
177.0,0.77912
177.25,0.12437
177.5,0.75737
177.75,0.12399
178.0,0.77106
178.25,0.12236
178.5,0.77732
178.75,0.11615
179.0,0.75757
179.25,0.12182
179.5,0.76416
179.75,0.11623
180.0,0.76967
180.25,0.11635
180.5,0.82278
180.75,0.12918
181.0,0.90496
181.25,0.1285
181.5,0.92202
181.75,0.11981
182.0,0.89497
182.25,0.11249
182.5,0.90249
182.75,0.11564
183.0,0.91603
183.25,0.10368
183.5,0.92713
183.75,0.10766
184.0,0.93523
184.25,0.11889
184.5,0.93259
184.75,0.1192
185.0,0.93307
185.25,0.1149
185.5,0.92668
185.75,0.11958
186.0,0.95751
186.25,0.13567
186.5,0.95433
186.75,0.12547
187.0,0.93974
187.25,0.13139
187.5,0.9507
187.75,0.11933
188.0,0.95416
188.25,0.12062
188.5,0.95076
188.75,0.11921
189.0,0.94373
189.25,0.11689
189.5,0.97366
189.75,0.11934
190.0,0.95666
190.25,0.12418
190.5,0.96924
190.75,0.11104
191.0,0.96657
191.25,0.12731
191.5,0.97114
191.75,0.12094
192.0,0.98238
192.25,0.11456
192.5,0.97411
192.75,0.11584
193.0,0.98881
193.25,0.1044
193.5,0.97428
193.75,0.11579
194.0,0.98736
194.25,0.12488
194.5,0.99171
194.75,0.10743
195.0,0.98539
195.25,0.11768
195.5,0.97682
195.75,0.12436
196.0,0.97731
196.25,0.10343
196.5,0.98171
196.75,0.10807
197.0,0.9798
197.25,0.12303
197.5,0.99149
197.75,0.13278
198.0,0.99111
198.25,0.10783
198.5,0.98716
198.75,0.11274
199.0,0.98395
199.25,0.12358
199.5,0.98878
199.75,0.10428
200.0,0.99995
200.25,0.11922
200.5,0.99973
200.75,0.12097
201.0,1.00412
201.25,0.12043
201.5,1.00771
201.75,0.12352
202.0,1.00005
202.25,0.1234
202.5,0.98826
202.75,0.11882
203.0,1.00028
203.25,0.12179
203.5,0.98748
203.75,0.13319
204.0,0.99525
204.25,0.1104
204.5,0.97749
204.75,0.11782
205.0,0.98727
205.25,0.11431
205.5,0.98648
205.75,0.11492
206.0,0.98774
206.25,0.11423
206.5,0.97877
206.75,0.12784
207.0,0.99562
207.25,0.11193
207.5,0.96983
207.75,0.11326
208.0,0.97837
208.25,0.11079
208.5,0.96722
208.75,0.11973
209.0,0.9622
209.25,0.1123
209.5,0.96448
209.75,0.10315
210.0,0.95513
210.25,0.11665
210.5,0.96813
210.75,0.11847
211.0,0.95286
211.25,0.11624
211.5,0.97194
211.75,0.12439
212.0,0.96366
212.25,0.11284
212.5,0.97084
212.75,0.11532
213.0,0.95796
213.25,0.11354
213.5,0.98065
213.75,0.12173
214.0,0.97988
214.25,0.11613
214.5,0.97737
214.75,0.11515
215.0,0.96791
215.25,0.13985
215.5,0.97531
215.75,0.11595
216.0,0.96807
216.25,0.12256
216.5,0.97318
216.75,0.116
217.0,0.94454
217.25,0.11766
217.5,0.95609
217.75,0.12076
218.0,0.96416
218.25,0.12241
218.5,0.95963
218.75,0.11107
219.0,0.95963
219.25,0.13664
219.5,0.95912
219.75,0.1219
220.0,0.95434
220.25,0.13417
220.5,0.94494
220.75,0.11898
221.0,0.95559
221.25,0.12583
221.5,0.95141
221.75,0.12235
222.0,0.95539
222.25,0.12086
222.5,0.9558
222.75,0.11076
223.0,0.9558
223.25,0.1269
223.5,0.94573
223.75,0.11794
224.0,0.95659
224.25,0.11131
224.5,0.95398
224.75,0.11139
225.0,0.96275
225.25,0.13838
225.5,0.96985
225.75,0.11813
226.0,0.95947
226.25,0.12084
226.5,0.95287
226.75,0.13225
227.0,0.9402
227.25,0.12831
227.5,0.95136
227.75,0.13114
228.0,0.95441
228.25,0.1145
228.5,0.95813
228.75,0.12579
229.0,0.95878
229.25,0.1238
229.5,0.95207
229.75,0.10282
230.0,0.96135
230.25,0.12547
230.5,0.95509
230.75,0.12043
231.0,0.96234
231.25,0.11624
231.5,0.95315
231.75,0.11841
232.0,0.97268
232.25,0.10883
232.5,0.97271
232.75,0.11482
233.0,0.9545
233.25,0.13002
233.5,0.96429
233.75,0.10954
234.0,0.9639
234.25,0.1274
234.5,0.97756
234.75,0.11654
235.0,0.97256
235.25,0.12568
235.5,0.9659
235.75,0.12282
236.0,0.97258
236.25,0.1157
236.5,0.97089
236.75,0.12054
237.0,0.97689
237.25,0.11548
237.5,0.97299
237.75,0.12891
238.0,0.97808
238.25,0.12709
238.5,0.98849
238.75,0.12473
239.0,0.9995
239.25,0.11343
239.5,0.9898
239.75,0.1175
240.0,1.00004
240.25,0.13366
240.5,0.96981
240.75,0.1123
241.0,0.99067
241.25,0.12636
241.5,0.98724
241.75,0.11945
242.0,0.98155
242.25,0.12524
242.5,0.98029
242.75,0.12825
243.0,0.96575
243.25,0.12512
243.5,0.97756
243.75,0.12773
244.0,0.98576
244.25,0.11295
244.5,0.98958
244.75,0.11277
245.0,0.97837
245.25,0.10752
245.5,0.98546
245.75,0.12403
246.0,0.99361
246.25,0.11891
246.5,0.99081
246.75,0.12017
247.0,0.97898
247.25,0.12461
247.5,0.98895
247.75,0.1173
248.0,0.97904
248.25,0.11874
248.5,0.9794
248.75,0.11281
249.0,0.98461
249.25,0.11679
249.5,0.97659
249.75,0.11337
250.0,0.97254
250.25,0.1231
250.5,0.96631
250.75,0.13613
251.0,0.97246
251.25,0.13417
251.5,0.97491
251.75,0.11465
252.0,0.96203
252.25,0.12343
252.5,0.96458
252.75,0.12033
253.0,0.96092
253.25,0.10546
253.5,0.96191
253.75,0.10219
254.0,0.96705
254.25,0.11412
254.5,0.9571
254.75,0.11817
255.0,0.96395
255.25,0.10847
255.5,0.94903
255.75,0.1114
256.0,0.94782
256.25,0.1122
256.5,0.97663
256.75,0.11148
257.0,0.96886
257.25,0.10896
257.5,0.96579
257.75,0.11737
258.0,0.96305
258.25,0.1245
258.5,0.98208
258.75,0.12153
259.0,0.97335
259.25,0.1122
259.5,0.97927
259.75,0.11803
260.0,0.98333
260.25,0.11965
260.5,0.9906
260.75,0.10414
261.0,0.97426
261.25,0.12705
261.5,0.97333
261.75,0.11366
262.0,0.97382
262.25,0.10897
262.5,0.9804
262.75,0.13955
263.0,0.99185
263.25,0.11117
263.5,0.97595
263.75,0.1168
264.0,0.99113
264.25,0.11346
264.5,0.97657
264.75,0.12711
265.0,0.98801
265.25,0.11704
265.5,0.97115
265.75,0.10762
266.0,0.97342
266.25,0.10217
266.5,0.98301
266.75,0.11496
267.0,0.97922
267.25,0.13495
267.5,0.98725
267.75,0.11081
268.0,0.98734
268.25,0.1293
268.5,0.97717
268.75,0.11242
269.0,0.98477
269.25,0.10724
269.5,0.99717
269.75,0.10081
270.0,0.97672
270.25,0.11791
270.5,0.98875
270.75,0.12142
271.0,0.99732
271.25,0.1184
271.5,1.004
271.75,0.10299
272.0,0.99491
272.25,0.1144
272.5,0.99897
272.75,0.12189
273.0,0.9934
273.25,0.11501
273.5,1.00728
273.75,0.12293
274.0,0.99539
274.25,0.13644
274.5,1.01505
274.75,0.1084
275.0,0.99508
275.25,0.14016
275.5,0.99894
275.75,0.12186
276.0,0.99139
276.25,0.11578
276.5,0.9961
276.75,0.11573
277.0,1.00845
277.25,0.11697
277.5,1.00296
277.75,0.11056
278.0,1.01005
278.25,0.11305
278.5,1.0125
278.75,0.12855
279.0,1.0204
279.25,0.12428
279.5,1.02407
279.75,0.12073
280.0,1.02407
280.25,0.11782
280.5,1.03641
280.75,0.11164
281.0,1.0462
281.25,0.12061
281.5,1.03323
281.75,0.11644
282.0,1.03745
282.25,0.12166
282.5,1.03963
282.75,0.12952
283.0,1.0415
283.25,0.10222
283.5,1.0429
283.75,0.10433
284.0,1.04945
284.25,0.12888
284.5,1.0562
284.75,0.10971
285.0,1.04611
285.25,0.13465
285.5,1.05526
285.75,0.12045
286.0,1.06156
286.25,0.14004
286.5,1.06273
286.75,0.12153
287.0,1.05453
287.25,0.12535
287.5,1.04704
287.75,0.11195
288.0,1.05303
288.25,0.11286
288.5,1.05762
288.75,0.12123
289.0,1.08156
289.25,0.11366
289.5,1.05761
289.75,0.11913
290.0,1.05835
290.25,0.12881
290.5,1.05318
290.75,0.11388
291.0,1.04574
291.25,0.11303
291.5,1.05941
291.75,0.12079
292.0,1.04313
292.25,0.11742
292.5,1.04625
292.75,0.1244
293.0,1.0365
293.25,0.11836
293.5,1.0277
293.75,0.11115
294.0,1.05595
294.25,0.10286
294.5,1.03831
294.75,0.1221
295.0,1.03596
295.25,0.11387
295.5,1.03571
295.75,0.12028
296.0,1.03327
296.25,0.1053
296.5,1.036
296.75,0.1135
297.0,1.03531
297.25,0.12215
297.5,1.03882
297.75,0.12747
298.0,1.02352
298.25,0.12765
298.5,1.02838
298.75,0.12931
299.0,1.02235
299.25,0.11903
299.5,1.01059
299.75,0.1268
300.0,1.0014
300.25,0.12186
300.5,1.00384
300.75,0.11721
301.0,0.98992
301.25,0.11302
301.5,0.99969
301.75,0.12723
302.0,1.00375
302.25,0.11946
302.5,0.99007
302.75,0.11343
303.0,0.99059
303.25,0.11807
303.5,0.98847
303.75,0.13405
304.0,0.97961
304.25,0.10803
304.5,0.96923
304.75,0.10833
305.0,0.96279
305.25,0.13041
305.5,0.97043
305.75,0.10779
306.0,0.97012
306.25,0.13001
306.5,0.95851
306.75,0.1145
307.0,0.95519
307.25,0.12217
307.5,0.95951
307.75,0.12933
308.0,0.96059
308.25,0.12934
308.5,0.95829
308.75,0.12513
309.0,0.93166
309.25,0.11877
309.5,0.94317
309.75,0.11673
310.0,0.9447
310.25,0.1169
310.5,0.92675
310.75,0.13132
311.0,0.93626
311.25,0.1215
311.5,0.93534
311.75,0.12823
312.0,0.92766
312.25,0.10005
312.5,0.91653
312.75,0.11604
313.0,0.91106
313.25,0.12127
313.5,0.92547
313.75,0.11578
314.0,0.90387
314.25,0.13587
314.5,0.90659
314.75,0.10977
315.0,0.90933
315.25,0.12302
315.5,0.89879
315.75,0.12592
316.0,0.89757
316.25,0.1122
316.5,0.9004
316.75,0.12574
317.0,0.89138
317.25,0.1222
317.5,0.89295
317.75,0.14214
318.0,0.8853
318.25,0.1306
318.5,0.88805
318.75,0.1185
319.0,0.89174
319.25,0.12665
319.5,0.89361
319.75,0.12212
320.0,0.87619
320.25,0.11517
320.5,0.88282
320.75,0.12411
321.0,0.88766
321.25,0.1228
321.5,0.88245
321.75,0.13157
322.0,0.87281
322.25,0.10754
322.5,0.85981
322.75,0.10791
323.0,0.87972
323.25,0.11262
323.5,0.8746
323.75,0.12407
324.0,0.87623
324.25,0.1274
324.5,0.85969
324.75,0.11776
325.0,0.85917
325.25,0.12075
325.5,0.85199
325.75,0.11908
326.0,0.86689
326.25,0.10571
326.5,0.85408
326.75,0.11206
327.0,0.85151
327.25,0.12602
327.5,0.84755
327.75,0.12548
328.0,0.83331
328.25,0.12814
328.5,0.83946
328.75,0.12425
329.0,0.84397
329.25,0.09858
329.5,0.83446
329.75,0.12102
330.0,0.85096
330.25,0.12154
330.5,0.83884
330.75,0.10793
331.0,0.84648
331.25,0.13368
331.5,0.83351
331.75,0.11746
332.0,0.81858
332.25,0.12627
332.5,0.8514
332.75,0.12493
333.0,0.83816
333.25,0.12352
333.5,0.81867
333.75,0.12987
334.0,0.81515
334.25,0.11748
334.5,0.82551
334.75,0.12622
335.0,0.82488
335.25,0.12225
335.5,0.81396
335.75,0.10883
336.0,0.81904
336.25,0.11345
336.5,0.80659
336.75,0.109
337.0,0.81163
337.25,0.1043
337.5,0.80327
337.75,0.10603
338.0,0.81401
338.25,0.12237
338.5,0.82711
338.75,0.10711
339.0,0.80413
339.25,0.12639
339.5,0.80659
339.75,0.11646
340.0,0.82072
340.25,0.11637
340.5,0.7963
340.75,0.10853
341.0,0.80676
341.25,0.1215
341.5,0.79185
341.75,0.11117
342.0,0.80585
342.25,0.12366
342.5,0.79517
342.75,0.12401
343.0,0.80365
343.25,0.10476
343.5,0.79532
343.75,0.12234
344.0,0.79199
344.25,0.1019
344.5,0.79306
344.75,0.12503
345.0,0.80671
345.25,0.10148
345.5,0.81373
345.75,0.10998
346.0,0.79925
346.25,0.12886
346.5,0.79845
346.75,0.12018
347.0,0.78028
347.25,0.12399
347.5,0.7826
347.75,0.09879
348.0,0.80972
348.25,0.12463
348.5,0.80064
348.75,0.11167
349.0,0.79683
349.25,0.13167
349.5,0.79653
349.75,0.11878
350.0,0.77347
350.25,0.11752
350.5,0.76447
350.75,0.10532
351.0,0.78183
351.25,0.111
351.5,0.77878
351.75,0.11805
352.0,0.79454
352.25,0.1293
352.5,0.77773
352.75,0.12859
353.0,0.77085
353.25,0.11621
353.5,0.78337
353.75,0.10897
354.0,0.77286
354.25,0.10833
354.5,0.77503
354.75,0.13195
355.0,0.76709
355.25,0.1207
355.5,0.76518
355.75,0.10969
356.0,0.76172
356.25,0.13052
356.5,0.78976
356.75,0.12274
357.0,0.76436
357.25,0.12451
357.5,0.76642
357.75,0.12528
358.0,0.77044
358.25,0.1211
358.5,0.77222
358.75,0.11422
359.0,0.76338
359.25,0.10508
359.5,0.76233
359.75,0.10747
360.0,0.76949
360.25,0.1114
360.5,0.83996
360.75,0.12307
361.0,0.89239
361.25,0.11315
361.5,0.91595
361.75,0.12574
362.0,0.9561
362.25,0.12666
362.5,0.94941
362.75,0.13162
363.0,0.94998
363.25,0.13195
363.5,0.96834
363.75,0.09778
364.0,1.006
364.25,0.13269
364.5,0.98429
364.75,0.12146
365.0,0.99837
365.25,0.12096
365.5,0.99347
365.75,0.11472
366.0,1.01465
366.25,0.122
366.5,1.02975
366.75,0.12091
367.0,1.0477
367.25,0.11457
367.5,1.03399
367.75,0.10498
368.0,1.02457
368.25,0.13095
368.5,1.02605
368.75,0.12456
369.0,1.03242
369.25,0.11196
369.5,1.03312
369.75,0.11622
370.0,1.03493
370.25,0.12638
370.5,1.04605
370.75,0.11574
371.0,1.03563
371.25,0.12263
371.5,1.04484
371.75,0.12862
372.0,1.06965
372.25,0.12715
372.5,1.05113
372.75,0.11905
373.0,1.04762
373.25,0.11319
373.5,1.05019
373.75,0.1173
374.0,1.05805
374.25,0.12641
374.5,1.05578
374.75,0.11887
