time,ecg
33.25,-0.0125
33.5,0.021
33.75,0.0023
34.0,-0.0063
34.25,-0.0078
34.5,0.0059
34.75,0.0127
35.0,-0.1211
35.25,0.0145
35.5,-0.0312
35.75,0.0003
36.0,0.0017
36.25,0.008
36.5,-0.0646
36.75,0.0049
37.0,-0.0496
37.25,0.0022
37.5,0.0354
37.75,0.169
38.0,0.6244
38.25,0.0711
38.5,-0.019
38.75,0.0082
39.0,0.0987
39.25,0.0163
39.5,0.0807
39.75,-0.0114
40.0,0.16
40.25,-0.0065
40.5,-0.0077
40.75,0.0589
41.0,-0.0003
41.25,0.0072
41.5,0.0366
41.75,0.0449
42.0,-0.0404
42.25,0.1389
42.5,0.0119
42.75,0.0173
43.0,-0.0881
43.25,0.018
43.5,0.8008
43.75,0.0768
44.0,0.0339
44.25,-0.004
44.5,0.0479
44.75,0.0368
45.0,0.7964
45.25,0.005
45.5,0.0805
45.75,-0.012
46.0,-0.0256
46.25,-0.0005
46.5,0.3495
46.75,0.0012
47.0,-0.0169
47.25,0.0709
47.5,-0.0283
47.75,-0.0004
48.0,0.1587
48.25,0.0019
48.5,0.1277
48.75,0.016
49.0,0.054
49.25,0.0173
49.5,0.0926
49.75,-0.0117
50.0,-0.0148
50.25,0.0061
50.5,0.0201
50.75,0.3915
51.0,0.0049
51.25,-0.0194
51.5,-0.0021
51.75,0.0003
52.0,0.1466
52.25,0.0999
52.5,0.0078
52.75,-0.0692
53.0,0.7249
53.25,-0.02
53.5,0.0096
53.75,0.1488
54.0,-0.0013
54.25,0.0013
54.5,-0.0063
54.75,0.0211
55.0,-0.0212
55.25,0.103
55.5,0.0017
55.75,-0.0033
56.0,-0.0039
56.25,0.009
56.5,-0.0406
56.75,0.0173
57.0,-0.0157
57.25,0.0074
57.5,-0.0207
57.75,0.0137
58.0,-0.0003
58.25,-0.0033
58.5,0.1855
58.75,-0.0344
59.0,-0.0559
59.25,-0.0076
59.5,0.0232
59.75,0.1113
60.0,0.1226
60.25,-0.0099
60.5,0.0666
60.75,0.0406
61.0,0.0209
61.25,0.0225
61.5,-0.0135
61.75,0.0039
62.0,-0.0148
62.25,0.0306
62.5,-0.0038
62.75,0.0012
63.0,0.008
63.25,0.0015
63.5,0.0011
63.75,0.0051
64.0,-0.0969
64.25,0.752
64.5,0.0692
64.75,0.0132
65.0,-0.0057
65.25,0.0291
65.5,0.0508
65.75,-0.0039
66.0,0.1245
66.25,0.0579
66.5,0.0001
66.75,0.0044
67.0,0.0494
67.25,-0.0241
67.5,0.0226
67.75,-0.0004
68.0,0.0347
68.25,0.0092
68.5,-0.008
68.75,-0.0102
69.0,-0.1214
69.25,0.0736
69.5,0.1388
69.75,-0.0031
70.0,-0.0114
70.25,0.1295
70.5,-0.0093
70.75,0.0118
71.0,0.0624
71.25,0.0761
71.5,0.009
71.75,0.0005
72.0,0.0121
72.25,0.044
72.5,0.0673
72.75,-0.0093
73.0,0.0635
73.25,-0.0021
73.5,0.0002
73.75,0.0248
74.0,-0.0142
74.25,-0.0228
74.5,-0.1202
74.75,0.0136
75.0,-0.0114
75.25,-0.0054
75.5,-0.0177
75.75,-0.0284
76.0,0.0369
76.25,0.1358
76.5,-0.0636
76.75,0.0995
77.0,-0.0129
77.25,0.001
77.5,0.023
77.75,0.0003
78.0,0.0195
78.25,-0.0012
78.5,0.0205
78.75,-0.0037
79.0,0.0556
79.25,-0.0155
79.5,-0.0005
79.75,-0.0089
80.0,-0.0033
80.25,-0.0029
80.5,0.0176
80.75,0.0121
81.0,-0.0206
81.25,0.5409
81.5,-0.0179
81.75,0.0616
82.0,-0.0173
82.25,0.0034
82.5,-0.0213
82.75,-0.0025
83.0,-0.0081
83.25,0.0099
83.5,0.0714
83.75,0.0143
84.0,0.1355
84.25,0.1465
84.5,-0.0115
84.75,0.0007
85.0,-0.0284
85.25,0.0006
85.5,-0.0364
85.75,0.0089
86.0,0.0797
86.25,-0.0829
86.5,0.0638
86.75,0.1292
87.0,0.05
87.25,0.042
87.5,0.1407
87.75,-0.0154
88.0,-0.0039
88.25,0.7408
88.5,0.3854
88.75,-0.0135
89.0,0.0625
89.25,0.0032
89.5,0.7449
89.75,0.0612
90.0,0.0667
90.25,0.0207
90.5,0.2393
90.75,0.0718
91.0,0.0025
91.25,-0.0108
91.5,-0.0136
91.75,0.0616
92.0,0.121
92.25,0.0605
92.5,0.1493
92.75,0.143
93.0,0.0792
93.25,-0.0091
93.5,0.0127
93.75,0.0669
94.0,-0.0063
94.25,0.0178
94.5,0.149
94.75,-0.0079
95.0,0.1488
95.25,0.1099
95.5,-0.0265
95.75,-0.0126
96.0,0.1173
96.25,0.0674
96.5,0.1038
96.75,0.1432
97.0,0.0118
97.25,-0.0024
97.5,-0.0172
97.75,0.0084
98.0,-0.0272
98.25,0.0028
98.5,-0.01
98.75,0.1123
99.0,0.0158
99.25,0.0025
99.5,0.0207
99.75,0.0097
100.0,-0.0065
100.25,0.0446
100.5,-0.0094
100.75,0.0196
101.0,0.0012
101.25,0.0153
101.5,0.003
101.75,-0.1173
102.0,0.1985
102.25,0.0077
102.5,-0.0099
102.75,-0.0472
103.0,0.0004
103.25,0.0708
103.5,0.0146
103.75,0.0139
104.0,0.016
104.25,-0.0061
104.5,0.0039
104.75,0.0123
105.0,-0.0231
105.25,-0.01
105.5,0.1153
105.75,-0.0099
106.0,-0.0264
106.25,0.1105
106.5,-0.0082
106.75,-0.0134
107.0,0.1388
107.25,0.0045
107.5,-0.0132
107.75,-0.0072
108.0,0.1444
108.25,0.002
108.5,0.1567
108.75,-0.0057
109.0,-0.0724
109.25,-0.021
109.5,-0.006
109.75,-0.0329
110.0,0.0215
110.25,-0.0077
110.5,0.0745
110.75,0.0378
111.0,-0.0012
111.25,-0.0041
111.5,-0.0234
111.75,-0.0156
112.0,0.6243
112.25,0.0039
112.5,0.0626
112.75,-0.0119
113.0,-0.0057
113.25,-0.0116
113.5,-0.0089
113.75,-0.0058
114.0,-0.0
114.25,-0.006
114.5,0.0846
114.75,0.0065
115.0,0.0182
115.25,0.0483
115.5,-0.0129
115.75,0.0185
116.0,-0.0097
116.25,-0.0072
116.5,0.681
116.75,0.503
117.0,-0.0144
117.25,0.0435
117.5,0.0203
117.75,0.0155
118.0,0.0017
118.25,0.0115
118.5,0.1419
118.75,0.0708
119.0,0.06
119.25,0.4701
119.5,0.6213
119.75,0.1262
120.0,0.1372
120.25,-0.0767
120.5,0.0368
120.75,0.157
121.0,-0.0361
121.25,-0.1064
121.5,0.1258
121.75,0.0506
122.0,-0.0072
122.25,0.0021
122.5,0.0171
122.75,-0.0318
123.0,-0.0076
123.25,0.0421
123.5,-0.0097
123.75,0.0094
124.0,-0.0346
124.25,0.016
124.5,-0.0251
124.75,0.1542
125.0,-0.0039
125.25,0.0056
125.5,0.0064
125.75,-0.01
126.0,0.0102
126.25,0.4936
126.5,0.0056
126.75,0.0934
127.0,0.0224
127.25,0.0396
127.5,-0.0226
127.75,-0.0057
128.0,0.0962
128.25,0.1492
128.5,0.0168
128.75,0.1251
129.0,0.0246
129.25,0.0144
129.5,0.0065
129.75,0.0106
130.0,0.0295
130.25,-0.0107
130.5,0.1021
130.75,0.0116
131.0,0.0076
131.25,0.163
131.5,0.054
131.75,0.1082
132.0,0.0912
132.25,-0.0157
132.5,0.106
132.75,-0.0027
133.0,-0.0147
133.25,0.0802
133.5,0.1428
133.75,-0.0208
134.0,-0.0093
134.25,0.124
134.5,0.0092
134.75,-0.0167
135.0,0.0373
135.25,0.0263
135.5,-0.0217
135.75,0.7426
136.0,0.6868
136.25,0.0083
136.5,0.1441
136.75,0.0133
137.0,0.0495
137.25,-0.0081
137.5,0.0625
137.75,0.003
138.0,-0.0136
138.25,0.0643
138.5,-0.01
138.75,0.0103
139.0,-0.0019
139.25,0.0045
139.5,0.0398
139.75,-0.0009
140.0,0.0044
140.25,0.0145
140.5,-0.0142
140.75,0.1472
141.0,-0.0019
141.25,0.0022
141.5,0.0158
141.75,-0.0108
142.0,0.015
142.25,0.7994
142.5,0.0087
142.75,0.7741
143.0,0.0664
143.25,0.1333
143.5,0.0104
143.75,0.0839
144.0,0.0051
144.25,-0.0032
144.5,-0.0037
144.75,0.039
145.0,0.0019
145.25,-0.003
145.5,-0.009
145.75,0.006
146.0,-0.0012
146.25,0.1385
146.5,0.0055
146.75,0.0889
147.0,0.0134
147.25,0.1145
147.5,0.1394
147.75,0.0648
148.0,0.0451
148.25,0.0079
148.5,-0.009
148.75,0.776
149.0,-0.0076
149.25,0.1185
149.5,-0.0036
149.75,-0.0011
150.0,-0.126
150.25,0.0272
150.5,-0.017
150.75,0.0834
151.0,0.1302
151.25,-0.006
151.5,-0.0068
151.75,0.0126
152.0,-0.0003
152.25,-0.0024
152.5,0.0206
152.75,-0.011
153.0,-0.005
153.25,0.0988
153.5,-0.0154
153.75,0.0497
154.0,-0.0223
154.25,-0.0046
154.5,0.7859
154.75,-0.0119
155.0,0.0116
155.25,0.0053
155.5,0.0387
155.75,0.5055
156.0,0.0029
156.25,0.7474
156.5,0.1304
156.75,0.0604
157.0,0.0016
157.25,0.0445
157.5,-0.0037
157.75,0.0553
158.0,-0.0031
158.25,-0.0003
158.5,0.1377
158.75,0.0987
159.0,-0.0304
159.25,0.1289
159.5,0.121
159.75,0.04
160.0,-0.0177
160.25,0.1495
160.5,0.6196
160.75,0.1563
161.0,0.0178
161.25,0.7643
161.5,0.1066
161.75,-0.019
162.0,0.0031
162.25,0.1425
162.5,0.007
162.75,0.1214
163.0,0.0027
163.25,0.0193
163.5,0.008
163.75,0.0151
164.0,0.0303
164.25,0.0222
164.5,0.0026
164.75,0.0659
165.0,0.0226
165.25,0.4415
165.5,0.0292
165.75,0.0107
166.0,0.0131
166.25,0.0028
166.5,-0.0975
166.75,0.0179
167.0,0.0001
167.25,-0.0147
167.5,-0.0274
167.75,0.0498
168.0,0.016
168.25,-0.0046
168.5,-0.0079
168.75,0.1169
169.0,0.1068
169.25,-0.0222
169.5,-0.013
169.75,0.0111
170.0,0.0039
170.25,-0.0122
170.5,0.1508
170.75,-0.0149
171.0,-0.0033
171.25,0.0021
171.5,0.0466
171.75,0.0115
172.0,0.0695
172.25,-0.1243
172.5,0.1486
172.75,0.0127
173.0,-0.0237
173.25,-0.0128
173.5,0.0949
173.75,0.7913
174.0,0.0976
174.25,0.0826
174.5,-0.0077
174.75,-0.0174
175.0,0.0101
175.25,0.0096
175.5,0.0101
175.75,0.0042
176.0,0.0054
176.25,0.1691
176.5,0.0036
176.75,0.1244
177.0,0.0066
177.25,0.7106
177.5,-0.0025
177.75,0.0267
178.0,0.0002
178.25,0.0605
178.5,0.019
178.75,-0.0157
179.0,-0.0194
179.25,0.0224
179.5,0.1205
179.75,0.1034
180.0,-0.0117
180.25,0.153
180.5,-0.0091
180.75,-0.0776
181.0,0.0171
181.25,0.018
181.5,0.0161
181.75,0.0059
182.0,-0.0104
182.25,0.0119
182.5,-0.0082
182.75,-0.002
183.0,-0.0116
183.25,0.0054
183.5,-0.0022
183.75,-0.0263
184.0,-0.0025
184.25,-0.0124
184.5,-0.0117
184.75,0.0776
185.0,-0.0042
185.25,-0.0249
185.5,-0.0161
185.75,0.6558
186.0,0.0495
186.25,-0.0944
186.5,-0.0168
186.75,-0.1146
187.0,0.0215
187.25,0.1503
187.5,0.1003
187.75,0.0106
188.0,-0.0085
188.25,0.01
188.5,0.1233
188.75,-0.0113
189.0,-0.0018
189.25,-0.0018
189.5,0.009
189.75,0.1069
190.0,0.7227
190.25,0.0167
190.5,-0.0109
190.75,-0.0082
191.0,-0.0067
191.25,-0.0125
191.5,-0.0018
191.75,-0.1137
192.0,0.7859
192.25,0.0086
192.5,-0.0297
192.75,-0.0277
193.0,-0.0137
193.25,-0.0134
193.5,-0.0051
193.75,-0.0718
194.0,0.0125
194.25,-0.0474
194.5,0.0785
194.75,0.0303
195.0,-0.0152
195.25,0.0119
195.5,0.0661
195.75,-0.0208
196.0,-0.0051
196.25,0.06
196.5,0.1513
196.75,0.0131
197.0,0.0549
197.25,0.08
197.5,0.0074
197.75,-0.0162
198.0,0.096
198.25,0.0488
198.5,0.1395
198.75,0.024
199.0,-0.01
199.25,0.0229
199.5,-0.0434
199.75,0.0256
200.0,0.0428
200.25,0.7829
200.5,-0.0018
200.75,0.0094
201.0,-0.0091
201.25,0.0303
201.5,0.2533
201.75,0.063
202.0,-0.0307
202.25,0.0011
202.5,0.0149
202.75,0.1659
203.0,0.035
203.25,-0.013
203.5,0.078
203.75,-0.0136
204.0,0.0757
204.25,-0.018
204.5,0.0214
204.75,0.0766
205.0,-0.0355
205.25,0.0396
205.5,0.0041
205.75,0.0335
206.0,0.0136
206.25,-0.0097
206.5,0.007
206.75,-0.0161
207.0,0.0194
207.25,-0.0113
207.5,0.0042
207.75,-0.0027
208.0,0.6405
208.25,-0.0204
208.5,-0.0127
208.75,0.0264
209.0,0.3452
209.25,-0.0115
209.5,0.0204
209.75,0.1006
210.0,0.0169
210.25,0.1185
210.5,-0.0052
210.75,0.0218
211.0,-0.0175
211.25,-0.0591
211.5,-0.0187
211.75,0.6725
212.0,0.072
212.25,0.0031
212.5,0.0244
212.75,0.1509
213.0,0.0144
213.25,0.0004
213.5,0.02
213.75,-0.0654
214.0,-0.009
214.25,-0.0108
214.5,0.1274
214.75,-0.0527
215.0,-0.0067
215.25,-0.0051
215.5,-0.0092
215.75,0.0188
216.0,-0.0081
216.25,0.394
216.5,0.1465
216.75,0.1105
217.0,-0.0035
217.25,-0.0256
217.5,0.1434
217.75,0.1196
218.0,-0.0051
218.25,0.0547
218.5,-0.0166
218.75,0.0125
219.0,-0.0051
219.25,0.0002
219.5,0.0617
219.75,0.1042
220.0,0.0682
220.25,0.106
220.5,-0.0039
220.75,0.0075
221.0,0.0082
221.25,0.0605
221.5,0.0211
221.75,0.0822
222.0,0.1406
222.25,0.1176
222.5,-0.005
222.75,0.0019
223.0,0.1362
223.25,0.5399
223.5,0.0055
223.75,0.0398
224.0,0.007
224.25,0.0148
224.5,0.1165
224.75,0.0551
225.0,0.0009
225.25,-0.0063
225.5,-0.0154
225.75,-0.01
226.0,0.0912
226.25,0.2605
226.5,-0.1249
226.75,0.0801
227.0,0.0283
227.25,0.0193
227.5,0.0013
227.75,-0.0146
228.0,0.0141
228.25,0.0742
228.5,0.0004
228.75,0.0013
229.0,0.0733
229.25,0.1662
229.5,-0.017
229.75,0.1371
230.0,-0.0171
230.25,0.0107
230.5,0.0116
230.75,-0.0015
231.0,-0.0102
231.25,0.0397
231.5,0.0102
231.75,0.0867
232.0,-0.0029
232.25,-0.0122
232.5,0.0101
232.75,-0.0095
233.0,-0.0094
233.25,-0.0017
233.5,0.1266
233.75,0.0036
234.0,0.1125
234.25,-0.004
234.5,-0.0072
234.75,0.0806
235.0,0.0811
235.25,0.1445
235.5,-0.1216
235.75,0.0182
236.0,-0.0036
236.25,0.0156
236.5,-0.0115
236.75,-0.0063
237.0,0.0989
237.25,0.0119
237.5,0.0998
237.75,-0.0109
238.0,-0.0248
238.25,-0.003
238.5,0.0434
238.75,0.0108
239.0,0.1217
239.25,0.0126
239.5,0.0004
239.75,0.0777
240.0,0.7914
240.25,0.0244
240.5,0.0001
240.75,0.0005
241.0,0.1524
241.25,-0.037
241.5,-0.0087
241.75,-0.1178
242.0,0.0701
242.25,0.0541
242.5,0.4798
242.75,0.0247
243.0,0.0052
243.25,0.0059
243.5,0.0764
243.75,0.0782
244.0,0.0158
244.25,0.0154
244.5,0.0269
244.75,-0.0642
245.0,0.2814
245.25,0.0093
245.5,0.0802
245.75,0.0038
246.0,-0.002
246.25,-0.0078
246.5,0.7758
246.75,-0.012
247.0,0.1072
247.25,-0.0026
247.5,-0.0906
247.75,0.006
248.0,0.1151
248.25,0.0212
248.5,-0.0009
248.75,0.0153
249.0,0.0017
249.25,0.0512
249.5,-0.0205
249.75,-0.018
250.0,0.0008
250.25,0.0134
250.5,-0.0197
250.75,0.0147
251.0,0.1551
251.25,0.0675
251.5,-0.0099
251.75,0.0064
252.0,0.1005
252.25,0.1511
252.5,-0.0053
252.75,0.0063
253.0,-0.0072
253.25,-0.0012
253.5,-0.1039
253.75,-0.0133
254.0,0.0006
254.25,0.1478
254.5,0.0959
254.75,0.0505
255.0,0.0715
255.25,0.1179
255.5,0.1018
255.75,0.0439
256.0,0.0057
256.25,0.7842
256.5,0.0119
256.75,0.1283
257.0,0.0484
257.25,0.0919
257.5,0.8173
257.75,0.1701
258.0,0.0017
258.25,-0.0417
258.5,0.1154
258.75,-0.0049
259.0,0.0026
259.25,0.0579
259.5,-0.0336
259.75,-0.0958
260.0,0.0496
260.25,0.0015
260.5,0.1058
260.75,0.0119
261.0,-0.0645
261.25,0.1521
261.5,0.0725
261.75,0.1469
262.0,0.1296
262.25,0.4943
262.5,0.012
262.75,0.0377
263.0,-0.007
263.25,0.1342
263.5,0.0065
263.75,-0.0081
264.0,-0.0048
264.25,0.8003
264.5,0.0026
264.75,-0.0059
265.0,0.0129
265.25,-0.0134
265.5,-0.0158
265.75,-0.0023
266.0,0.6982
266.25,0.083
266.5,0.021
266.75,0.0147
267.0,0.0216
267.25,0.6134
267.5,0.0037
267.75,0.0755
268.0,0.0042
268.25,0.0099
268.5,0.0231
268.75,-0.0141
269.0,-0.006
269.25,0.1797
269.5,-0.1322
269.75,0.0334
270.0,0.0233
270.25,0.005
270.5,0.0023
270.75,0.0167
271.0,-0.001
271.25,-0.0181
271.5,-0.0057
271.75,0.3426
272.0,0.0111
272.25,-0.0046
272.5,0.0733
272.75,0.0002
273.0,0.2674
273.25,0.1167
273.5,-0.0008
273.75,0.5907
274.0,0.6634
274.25,-0.0176
274.5,0.0922
274.75,0.0107
275.0,0.0017
275.25,0.0628
275.5,-0.0674
275.75,0.0106
276.0,0.0736
276.25,0.0883
276.5,0.0021
276.75,-0.0055
277.0,0.0955
277.25,0.0036
277.5,0.0136
277.75,0.0318
278.0,0.0058
278.25,-0.0006
278.5,0.1485
278.75,-0.0025
279.0,0.0028
279.25,0.0853
279.5,0.0055
279.75,0.021
280.0,-0.0298
280.25,0.1737
280.5,-0.0036
280.75,0.1142
281.0,0.0048
281.25,0.0028
281.5,-0.0188
281.75,0.7846
282.0,-0.0107
282.25,0.7725
282.5,0.7897
282.75,0.0718
283.0,-0.0217
283.25,-0.0072
283.5,0.0066
283.75,0.0701
284.0,0.0088
284.25,-0.0035
284.5,-0.0205
284.75,-0.006
285.0,0.0088
285.25,0.0715
285.5,0.0691
285.75,0.069
286.0,-0.0044
286.25,0.7226
286.5,0.0513
286.75,-0.0105
287.0,0.751
287.25,0.7086
287.5,-0.1144
287.75,-0.0063
288.0,-0.012
288.25,0.0036
288.5,0.1568
288.75,-0.0088
289.0,0.0121
289.25,0.0332
289.5,-0.0014
289.75,-0.0082
290.0,0.7733
290.25,0.0139
290.5,0.0557
290.75,0.08
291.0,0.0766
291.25,0.1057
291.5,-0.0203
291.75,0.1457
292.0,-0.0066
292.25,0.0181
292.5,-0.0366
292.75,-0.0269
293.0,-0.0023
293.25,0.0184
293.5,-0.129
293.75,0.0886
294.0,-0.0145
294.25,-0.0007
294.5,0.0047
294.75,-0.1085
295.0,0.1513
295.25,-0.0232
295.5,-0.0009
295.75,0.0138
296.0,0.3104
296.25,-0.0119
296.5,0.0067
296.75,0.0963
297.0,-0.0918
297.25,0.012
297.5,0.0035
297.75,-0.0101
298.0,0.0004
298.25,0.7791
298.5,-0.0525
298.75,0.1621
299.0,0.0125
299.25,-0.0262
299.5,0.0552
299.75,0.1586
300.0,0.0053
300.25,0.0976
300.5,0.0461
300.75,0.6518
301.0,-0.0044
301.25,0.1366
301.5,-0.0015
301.75,0.0004
302.0,0.0085
302.25,-0.0016
302.5,0.7884
302.75,0.1067
303.0,-0.005
303.25,-0.0126
303.5,-0.0016
303.75,0.7697
304.0,0.0027
304.25,-0.0938
304.5,0.1427
304.75,-0.0101
305.0,0.7056
305.25,-0.0207
305.5,0.0237
305.75,-0.0034
306.0,0.029
306.25,0.0812
306.5,0.3841
306.75,0.0166
307.0,0.0084
307.25,0.0117
307.5,0.0084
307.75,-0.0193
308.0,0.583
308.25,-0.0065
308.5,-0.018
308.75,-0.0041
309.0,-0.0362
309.25,0.0175
309.5,0.0904
309.75,-0.0348
310.0,0.0524
310.25,-0.0913
310.5,0.0047
310.75,0.0022
311.0,0.0228
311.25,0.0061
311.5,0.0954
311.75,0.0078
312.0,0.0826
312.25,0.2537
312.5,0.0422
312.75,0.7752
313.0,0.0028
313.25,-0.0015
313.5,-0.0029
313.75,0.1363
314.0,0.0064
314.25,-0.1126
314.5,0.0014
314.75,-0.0154
315.0,0.091
315.25,-0.0194
315.5,-0.0195
315.75,-0.0098
316.0,-0.0064
316.25,0.1173
316.5,0.0129
316.75,0.0301
317.0,0.1342
317.25,0.0601
317.5,0.1333
317.75,0.0968
318.0,0.0529
318.25,0.0023
318.5,0.0081
318.75,-0.0003
319.0,-0.0101
319.25,0.0057
319.5,0.0168
319.75,0.0105
320.0,0.0519
320.25,-0.0013
320.5,0.0158
320.75,-0.0136
321.0,0.8089
321.25,-0.0776
321.5,0.6882
321.75,-0.1072
322.0,-0.0004
322.25,-0.008
322.5,0.0158
322.75,-0.0028
323.0,-0.0044
323.25,-0.0066
323.5,0.0051
323.75,0.0705
324.0,0.0003
324.25,0.1341
324.5,0.0338
324.75,0.0001
325.0,-0.0079
325.25,0.0339
325.5,0.0756
325.75,-0.0
326.0,0.5058
326.25,0.1263
326.5,0.7716
326.75,-0.0047
327.0,0.0271
327.25,-0.0162
327.5,0.0033
327.75,0.0152
328.0,-0.0106
328.25,-0.003
328.5,-0.0207
328.75,-0.0081
329.0,0.0033
329.25,0.0165
329.5,-0.0182
329.75,0.0109
330.0,-0.0297
330.25,0.0014
330.5,0.0011
330.75,0.0556
331.0,-0.0184
331.25,0.0773
331.5,0.0372
331.75,0.0209
332.0,0.0053
332.25,0.0553
332.5,0.0538
332.75,-0.0055
333.0,-0.0042
333.25,0.0076
333.5,0.004
333.75,0.0127
334.0,-0.0317
334.25,-0.012
334.5,-0.0028
334.75,0.5373
335.0,0.1085
335.25,0.0249
335.5,0.0248
335.75,-0.003
336.0,0.1567
336.25,0.0237
336.5,0.0762
336.75,0.0895
337.0,-0.0031
337.25,-0.0224
337.5,0.0296
337.75,-0.0063
338.0,0.0154
338.25,0.0002
338.5,-0.0151
338.75,-0.0167
339.0,0.0732
339.25,0.0132
339.5,-0.019
339.75,-0.0066
340.0,0.0667
340.25,0.0612
340.5,0.0145
340.75,0.6002
341.0,0.0009
341.25,-0.0132
341.5,0.0457
341.75,0.0114
342.0,0.0124
342.25,-0.026
342.5,0.7461
342.75,-0.0901
343.0,0.006
343.25,0.1061
343.5,-0.0829
343.75,-0.0004
344.0,-0.0001
344.25,-0.0103
344.5,0.7419
344.75,0.0
345.0,0.0702
345.25,-0.103
345.5,0.0768
345.75,0.0111
346.0,0.1294
346.25,0.0059
346.5,0.1572
346.75,-0.0004
347.0,0.0126
347.25,-0.0187
347.5,-0.0109
347.75,-0.0043
348.0,0.0062
348.25,0.0082
348.5,0.0049
348.75,-0.019
349.0,0.0493
349.25,0.0011
349.5,0.0096
349.75,-0.0096
350.0,0.0059
350.25,0.0354
350.5,0.0575
350.75,0.1106
351.0,-0.0032
351.25,-0.0032
351.5,-0.0015
351.75,-0.0085
352.0,-0.0295
352.25,0.0122
352.5,-0.0194
352.75,0.0488
353.0,-0.119
353.25,0.0012
353.5,0.0623
353.75,-0.0098
354.0,-0.0162
354.25,0.0126
354.5,-0.0177
354.75,-0.0058
355.0,-0.0012
355.25,0.1281
355.5,0.0768
355.75,-0.0055
356.0,0.0043
356.25,-0.0031
356.5,0.0204
356.75,-0.121
357.0,-0.1023
357.25,-0.0108
357.5,-0.0015
357.75,0.6726
358.0,0.1189
358.25,-0.0016
358.5,0.0121
358.75,0.0008
359.0,0.04
359.25,-0.0075
359.5,-0.0494
359.75,-0.1028
360.0,0.0245
360.25,0.0713
360.5,-0.1104
360.75,0.005
361.0,0.7322
361.25,0.0518
361.5,-0.0093
361.75,0.0537
362.0,0.0244
362.25,0.0024
362.5,0.0054
362.75,-0.0103
363.0,-0.0148
363.25,0.0009
363.5,-0.0084
363.75,0.0059
364.0,0.0078
364.25,0.0084
364.5,0.64
364.75,0.0065
365.0,-0.0453
365.25,0.0446
365.5,0.028
365.75,-0.0201
366.0,0.006
366.25,0.0686
366.5,-0.0039
366.75,-0.0224
367.0,0.002
367.25,0.446
367.5,-0.0001
367.75,-0.0447
368.0,0.0569
368.25,-0.0775
368.5,0.0109
368.75,-0.015
369.0,0.0048
369.25,-0.0132
369.5,0.0054
369.75,-0.0086
370.0,0.1279
370.25,0.1253
370.5,0.0409
370.75,0.0004
371.0,-0.009
371.25,0.0046
371.5,-0.0163
371.75,0.0107
372.0,-0.0123
372.25,0.0062
372.5,0.022
372.75,0.0064
373.0,-0.0092
373.25,0.0008
373.5,-0.0142
373.75,0.5551
374.0,0.0077
374.25,0.0156
374.5,-0.0514
374.75,0.0193
375.0,0.0083
375.25,-0.0119
375.5,-0.0027
375.75,-0.013
376.0,0.005
376.25,0.0473
376.5,-0.0498
376.75,-0.0177
377.0,-0.0049
