time,ecg
0.8194,-0.0024
0.8222,0.0132
0.825,-0.0058
0.8278,-0.0028
0.8306,-0.0091
0.8333,-0.0058
0.8361,-0.0038
0.8389,-0.0025
0.8417,0.0012
0.8444,-0.0013
0.8472,0.0086
0.85,0.0055
0.8528,-0.0035
0.8556,-0.004
0.8583,0.0094
0.8611,-0.0025
0.8639,-0.0052
0.8667,0.0206
0.8694,-0.0072
0.8722,0.0101
0.875,0.0036
0.8778,0.0133
0.8806,-0.0181
0.8833,-0.0113
0.8861,-0.0007
0.8889,-0.0164
0.8917,-0.0086
0.8944,-0.0097
0.8972,-0.002
0.9,-0.0094
0.9028,0.0135
0.9056,0.004
0.9083,-0.0076
0.9111,0.0075
0.9139,-0.0272
0.9167,-0.017
0.9194,-0.0125
0.9222,-0.0065
0.925,-0.0166
0.9278,-0.0047
0.9306,0.0107
0.9333,0.0021
0.9361,0.0023
0.9389,0.0038
0.9417,0.0079
0.9444,-0.0033
0.9472,0.0206
0.95,0.009
0.9528,0.0
0.9556,-0.0022
0.9583,-0.0122
0.9611,0.0036
0.9639,0.009
0.9667,0.0137
0.9694,0.0059
0.9722,0.0031
0.975,-0.0005
0.9778,0.001
0.9806,-0.0061
0.9833,-0.0062
0.9861,0.0052
0.9889,0.0126
0.9917,-0.0203
0.9944,0.0011
0.9972,-0.0084
1.0,0.0144
1.0028,-0.0111
1.0056,-0.0179
1.0083,-0.004
1.0111,-0.0044
1.0139,-0.0021
1.0167,0.0025
1.0194,0.02
1.0222,0.0104
1.025,0.0095
1.0278,0.0167
1.0306,0.0055
1.0333,-0.0031
1.0361,-0.0129
1.0389,-0.0154
1.0417,-0.0008
1.0444,0.004
1.0472,-0.0005
1.05,0.0055
1.0528,-0.0051
1.0556,-0.0146
1.0583,-0.0045
1.0611,0.0024
1.0639,0.0004
1.0667,-0.0009
1.0694,-0.0016
1.0722,-0.0024
1.075,0.0137
1.0778,0.0122
1.0806,0.0028
1.0833,0.0067
1.0861,0.0107
1.0889,-0.0078
1.0917,0.016
1.0944,0.0015
1.0972,0.0093
1.1,0.0088
1.1028,-0.0151
1.1056,-0.0047
1.1083,-0.0087
1.1111,-0.0143
1.1139,0.0033
1.1167,-0.0016
1.1194,-0.0012
1.1222,-0.0028
1.125,-0.0014
1.1278,0.0047
1.1306,-0.0122
1.1333,-0.0075
1.1361,0.0012
1.1389,-0.0033
1.1417,0.0018
1.1444,0.0064
1.1472,0.0085
1.15,0.0006
1.1528,0.0054
1.1556,-0.0138
1.1583,0.0128
1.1611,0.0065
1.1639,0.0099
1.1667,0.0069
1.1694,0.0063
1.1722,0.0237
1.175,0.0147
1.1778,-0.0133
1.1806,0.0059
1.1833,0.0078
1.1861,0.014
1.1889,-0.0052
1.1917,-0.0151
1.1944,-0.0049
1.1972,0.0141
1.2,0.0047
1.2028,-0.0082
1.2056,-0.0156
1.2083,-0.0023
1.2111,-0.009
1.2139,-0.0128
1.2167,0.0006
1.2194,0.0118
1.2222,0.0055
1.225,0.0029
1.2278,0.0117
1.2306,0.0032
1.2333,0.0003
1.2361,0.0348
1.2389,0.0409
1.2417,0.0326
1.2444,0.0215
1.2472,0.0253
1.25,0.0422
1.2528,0.046
1.2556,0.0495
1.2583,0.034
1.2611,0.0628
1.2639,0.0452
1.2667,0.0476
1.2694,0.0601
1.2722,0.0633
1.275,0.0864
1.2778,0.0631
1.2806,0.0631
1.2833,0.0839
1.2861,0.067
1.2889,0.0769
1.2917,0.0613
1.2944,0.0908
1.2972,0.0679
1.3,0.0864
1.3028,0.0848
1.3056,0.0662
1.3083,0.0934
1.3111,0.0852
1.3139,0.0705
1.3167,0.0939
1.3194,0.0636
1.3222,0.0833
1.325,0.0827
1.3278,0.0688
1.3306,0.0543
1.3333,0.0738
1.3361,0.0645
1.3389,0.0802
1.3417,0.058
1.3444,0.0788
1.3472,0.062
1.35,0.0562
1.3528,0.054
1.3556,0.0397
1.3583,0.0388
1.3611,0.0494
1.3639,0.0432
1.3667,0.0398
1.3694,0.0343
1.3722,0.0197
1.375,0.0098
1.3778,0.0106
1.3806,0.0258
1.3833,0.0208
1.3861,-0.0028
1.3889,-0.0058
1.3917,-0.0148
1.3944,0.0071
1.3972,-0.007
1.4,0.0071
1.4028,-0.0052
1.4056,-0.0062
1.4083,0.0026
1.4111,-0.0147
1.4139,0.0106
1.4167,-0.0004
1.4194,-0.0042
1.4222,0.0062
1.425,-0.0052
1.4278,0.0011
1.4306,-0.0009
1.4333,0.0182
1.4361,0.0191
1.4389,0.0054
1.4417,-0.0049
1.4444,0.0131
1.4472,-0.0053
1.45,-0.0087
1.4528,-0.0044
1.4556,-0.0119
1.4583,-0.0182
1.4611,0.0053
1.4639,-0.0244
1.4667,-0.0386
1.4694,-0.0428
1.4722,-0.0383
1.475,-0.033
1.4778,-0.0258
1.4806,-0.0368
1.4833,0.0091
1.4861,0.0839
1.4889,0.1767
1.4917,0.2623
1.4944,0.3738
1.4972,0.4559
1.5,0.5169
1.5028,0.5799
1.5056,0.6539
1.5083,0.7099
1.5111,0.7335
1.5139,0.7802
1.5167,0.7962
1.5194,0.8042
1.5222,0.8132
1.525,0.7725
1.5278,0.7459
1.5306,0.7105
1.5333,0.6531
1.5361,0.5951
1.5389,0.5131
1.5417,0.4336
1.5444,0.3354
1.5472,0.248
1.55,0.1605
1.5528,0.0525
1.5556,0.0009
1.5583,-0.0345
1.5611,-0.0527
1.5639,-0.0752
1.5667,-0.063
1.5694,-0.1141
1.5722,-0.1173
1.575,-0.1328
1.5778,-0.1199
1.5806,-0.1172
1.5833,-0.1129
1.5861,-0.1118
1.5889,-0.0904
1.5917,-0.0802
1.5944,-0.0467
1.5972,-0.0415
1.6,-0.0097
1.6028,-0.0018
1.6056,-0.0034
1.6083,-0.0162
1.6111,0.0078
1.6139,0.0049
1.6167,0.0009
1.6194,0.0064
1.6222,0.007
1.625,0.0168
1.6278,-0.0087
1.6306,-0.0056
1.6333,0.001
1.6361,-0.0015
1.6389,-0.0172
1.6417,0.0124
1.6444,0.0042
1.6472,-0.0065
1.65,-0.0183
1.6528,-0.0027
1.6556,-0.0093
1.6583,-0.0026
1.6611,0.003
1.6639,-0.0102
1.6667,-0.0048
1.6694,0.0306
1.6722,-0.0121
1.675,0.0262
1.6778,0.0141
1.6806,0.014
1.6833,0.0064
1.6861,-0.0001
1.6889,0.0104
1.6917,-0.0095
1.6944,0.0156
1.6972,0.0166
1.7,-0.0028
1.7028,0.0106
1.7056,0.0095
1.7083,-0.0111
1.7111,0.0023
1.7139,-0.0111
1.7167,-0.002
1.7194,-0.0012
1.7222,0.0014
1.725,0.0095
1.7278,0.0331
1.7306,0.0251
1.7333,0.0296
1.7361,0.0201
1.7389,0.0505
1.7417,0.0584
1.7444,0.0576
1.7472,0.0617
1.75,0.0572
1.7528,0.0682
1.7556,0.0469
1.7583,0.0934
1.7611,0.0895
1.7639,0.0983
1.7667,0.0899
1.7694,0.0837
1.7722,0.1065
1.775,0.0994
1.7778,0.0992
1.7806,0.1293
1.7833,0.0957
1.7861,0.1232
1.7889,0.1103
1.7917,0.131
1.7944,0.134
1.7972,0.1557
1.8,0.1291
1.8028,0.1492
1.8056,0.1501
1.8083,0.1294
1.8111,0.148
1.8139,0.1523
1.8167,0.1417
1.8194,0.1405
1.8222,0.1439
1.825,0.1445
1.8278,0.1428
1.8306,0.135
1.8333,0.1252
1.8361,0.1522
1.8389,0.1395
1.8417,0.1609
1.8444,0.1423
1.8472,0.1478
1.85,0.148
1.8528,0.1669
1.8556,0.1376
1.8583,0.147
1.8611,0.1415
1.8639,0.1299
1.8667,0.1354
1.8694,0.1239
1.8722,0.1373
1.875,0.1193
1.8778,0.1236
1.8806,0.1255
1.8833,0.1378
1.8861,0.1202
1.8889,0.1136
1.8917,0.1261
1.8944,0.0975
1.8972,0.1075
1.9,0.0913
1.9028,0.0928
1.9056,0.0852
1.9083,0.0886
1.9111,0.075
1.9139,0.0847
1.9167,0.0684
1.9194,0.0655
1.9222,0.0581
1.925,0.0575
1.9278,0.0512
1.9306,0.0312
1.9333,0.0315
1.9361,0.0408
1.9389,0.0161
1.9417,0.0213
1.9444,0.036
1.9472,0.002
1.95,0.022
1.9528,-0.0093
1.9556,-0.0094
1.9583,0.0121
1.9611,-0.0067
1.9639,0.0114
1.9667,-0.0108
1.9694,-0.0111
1.9722,0.0202
1.975,-0.0024
1.9778,-0.0049
1.9806,-0.0104
1.9833,-0.0137
1.9861,-0.0012
1.9889,-0.0051
1.9917,0.0084
1.9944,-0.0088
1.9972,0.009
2.0,-0.0068
2.0028,-0.0146
2.0056,0.0039
2.0083,-0.0046
2.0111,-0.024
2.0139,-0.01
2.0167,-0.0005
2.0194,-0.0069
2.0222,-0.0013
2.025,-0.0025
2.0278,0.0204
2.0306,0.0029
2.0333,0.0009
2.0361,-0.0045
2.0389,0.009
2.0417,0.0187
2.0444,0.0106
2.0472,-0.0097
2.05,0.0055
2.0528,-0.0059
2.0556,-0.0009
2.0583,0.009
2.0611,0.0108
2.0639,-0.0179
2.0667,-0.0066
2.0694,-0.0022
2.0722,0.0024
2.075,0.0087
2.0778,-0.0026
2.0806,-0.0015
2.0833,-0.0005
2.0861,0.0162
2.0889,0.0219
2.0917,-0.0043
2.0944,-0.0108
2.0972,-0.0029
2.1,0.0082
2.1028,0.0076
2.1056,-0.0029
2.1083,-0.0019
2.1111,0.0033
2.1139,0.0038
2.1167,-0.0049
2.1194,-0.007
2.1222,-0.0083
2.125,0.0002
2.1278,0.0088
2.1306,-0.0022
2.1333,-0.0027
2.1361,0.0005
2.1389,-0.0132
2.1417,0.0199
2.1444,-0.0019
2.1472,0.009
2.15,-0.0039
2.1528,0.0142
2.1556,0.0143
2.1583,-0.0009
2.1611,0.0057
2.1639,0.0061
2.1667,0.0073
2.1694,0.0082
2.1722,0.0141
2.175,0.0062
2.1778,-0.0077
2.1806,-0.0053
2.1833,0.0063
2.1861,0.0062
2.1889,-0.0081
2.1917,0.0155
2.1944,0.0111
2.1972,0.0113
2.2,-0.0031
2.2028,0.0006
2.2056,-0.0161
2.2083,-0.0058
2.2111,-0.0165
2.2139,0.017
2.2167,-0.0078
2.2194,0.0118
2.2222,0.0063
2.225,0.0087
2.2278,0.0064
2.2306,-0.015
2.2333,0.0022
2.2361,-0.004
2.2389,0.0116
2.2417,-0.0152
2.2444,-0.0023
2.2472,0.0024
2.25,-0.0089
2.2528,0.0108
2.2556,-0.0041
2.2583,0.0214
2.2611,-0.0092
2.2639,0.0038
2.2667,-0.0051
2.2694,0.0076
2.2722,-0.0047
2.275,0.0046
2.2778,-0.0035
2.2806,0.0046
2.2833,-0.0023
2.2861,-0.0168
2.2889,-0.0001
2.2917,0.0069
2.2944,-0.0049
2.2972,-0.0051
2.3,0.0064
2.3028,0.007
2.3056,-0.0022
2.3083,-0.0085
2.3111,0.0099
2.3139,0.0096
2.3167,0.0119
2.3194,-0.0038
2.3222,0.0006
2.325,-0.0004
2.3278,-0.0121
2.3306,0.0122
2.3333,-0.0038
2.3361,0.0249
2.3389,0.0143
2.3417,-0.0093
2.3444,0.0108
2.3472,0.0101
2.35,-0.0005
2.3528,-0.019
2.3556,-0.006
2.3583,-0.0
2.3611,-0.003
2.3639,-0.0144
2.3667,-0.0105
2.3694,0.0276
2.3722,0.0016
2.375,0.013
2.3778,0.0104
2.3806,-0.0048
2.3833,-0.0204
2.3861,0.0003
2.3889,0.0193
2.3917,-0.002
2.3944,-0.0059
2.3972,-0.0088
2.4,0.0076
2.4028,0.0129
2.4056,0.0177
2.4083,-0.0023
2.4111,0.0423
2.4139,0.0525
2.4167,0.0353
2.4194,0.0324
2.4222,0.0316
2.425,0.0413
2.4278,0.0278
2.4306,0.0379
2.4333,0.0361
2.4361,0.048
2.4389,0.0619
2.4417,0.0549
2.4444,0.063
2.4472,0.0891
2.45,0.0691
2.4528,0.0925
2.4556,0.0835
2.4583,0.0795
2.4611,0.0901
2.4639,0.0564
2.4667,0.0666
2.4694,0.0725
2.4722,0.086
2.475,0.0829
2.4778,0.0813
2.4806,0.0751
2.4833,0.0958
2.4861,0.0744
2.4889,0.0632
2.4917,0.0726
2.4944,0.0735
2.4972,0.082
2.5,0.0601
2.5028,0.0815
2.5056,0.0758
2.5083,0.0682
2.5111,0.068
2.5139,0.0551
2.5167,0.0523
2.5194,0.0433
2.5222,0.0496
2.525,0.0566
2.5278,0.0535
2.5306,0.0462
2.5333,0.0541
2.5361,0.0235
2.5389,0.0025
2.5417,0.0198
2.5444,0.0283
2.5472,-0.0124
2.55,0.006
2.5528,-0.0048
2.5556,-0.0125
2.5583,0.0047
2.5611,0.0037
2.5639,-0.0155
2.5667,0.0179
2.5694,-0.0024
2.5722,0.0036
2.575,0.02
2.5778,-0.0052
2.5806,-0.0003
2.5833,-0.0038
2.5861,-0.0021
2.5889,0.017
2.5917,-0.0086
2.5944,0.0044
2.5972,-0.0089
2.6,-0.0143
2.6028,0.0092
2.6056,0.0116
2.6083,-0.0021
2.6111,0.0172
2.6139,0.0066
2.6167,-0.0101
2.6194,-0.0006
2.6222,-0.0015
2.625,-0.0102
2.6278,-0.0192
2.6306,-0.0504
2.6333,-0.047
2.6361,-0.0231
2.6389,-0.0297
2.6417,-0.003
2.6444,0.0094
2.6472,0.1237
2.65,0.2082
2.6528,0.3282
2.6556,0.4025
2.6583,0.4976
2.6611,0.5828
2.6639,0.6379
2.6667,0.7052
2.6694,0.7282
2.6722,0.788
2.675,0.7829
2.6778,0.8208
2.6806,0.791
2.6833,0.7704
2.6861,0.7494
2.6889,0.6812
2.6917,0.6346
2.6944,0.5688
2.6972,0.4893
2.7,0.4149
2.7028,0.323
2.7056,0.2169
2.7083,0.127
2.7111,0.0029
2.7139,-0.0018
2.7167,-0.0335
2.7194,-0.0623
2.7222,-0.0822
2.725,-0.1078
2.7278,-0.1085
2.7306,-0.1367
2.7333,-0.1351
2.7361,-0.1266
2.7389,-0.1005
2.7417,-0.1096
2.7444,-0.0916
2.7472,-0.0796
2.75,-0.0519
2.7528,-0.0259
2.7556,-0.0009
2.7583,-0.0098
2.7611,0.0071
2.7639,0.001
2.7667,-0.007
2.7694,0.0015
2.7722,0.0036
2.775,-0.0017
2.7778,0.0079
2.7806,0.0013
2.7833,-0.0081
2.7861,0.003
2.7889,0.0137
2.7917,-0.0005
2.7944,0.008
2.7972,-0.0073
2.8,-0.001
2.8028,0.011
2.8056,0.0049
2.8083,0.005
2.8111,0.0046
2.8139,-0.0143
2.8167,-0.0104
2.8194,0.0198
2.8222,0.0055
2.825,0.014
2.8278,-0.0021
2.8306,0.0035
2.8333,0.0025
2.8361,-0.0185
2.8389,0.0072
2.8417,0.0017
2.8444,0.004
2.8472,-0.0016
2.85,-0.0123
2.8528,0.0045
2.8556,-0.0063
2.8583,0.0014
2.8611,0.0031
2.8639,-0.0018
2.8667,0.0119
2.8694,0.0046
2.8722,-0.0039
2.875,0.0116
2.8778,0.0006
2.8806,0.0127
2.8833,0.0364
2.8861,0.0217
2.8889,0.042
2.8917,0.0346
2.8944,0.0569
2.8972,0.058
2.9,0.0553
2.9028,0.0635
2.9056,0.0775
2.9083,0.0753
2.9111,0.0943
2.9139,0.0833
2.9167,0.0781
2.9194,0.0954
2.9222,0.1157
2.925,0.1113
2.9278,0.1212
2.9306,0.122
2.9333,0.1285
2.9361,0.1072
2.9389,0.1306
2.9417,0.1198
2.9444,0.1173
2.9472,0.1435
2.95,0.1244
2.9528,0.1215
2.9556,0.1341
2.9583,0.1428
2.9611,0.1327
2.9639,0.165
2.9667,0.1487
2.9694,0.1597
2.9722,0.1488
2.975,0.1338
2.9778,0.1637
2.9806,0.1538
2.9833,0.1441
2.9861,0.1501
2.9889,0.1644
2.9917,0.1562
2.9944,0.1276
2.9972,0.1408
3.0,0.1399
3.0028,0.1476
3.0056,0.1475
3.0083,0.136
3.0111,0.1456
3.0139,0.1339
3.0167,0.1509
3.0194,0.1365
3.0222,0.1351
3.025,0.1338
3.0278,0.1311
3.0306,0.1322
3.0333,0.1155
3.0361,0.0971
3.0389,0.1038
3.0417,0.1072
3.0444,0.0893
3.0472,0.0945
3.05,0.0881
3.0528,0.0703
3.0556,0.0694
3.0583,0.0653
3.0611,0.0613
3.0639,0.0546
3.0667,0.0405
3.0694,0.0485
3.0722,0.0679
3.075,0.0473
3.0778,0.0581
3.0806,0.018
3.0833,0.0309
3.0861,0.0498
3.0889,0.0176
3.0917,-0.0075
3.0944,-0.0169
3.0972,0.0187
3.1,0.0037
3.1028,-0.0138
3.1056,0.0068
3.1083,-0.0019
3.1111,0.0019
3.1139,0.017
3.1167,0.0008
3.1194,0.0046
3.1222,-0.0095
3.125,-0.0108
3.1278,-0.0112
3.1306,-0.0094
3.1333,0.0077
3.1361,0.0072
3.1389,0.0178
3.1417,-0.0199
3.1444,0.0058
3.1472,0.0006
3.15,-0.015
3.1528,-0.0057
3.1556,-0.005
3.1583,0.0128
3.1611,-0.0074
3.1639,0.0023
3.1667,0.0111
3.1694,0.0032
3.1722,-0.0068
3.175,0.0126
3.1778,0.0165
3.1806,-0.0
3.1833,-0.014
3.1861,0.004
3.1889,0.0199
3.1917,-0.0024
3.1944,0.0063
3.1972,0.0095
3.2,-0.024
3.2028,-0.0114
3.2056,0.0146
3.2083,0.0043
3.2111,-0.0093
3.2139,0.0173
3.2167,0.0006
3.2194,0.0061
3.2222,0.011
3.225,0.007
3.2278,0.0096
3.2306,-0.0053
3.2333,0.0237
3.2361,0.0002
3.2389,0.0001
3.2417,-0.0021
3.2444,0.0077
3.2472,0.0008
3.25,-0.0062
3.2528,0.0015
3.2556,0.0008
3.2583,0.0108
3.2611,-0.0141
3.2639,0.0102
3.2667,-0.0024
3.2694,0.0008
3.2722,0.0074
3.275,0.0198
3.2778,-0.0174
3.2806,0.0022
3.2833,-0.0077
3.2861,-0.019
3.2889,-0.0013
3.2917,0.0261
3.2944,-0.0077
3.2972,-0.0056
3.3,0.0011
3.3028,0.0033
3.3056,-0.0032
3.3083,0.0094
3.3111,0.0125
3.3139,0.0074
3.3167,-0.0037
3.3194,-0.0075
3.3222,0.0011
3.325,-0.0001
3.3278,0.017
3.3306,-0.0004
3.3333,0.0038
3.3361,-0.0056
3.3389,0.001
3.3417,-0.0116
3.3444,-0.0164
3.3472,0.0177
3.35,-0.0117
3.3528,0.0
3.3556,0.003
3.3583,0.0007
3.3611,0.012
3.3639,-0.0154
3.3667,-0.0007
3.3694,0.0136
3.3722,-0.0088
3.375,0.0163
3.3778,-0.0077
3.3806,0.0004
3.3833,0.0022
3.3861,0.0123
3.3889,0.012
3.3917,-0.0188
3.3944,-0.0061
3.3972,0.0098
3.4,-0.001
3.4028,0.0087
3.4056,0.0036
3.4083,0.0006
3.4111,-0.0079
3.4139,0.0126
3.4167,0.0127
3.4194,-0.0021
3.4222,-0.0062
3.425,0.0034
3.4278,0.0017
3.4306,-0.0211
3.4333,0.001
3.4361,-0.0101
3.4389,-0.0098
3.4417,0.0073
3.4444,-0.0074
3.4472,0.0028
3.45,-0.0169
3.4528,0.0112
3.4556,0.0036
3.4583,0.0134
3.4611,0.0054
3.4639,-0.0076
3.4667,-0.0043
3.4694,0.0158
3.4722,0.0097
3.475,0.0142
3.4778,0.0256
3.4806,0.0035
3.4833,-0.0159
3.4861,-0.0048
3.4889,-0.0003
3.4917,-0.0094
3.4944,-0.0276
3.4972,0.0207
3.5,0.0205
3.5028,0.0115
3.5056,-0.0026
3.5083,0.023
3.5111,0.0011
3.5139,0.001
3.5167,0.0035
3.5194,-0.0017
3.5222,0.0107
3.525,0.0011
3.5278,0.0004
3.5306,0.0133
3.5333,0.0272
3.5361,0.0047
3.5389,0.0077
3.5417,0.0303
3.5444,0.0281
3.5472,0.0605
3.55,0.0331
3.5528,0.0477
3.5556,0.0533
3.5583,0.0405
3.5611,0.0572
3.5639,0.0458
3.5667,0.0609
3.5694,0.0493
3.5722,0.0601
3.575,0.0573
3.5778,0.0666
3.5806,0.0597
3.5833,0.0638
3.5861,0.0672
3.5889,0.067
3.5917,0.0713
3.5944,0.0778
3.5972,0.0859
3.6,0.0821
3.6028,0.0693
3.6056,0.096
3.6083,0.0716
3.6111,0.0692
3.6139,0.0792
3.6167,0.0921
3.6194,0.0576
3.6222,0.0665
3.625,0.0544
3.6278,0.0819
3.6306,0.0798
3.6333,0.0656
3.6361,0.0571
3.6389,0.0697
3.6417,0.0597
3.6444,0.0584
3.6472,0.0738
3.65,0.0404
3.6528,0.0593
3.6556,0.0509
3.6583,0.0602
3.6611,0.0338
3.6639,0.0446
3.6667,0.0222
3.6694,0.0244
3.6722,0.0238
3.675,0.0124
3.6778,0.005
3.6806,-0.0076
3.6833,0.0133
3.6861,-0.0031
3.6889,-0.0164
3.6917,0.0114
3.6944,-0.0037
3.6972,-0.0119
3.7,-0.0061
3.7028,-0.0003
3.7056,-0.0079
3.7083,-0.0114
3.7111,-0.0059
3.7139,-0.0004
3.7167,0.0156
3.7194,0.0122
3.7222,-0.007
3.725,0.0034
3.7278,0.0028
3.7306,-0.0015
3.7333,0.0048
3.7361,-0.0044
3.7389,0.0091
3.7417,-0.0092
3.7444,-0.0075
3.7472,0.0006
3.75,0.0111
3.7528,-0.0007
3.7556,0.0239
3.7583,0.0093
3.7611,-0.0116
3.7639,-0.0251
3.7667,-0.0275
3.7694,-0.0222
3.7722,-0.0465
3.775,-0.0122
3.7778,-0.0086
3.7806,0.0009
3.7833,0.1058
3.7861,0.179
3.7889,0.2621
3.7917,0.377
3.7944,0.463
3.7972,0.5495
3.8,0.6107
3.8028,0.6706
3.8056,0.7124
3.8083,0.7327
3.8111,0.787
3.8139,0.7911
3.8167,0.7975
3.8194,0.7822
3.8222,0.7748
3.825,0.7364
3.8278,0.7095
3.8306,0.6182
3.8333,0.5574
3.8361,0.501
3.8389,0.4223
