time,ax,ay,az
1.86,1.720221,0.825105,11.858606
1.87,1.716318,0.962464,12.330841
1.88,1.929150,1.143466,12.555915
1.89,1.894808,1.498625,12.271884
1.90,2.132141,1.607905,12.729347
1.91,2.229439,1.529039,12.393443
1.92,1.723391,1.458654,12.429436
1.93,1.789583,1.255497,12.215463
1.94,1.582992,1.380234,11.875125
1.95,1.344942,1.159285,11.658931
1.96,1.241684,1.322702,11.353572
1.97,1.068375,0.788922,10.831755
1.98,0.603789,0.873530,10.553606
1.99,0.554522,0.568278,10.436848
2.00,0.360840,0.525478,10.049868
2.01,0.184073,0.473316,10.068529
2.02,0.228775,0.399729,10.231498
2.03,0.234507,0.172046,9.769295
2.04,0.153267,0.191341,9.892028
2.05,0.005647,-0.041767,9.831509
2.06,0.047006,0.019844,10.180022
2.07,0.043552,0.075692,9.815117
2.08,-0.004650,-0.029810,9.818098
2.09,0.133645,-0.150732,9.737917
2.10,0.146469,-0.132681,9.881610
2.11,0.214416,0.014676,9.916783
2.12,-0.005373,-0.243458,9.753879
2.13,0.028892,-0.229088,10.015374
2.14,0.285312,-0.045620,9.914014
2.15,0.079499,-0.171661,9.994460
2.16,0.103218,-0.293856,9.828386
2.17,0.078837,0.042552,9.907499
2.18,0.235943,-0.251185,9.842740
2.19,0.240607,-0.142536,10.075763
2.20,0.233467,-0.192035,9.887070
2.21,0.102842,-0.152239,9.871117
2.22,-0.005385,-0.221242,9.804828
2.23,0.329867,-0.027699,9.795830
2.24,0.201016,-0.098198,9.900421
2.25,0.042759,0.008692,9.980951
2.26,0.267599,-0.180065,9.769431
2.27,0.031535,0.151604,9.882044
2.28,0.264045,-0.330090,9.889154
2.29,0.270995,-0.288709,9.912581
2.30,-0.018249,0.115125,9.622394
2.31,0.160757,-0.034912,9.731008
2.32,0.183319,-0.047187,9.668273
2.33,0.401648,-0.032568,9.863111
2.34,-0.002918,-0.011758,9.731381
2.35,0.256262,-0.040127,9.787052
2.36,0.084545,-0.187610,9.688340
2.37,-0.068474,0.031094,9.798119
2.38,0.064065,0.017066,9.696286
2.39,0.076735,0.114416,9.958985
2.40,-0.052537,0.160431,9.919469
2.41,0.110410,-0.005155,9.873487
2.42,0.187031,-0.184509,9.811391
2.43,0.101247,0.184851,9.571699
2.44,0.010796,-0.138073,9.799863
2.45,0.065570,0.040422,9.770729
2.46,0.097535,-0.009801,9.935345
2.47,0.149732,-0.002177,10.026202
2.48,0.298102,0.179369,10.045671
2.49,0.260160,0.167338,10.267781
2.50,0.149003,0.264645,10.140276
2.51,0.371891,0.187079,10.308572
2.52,0.616434,0.364185,10.762550
2.53,0.922769,0.411147,10.911799
2.54,1.163270,0.614725,11.164896
2.55,1.456778,0.772583,11.792276
2.56,1.495420,1.163773,11.948481
2.57,1.786247,1.066766,12.145364
2.58,1.692439,0.989135,12.320876
2.59,2.029333,1.539347,12.761346
2.60,1.884905,1.526029,12.658951
2.61,1.963400,1.521644,12.576850
2.62,2.216878,1.510344,12.507154
2.63,1.710581,1.433111,12.288604
2.64,1.348800,1.723417,11.935718
2.65,1.258700,1.406208,11.646444
2.66,0.904708,1.072986,11.249380
2.67,0.625143,1.183711,10.950715
2.68,0.794830,1.142768,10.497111
2.69,0.506779,0.870143,10.627477
2.70,0.291705,0.603788,10.025009
2.71,0.107024,0.466604,10.109951
2.72,0.047833,0.365539,9.786560
2.73,0.222742,0.566416,9.896996
2.74,0.042748,0.301416,9.789845
2.75,-0.384675,0.051395,9.863252
2.76,0.262320,0.256226,9.876589
2.77,-0.015140,0.196279,9.685641
2.78,-0.002102,0.104104,9.809925
2.79,0.082460,0.021200,10.005781
2.80,0.004137,0.006737,9.624709
2.81,0.034631,0.259043,9.687203
2.82,-0.108861,0.154869,9.925907
2.83,-0.208441,0.180525,9.815026
2.84,-0.029972,0.151170,9.824158
2.85,0.105554,0.160216,9.944974
2.86,-0.146529,0.063904,9.689548
2.87,-0.158624,0.094593,9.726883
2.88,0.072879,0.258132,9.708495
2.89,-0.130806,0.286959,9.748594
2.90,-0.127407,-0.030791,9.983754
2.91,-0.125027,0.089294,9.556950
2.92,-0.090061,0.213193,9.626794
2.93,-0.273015,0.336289,9.601673
2.94,-0.150714,0.322004,9.987993
2.95,-0.060061,0.010181,9.704629
2.96,-0.062524,0.255959,9.743802
2.97,0.048146,0.107055,9.562382
2.98,0.128521,0.222203,9.750594
2.99,0.088010,0.188117,9.907541
3.00,0.015100,-0.061697,9.820545
3.01,-0.113564,0.152240,9.768936
3.02,-0.171428,0.203010,9.563863
3.03,-0.095342,0.075818,9.735946
3.04,-0.027929,0.044425,9.801344
3.05,-0.000160,-0.119027,9.640841
3.06,-0.024499,0.147051,9.870305
3.07,-0.114168,0.085374,9.901458
3.08,-0.005442,-0.055158,9.702470
3.09,0.051320,0.011467,9.877034
3.10,0.005634,0.064066,9.758995
3.11,-0.103707,-0.026648,9.933904
3.12,-0.199689,0.035489,10.057036
3.13,-0.202177,-0.180115,9.618098
3.14,-0.180537,0.186463,9.877901
3.15,-0.067343,0.021061,9.951841
3.16,-0.035092,-0.118157,9.632238
3.17,-0.266354,-0.286751,9.686636
3.18,-0.156072,0.126660,9.684145
3.19,-0.065170,0.065095,9.746874
3.20,-0.200780,0.018748,9.715090
3.21,-0.038675,0.093099,9.737330
3.22,-0.124639,0.089835,9.883658
3.23,-0.169948,0.008618,9.504290
3.24,-0.069371,-0.043882,9.640460
3.25,-0.016704,-0.058298,9.883991
3.26,-0.146322,0.052805,9.891069
3.27,-0.043284,0.187857,9.704299
3.28,0.088139,0.035512,9.991741
3.29,0.008250,0.264964,10.189997
3.30,-0.004200,0.187301,10.126388
3.31,0.137762,0.259919,10.166378
3.32,0.434643,0.592921,10.653446
3.33,0.523613,0.611174,11.043624
3.34,0.865527,0.739727,10.989460
3.35,1.349231,0.581331,11.453488
3.36,1.225947,1.086489,11.934648
3.37,1.578485,0.960008,12.102825
3.38,2.046812,1.080169,12.087140
3.39,1.956987,0.967655,12.552796
3.40,1.906462,1.357975,12.408261
3.41,1.895193,1.246262,12.311091
3.42,1.854467,1.443233,12.086428
3.43,1.833884,1.231676,12.248159
3.44,1.351635,1.524156,11.658270
3.45,1.088420,1.277398,11.486042
3.46,0.777592,1.360363,11.184233
3.47,0.735848,0.821330,10.812993
3.48,0.363587,0.978511,10.558694
3.49,0.319709,0.424930,10.345345
3.50,0.144588,0.522577,10.135376
3.51,0.293112,0.291562,9.878892
3.52,0.041067,0.200341,9.773844
3.53,0.108975,0.097435,9.815458
3.54,-0.156109,-0.026560,9.771974
3.55,0.038154,-0.127061,9.824561
3.56,-0.128817,-0.073151,9.903593
3.57,-0.037840,-0.037877,9.788713
3.58,0.278915,0.065980,9.621987
3.59,0.127257,-0.052535,9.427212
3.60,0.002607,0.043258,9.623131
3.61,0.404906,-0.278884,9.541357
3.62,-0.085591,-0.155473,9.626434
3.63,0.167321,-0.018329,9.761851
3.64,-0.153151,-0.061333,9.739064
3.65,0.004756,-0.203867,9.986747
3.66,-0.124484,0.014141,9.793609
3.67,0.071306,-0.158699,9.992651
3.68,0.050285,-0.184909,9.824889
3.69,0.009732,-0.029614,9.876182
3.70,0.180727,-0.083511,9.673361
3.71,-0.015403,-0.143009,9.572612
3.72,0.094778,-0.142914,9.659637
3.73,0.156862,-0.200127,9.720289
3.74,-0.116819,-0.114742,9.633480
3.75,-0.025941,0.069407,9.580750
3.76,0.072965,-0.028424,9.778777
3.77,0.144693,0.062270,9.579211
3.78,0.242156,0.014408,9.504897
3.79,0.048246,-0.115434,9.562259
3.80,0.038835,-0.233839,9.686605
3.81,-0.024912,-0.140427,9.581346
3.82,0.123102,-0.101904,9.689950
3.83,0.052964,-0.101629,9.809872
3.84,0.063416,0.118053,9.813902
3.85,0.097104,0.132700,9.654935
3.86,0.193733,0.302900,9.588958
3.87,0.089901,-0.025613,9.730322
3.88,0.110555,0.295917,9.964177
3.89,0.321977,0.345524,10.088324
3.90,0.001183,0.191719,10.142857
3.91,0.418115,0.358252,10.436501
3.92,0.513724,0.550321,10.734459
3.93,0.991753,0.512641,10.696780
3.94,1.018149,0.638293,11.284293
3.95,1.244033,0.727394,11.374796
3.96,1.545304,0.674851,11.888715
3.97,1.698402,1.121675,12.150420
3.98,1.897568,1.174043,12.020158
3.99,2.071932,1.257577,12.321274
4.00,2.049345,1.537096,12.340791
4.01,2.008870,1.377125,12.206635
4.02,1.824863,1.673029,12.419202
4.03,1.631686,1.617808,12.339577
4.04,1.558806,1.455379,11.708168
4.05,1.348598,1.404431,11.528737
4.06,0.900265,1.150196,11.281481
4.07,0.939233,1.245370,10.790635
4.08,0.744340,1.030877,10.485441
4.09,0.608386,0.892555,10.230096
4.10,0.401216,0.781343,10.164481
4.11,0.347671,0.516936,10.081643
4.12,0.466558,0.301163,9.931969
4.13,0.122596,0.505849,9.865264
4.14,0.003372,0.399123,9.758432
4.15,-0.074313,0.194353,9.518109
4.16,0.308467,0.264259,9.852416
4.17,0.302442,0.334618,9.538802
4.18,-0.025798,0.298183,9.801020
4.19,-0.005751,0.078724,9.817887
4.20,0.039738,-0.042177,9.551350
4.21,0.222941,-0.028105,9.625442
4.22,-0.080917,0.088316,10.007363
4.23,-0.164899,0.298361,9.699200
4.24,0.328692,0.033420,9.539542
4.25,0.103507,0.047611,9.822577
4.26,0.117913,0.043605,9.602386
4.27,0.036058,0.052259,9.441810
4.28,0.113782,0.113028,9.783589
4.29,-0.126669,-0.041099,9.582645
4.30,-0.048793,0.240558,9.756101
4.31,0.061757,0.090769,9.597534
4.32,-0.226408,0.403138,9.810508
4.33,0.006704,-0.037911,9.737391
4.34,-0.003839,0.290762,9.349426
4.35,0.000346,0.263790,9.765624
4.36,-0.032698,0.044075,9.671819
4.37,-0.089351,0.042521,9.910973
4.38,-0.191800,-0.024365,9.768226
4.39,0.040869,-0.026907,9.819035
4.40,-0.015888,0.078107,9.613986
4.41,-0.148303,0.076407,9.603154
4.42,0.020818,-0.122771,9.710486
4.43,-0.025512,0.340174,9.663916
4.44,-0.048885,0.029117,9.902061
4.45,-0.255841,0.063311,9.693626
4.46,0.081463,-0.024650,9.543978
4.47,-0.151890,0.013413,9.599966
4.48,0.000219,-0.002631,9.851321
4.49,-0.107807,0.034738,9.693196
4.50,-0.060891,0.028041,9.686123
4.51,0.120620,0.121014,9.865871
4.52,0.042749,0.046284,9.589812
4.53,0.111195,0.098079,9.405400
4.54,0.011900,0.006906,9.599381
4.55,0.016488,0.030336,9.753144
4.56,-0.248051,-0.031875,9.684801
4.57,-0.075643,0.111958,9.501765
4.58,-0.067709,0.024820,9.862977
4.59,0.102989,-0.038315,9.744134
4.60,-0.107677,-0.047305,9.776233
4.61,-0.018170,-0.043222,9.781054
4.62,-0.025825,-0.031754,9.541065
4.63,0.083105,-0.047391,9.765821
4.64,-0.074699,-0.112823,9.851033
4.65,0.037921,0.040988,9.884216
4.66,-0.268687,0.043637,9.826142
4.67,-0.260399,0.153517,9.797608
4.68,-0.343252,-0.137668,9.483146
4.69,0.022617,0.010191,9.724920
4.70,0.006773,-0.303281,9.593726
4.71,0.031275,0.021054,9.907797
4.72,-0.159814,-0.257303,9.887204
4.73,-0.148248,-0.204541,9.596544
4.74,-0.097144,-0.050281,9.723859
4.75,0.088728,-0.168265,9.765776
4.76,0.116947,-0.188027,9.857793
4.77,0.007252,-0.158338,9.497804
4.78,-0.049871,-0.015530,9.423762
4.79,0.069171,-0.217740,9.739178
4.80,-0.123148,-0.114778,9.380177
4.81,-0.140622,-0.155976,9.757522
4.82,-0.110342,-0.014175,9.818988
4.83,-0.213342,-0.012600,9.909897
4.84,-0.117820,-0.336133,9.650462
4.85,-0.231714,0.008210,9.760972
4.86,0.024685,-0.191552,9.830412
4.87,-0.033646,-0.090715,9.575403
4.88,0.072204,-0.232297,9.868965
4.89,-0.295193,-0.075399,9.780045
4.90,0.128307,0.186172,9.657704
4.91,-0.288691,-0.104532,9.763098
4.92,-0.243769,-0.174524,9.724645
4.93,-0.174330,-0.146501,9.854218
4.94,0.057355,-0.293975,9.695407
4.95,-0.072123,0.057382,9.778536
4.96,-0.127954,-0.077504,9.660693
4.97,-0.193194,-0.239233,9.617213
4.98,-0.262459,-0.233400,9.773421
4.99,0.039418,-0.107450,9.624763
5.00,0.000303,0.004943,9.863303
5.01,0.067838,-0.242403,9.835053
5.02,-0.045647,0.032157,9.645950
5.03,-0.409015,-0.109403,9.783929
5.04,-0.239900,-0.206784,9.647182
5.05,-0.033246,-0.147825,9.531284
5.06,-0.131770,0.121769,9.673231
5.07,-0.152734,-0.250812,9.750759
5.08,-0.216227,-0.168046,9.831769
5.09,0.031804,0.038268,9.780673
5.10,-0.025132,-0.045731,9.887802
5.11,-0.017606,-0.162168,9.624351
5.12,-0.151562,0.053185,9.709970
5.13,-0.052066,0.063646,9.993919
5.14,-0.231355,-0.013181,9.494362
5.15,-0.083921,-0.121442,9.702451
5.16,-0.369130,-0.097857,9.616732
5.17,-0.251311,-0.003515,9.740408
5.18,-0.099097,-0.189844,9.707969
5.19,0.227383,0.132253,9.854126
5.20,-0.270862,0.182333,9.806636
5.21,-0.201079,-0.044573,9.589119
5.22,-0.022851,0.031943,9.690611
5.23,0.166510,0.136998,9.773990
5.24,-0.018461,0.234871,9.878578
5.25,0.044684,0.192544,10.116740
5.26,-0.076888,-0.197069,9.875584
5.27,-0.094410,-0.021204,9.636513
5.28,-0.019994,0.082176,9.766199
5.29,-0.105536,-0.031828,9.805753
5.30,0.063718,0.246737,9.708783
5.31,-0.212572,0.233588,9.848420
5.32,0.090378,-0.054670,9.465681
5.33,-0.008285,0.028840,9.862207
5.34,-0.035336,-0.036633,9.719168
5.35,-0.203283,0.034772,9.771602
5.36,-0.120247,0.035886,9.993264
5.37,0.144621,0.182067,9.612555
5.38,-0.020794,-0.034583,9.828456
5.39,0.041095,-0.237653,9.902534
5.40,-0.094416,-0.112024,9.816345
5.41,0.011068,-0.038880,9.567625
5.42,-0.146694,0.009651,9.983785
5.43,0.033338,0.114426,9.766258
5.44,0.069192,-0.034173,9.723112
5.45,0.066522,-0.046692,9.754623
5.46,-0.077083,-0.009864,9.745713
5.47,-0.006436,-0.029393,9.633714
5.48,0.102294,0.040542,9.824558
5.49,0.015634,0.037778,9.718980
5.50,0.009656,0.194281,9.897645
5.51,0.275623,-0.005243,9.877314
5.52,-0.063894,0.072260,10.033574
5.53,0.182833,0.051200,9.777483
5.54,-0.082482,0.214864,9.695790
5.55,0.137485,0.100249,9.603618
5.56,0.146659,0.245593,10.117599
5.57,0.003151,-0.018214,9.904400
5.58,-0.079022,0.114574,9.716001
5.59,-0.166680,0.051781,10.051350
5.60,-0.001222,-0.025724,10.005826
5.61,0.138888,0.114198,9.629024
5.62,-0.049701,0.331941,9.716090
5.63,0.096536,0.024733,9.808532
5.64,-0.084412,0.117161,9.686457
5.65,0.076946,-0.016147,9.838245
5.66,-0.013280,-0.019839,9.977015
5.67,0.145207,0.081813,9.725984
5.68,0.140294,0.152697,10.022225
5.69,0.124732,0.200382,10.237717
5.70,0.282810,0.278756,10.261233
5.71,0.376265,0.181541,10.370909
5.72,0.492222,0.395699,10.513461
5.73,0.975510,0.640619,10.996790
5.74,1.026268,0.543557,11.028847
5.75,1.045691,0.803024,11.564091
5.76,1.475197,1.027154,11.869706
5.77,1.878678,1.044223,12.330358
5.78,1.853804,1.315953,12.338253
5.79,2.239505,1.210660,12.511079
5.80,1.996904,1.590443,12.463434
5.81,2.120716,1.583400,12.644158
5.82,2.070626,1.562050,12.364856
5.83,1.824528,1.664719,12.058609
5.84,1.387171,1.424802,11.767481
5.85,1.199507,1.289846,11.616169
5.86,1.213065,1.400829,11.052247
5.87,0.752712,1.310583,10.753706
5.88,0.771173,0.850940,10.749871
5.89,0.441437,0.764797,10.377789
5.90,0.384058,0.755564,10.360679
5.91,0.106951,0.485610,10.047692
5.92,0.133629,0.447889,10.007080
5.93,0.056209,0.370061,9.968309
5.94,0.158593,0.127036,10.101898
5.95,0.123818,0.179795,10.067073
5.96,0.156357,0.078430,10.032349
5.97,0.034565,-0.104948,9.775789
5.98,-0.023050,-0.106096,9.722320
5.99,0.107059,-0.086675,9.965741
6.00,-0.041154,0.087387,10.051861
6.01,0.209392,0.079499,10.022372
6.02,0.063933,0.044920,9.862147
6.03,0.036238,0.000296,9.963085
6.04,0.128487,-0.009266,9.966471
6.05,0.061445,-0.031022,9.883914
6.06,-0.130851,-0.020429,9.890942
6.07,-0.061829,-0.016946,9.878703
6.08,0.189818,-0.246894,9.755563
6.09,0.070236,-0.177337,9.770783
6.10,-0.144414,-0.209916,9.769549
6.11,0.096763,0.042675,9.644784
6.12,-0.015530,0.104771,9.889590
6.13,-0.056349,-0.357340,9.864814
6.14,-0.091841,0.087605,9.978069
6.15,0.162437,-0.092657,10.048790
6.16,-0.196556,0.015823,10.058589
6.17,-0.064370,-0.047281,10.072689
6.18,0.047380,0.062784,9.769081
6.19,0.219255,-0.086453,9.675693
6.20,0.093372,-0.276182,10.007845
6.21,-0.077171,-0.125318,10.072988
6.22,0.206101,-0.049542,10.100405
6.23,-0.140326,-0.134221,9.955641
6.24,0.056484,-0.023488,9.617101
6.25,0.090009,-0.100423,9.963001
6.26,-0.060241,-0.148551,10.014823
6.27,0.154164,-0.184401,10.152915
6.28,0.049505,-0.068213,10.240394
6.29,0.256709,0.048666,10.260165
6.30,0.041919,-0.150754,10.181314
6.31,0.424555,0.068120,10.295383
6.32,0.491757,0.017950,10.739340
6.33,0.870314,0.297901,10.826743
6.34,0.946568,0.647005,11.456955
6.35,1.337950,0.505755,11.347887
6.36,1.484862,0.884922,12.001520
6.37,1.623594,1.294969,12.273119
6.38,1.905849,1.271284,12.446085
6.39,2.017563,1.238355,12.506016
6.40,2.015337,1.423587,12.402985
6.41,1.640907,1.219840,12.562438
6.42,1.680842,1.219537,12.405701
6.43,1.786137,1.394749,12.387946
6.44,1.248136,1.382600,11.817780
6.45,1.262620,1.374911,11.656442
6.46,0.999122,1.056871,11.077355
6.47,0.601624,1.011534,11.014052
6.48,0.252063,0.861733,10.361745
6.49,0.260345,0.681210,10.744538
6.50,0.450330,0.550208,10.256820
6.51,0.002112,0.331534,9.755920
6.52,-0.057529,0.359708,9.955390
6.53,-0.128364,0.260021,9.871955
6.54,0.106539,0.112597,9.863460
6.55,-0.087925,0.191004,9.880269
6.56,-0.146127,0.194925,9.824662
6.57,0.090944,0.125572,9.795517
6.58,-0.014021,-0.098428,9.743704
6.59,-0.197153,0.028337,10.019172
6.60,-0.236030,-0.097931,10.071606
6.61,0.047944,0.021833,9.867705
6.62,-0.090545,-0.097324,9.901049
6.63,-0.279763,0.167812,9.746128
6.64,-0.309010,0.112542,9.914101
6.65,-0.229990,0.161493,9.936712
6.66,-0.245709,0.154262,9.874158
6.67,-0.343288,0.000661,9.960673
6.68,-0.230369,-0.012813,9.948780
6.69,-0.209269,0.252379,9.758309
6.70,-0.154935,0.028611,10.073229
6.71,0.103422,-0.109156,9.877435
6.72,-0.131944,0.179154,10.141376
6.73,-0.120108,0.080257,9.965932
6.74,-0.038845,0.248333,10.183269
6.75,-0.128271,0.101250,10.072129
6.76,-0.051493,0.074016,9.939639
6.77,-0.065436,0.263712,9.806825
6.78,-0.083881,-0.100046,9.810056
6.79,0.234021,0.018142,9.983103
6.80,0.012134,-0.014469,9.928706
6.81,-0.226137,-0.167959,9.826383
6.82,-0.050919,0.203470,10.025640
6.83,-0.189255,0.034832,9.914593
6.84,-0.039483,0.213195,10.026768
6.85,-0.256729,0.153866,9.772875
6.86,-0.223196,0.182466,10.049498
6.87,-0.047423,0.057227,9.979856
6.88,0.032749,0.022316,10.077569
6.89,-0.024734,0.126925,10.047064
6.90,0.019669,0.228714,9.898920
6.91,-0.035223,0.115020,9.888821
6.92,-0.055729,0.040280,10.163881
6.93,-0.131618,-0.014523,9.877955
6.94,0.034396,0.160983,10.031512
6.95,0.072413,0.080602,9.887709
6.96,-0.038270,0.154158,9.704876
6.97,-0.013818,0.156841,9.833464
6.98,0.237934,0.164270,10.123925
6.99,0.112744,0.296886,10.257006
7.00,0.219835,0.386642,10.346031
7.01,0.396788,0.631012,10.624275
7.02,0.490092,0.579188,10.742916
7.03,0.600870,0.790614,10.851870
7.04,0.970545,0.628784,11.355525
7.05,1.163150,0.675460,11.631319
7.06,1.631215,1.013629,11.861786
