time,ax,ay,az
0.64,0.144255,-0.113804,9.953935
0.65,0.151282,-0.286726,9.936034
0.66,0.011339,-0.098889,9.802312
0.67,-0.005254,-0.235037,9.964962
0.68,0.150168,-0.313813,10.140295
0.69,0.021180,-0.091756,9.946392
0.70,-0.112072,-0.051903,9.960443
0.71,-0.098160,-0.049280,9.976045
0.72,-0.075720,-0.046221,9.678188
0.73,0.091011,-0.347751,9.947928
0.74,0.045143,-0.280476,9.741912
0.75,0.107577,0.118600,9.802427
0.76,-0.029914,-0.244707,10.188426
0.77,0.036993,-0.046309,9.851031
0.78,0.089630,-0.202360,9.783587
0.79,-0.025990,-0.110432,10.049287
0.80,0.062505,-0.195796,9.755954
0.81,-0.075189,-0.051981,9.826684
0.82,-0.042779,-0.102262,10.064873
0.83,-0.048476,-0.171530,9.896667
0.84,-0.149621,-0.242568,9.672719
0.85,0.048872,-0.082982,9.968154
0.86,-0.069327,-0.258966,9.837132
0.87,-0.014917,-0.060228,10.108848
0.88,0.037875,0.205801,9.809024
0.89,0.030394,0.055021,10.041672
0.90,0.053310,-0.018194,10.143697
0.91,-0.041670,-0.111846,9.776556
0.92,-0.083928,-0.331187,9.869216
0.93,-0.045938,-0.253967,9.951240
0.94,-0.242049,0.062087,9.777359
0.95,-0.216372,-0.182981,9.935773
0.96,-0.204540,-0.168298,9.866976
0.97,-0.168530,-0.100265,9.864677
0.98,-0.003873,-0.203663,9.906348
0.99,-0.163427,-0.219100,9.909972
1.00,-0.103007,-0.073463,9.923426
1.01,0.095491,-0.169767,9.817123
1.02,-0.105885,-0.146950,9.823699
1.03,0.022727,-0.146894,9.885273
1.04,-0.180373,0.014521,9.896050
1.05,-0.095473,-0.070927,9.841306
1.06,-0.187220,-0.059320,9.948513
1.07,-0.116211,0.039003,9.649500
1.08,0.023091,-0.044346,9.801694
1.09,-0.287151,-0.055305,9.865151
1.10,-0.029773,0.039972,9.784854
1.11,-0.055309,0.069169,10.133154
1.12,-0.156969,-0.023173,9.908052
1.13,-0.260929,0.009651,9.930492
1.14,-0.080373,-0.088335,9.838412
1.15,-0.154088,-0.092311,9.904163
1.16,-0.064040,0.108736,9.736533
1.17,-0.090641,0.075264,9.883177
1.18,0.097759,0.081894,9.776041
1.19,-0.124255,0.066290,9.868644
1.20,-0.219316,0.043393,9.549338
1.21,-0.075832,0.126600,9.750040
1.22,-0.071678,0.160334,10.113131
1.23,0.064409,0.162458,10.024645
1.24,0.001022,0.045896,10.093251
1.25,-0.056746,0.229184,10.103050
1.26,0.075765,0.094784,10.003158
1.27,-0.242624,0.147737,9.845696
1.28,-0.176764,0.110033,9.764028
1.29,-0.211085,0.109995,10.069919
1.30,-0.146457,-0.003934,9.918535
1.31,-0.264546,0.172342,10.258765
1.32,-0.022671,0.433255,9.858583
1.33,-0.124983,0.050290,10.185984
1.34,-0.274123,0.107030,9.887896
1.35,-0.218689,0.048005,10.096950
1.36,-0.058276,0.045811,10.147483
1.37,0.005714,0.292313,9.766764
1.38,0.145897,0.028603,9.842095
1.39,0.257215,0.054620,9.765383
1.40,-0.041347,-0.077074,9.737800
1.41,-0.208340,0.024189,10.003361
1.42,-0.343853,-0.088471,9.882410
1.43,-0.054189,0.193543,9.917223
1.44,-0.182071,0.454632,9.987706
1.45,-0.132464,0.075360,9.649727
1.46,-0.154077,-0.080208,10.089824
1.47,-0.095428,0.227992,9.860706
1.48,0.051570,0.032698,9.984006
1.49,-0.055224,0.275536,9.996247
1.50,-0.090741,0.085204,10.101123
1.51,-0.193532,0.042412,9.894383
1.52,-0.267682,0.095809,9.611593
1.53,-0.122463,0.206785,9.916727
1.54,-0.067870,0.087005,9.936642
1.55,0.153498,0.052892,9.763548
1.56,-0.040187,0.086606,9.928782
1.57,0.065009,-0.044422,9.857367
1.58,-0.109872,0.153351,9.719688
1.59,-0.189127,-0.111415,10.001432
1.60,-0.159669,0.046766,9.828242
1.61,-0.127751,0.188044,9.849996
1.62,0.217873,0.129937,9.841842
1.63,-0.132885,0.160867,10.079272
1.64,0.069566,0.078490,9.900266
1.65,-0.136102,0.222751,9.916745
1.66,0.087374,0.189258,9.843647
1.67,0.025145,0.127579,9.969790
1.68,-0.036456,0.180940,10.093533
1.69,-0.019139,0.155131,9.994958
1.70,-0.089394,0.007653,10.000035
1.71,0.046150,-0.105697,9.988350
1.72,-0.058526,0.101079,9.709836
1.73,-0.147546,0.111125,9.779994
1.74,-0.150371,0.171313,9.873521
1.75,0.027144,-0.077124,9.800154
1.76,0.199369,-0.078834,9.752285
1.77,0.032509,0.079766,9.638749
1.78,0.002490,0.010626,9.711861
1.79,0.054422,-0.212577,9.863972
1.80,0.180215,0.053247,9.889664
1.81,0.053165,-0.219554,9.787844
1.82,-0.019160,-0.116198,9.909397
1.83,0.166183,0.153937,9.837075
1.84,0.088115,0.205240,10.049945
1.85,0.224148,-0.165076,9.874079
1.86,0.064990,-0.064135,9.993624
1.87,-0.100841,-0.024853,9.924008
1.88,-0.115045,0.178484,9.698677
1.89,0.250225,-0.099630,9.881673
1.90,0.261872,-0.102849,9.720765
1.91,0.036341,0.135183,9.877993
1.92,0.014684,-0.100573,9.788177
1.93,0.238750,0.026249,9.945326
1.94,-0.066834,-0.242363,9.703267
1.95,-0.038800,-0.090207,9.892589
1.96,0.148241,-0.273218,9.969993
1.97,0.026078,-0.204970,10.016233
1.98,0.075118,0.018300,9.781490
1.99,0.058330,-0.092306,9.890252
2.00,0.120570,-0.128341,9.912832
2.01,0.250982,-0.183440,10.102923
2.02,0.094878,-0.123415,9.678204
2.03,0.163105,-0.063944,9.757290
2.04,-0.158467,0.014942,10.276715
2.05,0.083325,-0.420740,9.845092
2.06,-0.010506,-0.208025,9.617813
2.07,-0.054174,-0.091387,9.800212
2.08,-0.012002,-0.124373,9.493334
2.09,0.054462,-0.065900,9.913904
2.10,0.205533,-0.083755,9.992735
2.11,-0.062589,-0.153755,9.750914
2.12,0.101093,-0.181458,9.811817
2.13,0.040039,-0.148511,10.006194
2.14,0.059423,0.018233,9.631007
2.15,0.219562,-0.207771,9.690163
2.16,0.164173,-0.127529,9.842385
2.17,0.260337,-0.097800,9.768125
2.18,0.081438,0.067884,9.831432
2.19,0.016477,-0.154701,9.694762
2.20,0.073019,-0.002664,9.900797
2.21,0.128753,0.031308,9.848999
2.22,0.120496,-0.122744,9.945868
2.23,-0.031285,-0.138701,9.896121
2.24,0.109117,-0.150984,9.896077
2.25,0.124945,-0.140045,9.663725
2.26,0.398837,-0.004456,9.934232
2.27,0.321029,-0.076637,9.818002
2.28,-0.007628,-0.073298,9.840047
2.29,0.059115,-0.233520,10.009167
2.30,-0.083284,-0.211345,9.760723
2.31,0.020061,0.165414,10.049637
2.32,0.127328,-0.109498,10.061718
2.33,0.232560,-0.177306,9.963895
2.34,-0.001335,0.091401,9.720226
2.35,0.005852,-0.042342,9.550434
2.36,-0.175231,-0.002448,10.006548
2.37,0.060919,-0.083909,9.870095
2.38,-0.049152,-0.100959,9.749158
2.39,0.012611,-0.078312,10.016763
2.40,-0.031365,-0.219011,9.730819
2.41,0.060174,-0.058642,9.791024
2.42,-0.141901,-0.007473,9.922853
2.43,-0.109560,0.184244,9.692422
2.44,0.319375,-0.022223,9.831952
2.45,-0.093322,-0.307302,9.998707
2.46,-0.073215,-0.033069,9.874727
2.47,0.275989,0.312421,10.018750
2.48,0.401263,0.093178,10.001749
2.49,-0.090898,-0.102493,9.843059
2.50,0.002479,0.071430,9.513758
2.51,0.084588,-0.082748,9.685016
2.52,0.247944,-0.150204,9.945610
2.53,-0.081034,-0.023347,9.620625
2.54,0.004875,0.036011,9.790840
2.55,0.124612,-0.192515,9.882887
2.56,0.080761,-0.097843,10.040181
2.57,-0.018838,0.050350,9.752933
2.58,0.008776,0.010786,9.742469
2.59,-0.140200,0.120007,9.824622
2.60,-0.001500,-0.057299,9.881112
2.61,0.001134,0.193896,9.811658
2.62,0.072696,-0.009073,9.983850
2.63,-0.001611,0.361221,9.733288
2.64,0.153867,-0.002887,9.878198
2.65,0.267616,0.120165,9.953385
2.66,0.235381,0.360568,9.886295
2.67,0.357178,0.581855,10.144003
2.68,0.452897,0.505364,10.178699
2.69,0.616294,0.635194,10.463879
2.70,0.740780,0.684930,10.657971
2.71,1.117997,0.689621,11.057747
2.72,1.358965,0.897601,11.396219
2.73,1.942270,0.966215,11.978959
2.74,2.217283,1.121979,12.906200
2.75,2.411949,1.491968,13.541296
2.76,2.590796,1.477025,14.025690
2.77,2.823715,1.812443,14.847822
2.78,3.312825,1.768575,15.016118
2.79,3.335227,2.093614,15.609458
2.80,3.405235,2.109725,15.942031
2.81,3.088460,2.419787,15.670028
2.82,3.269415,2.341095,15.360432
2.83,2.994104,2.468101,14.393425
2.84,2.525636,2.212195,14.104947
2.85,2.279774,2.258977,13.488383
2.86,2.025054,2.052503,12.786368
2.87,1.656575,2.010898,12.186185
2.88,1.289078,1.896435,11.437252
2.89,1.015463,1.690692,10.961542
2.90,0.739420,1.470241,10.421736
2.91,0.571378,1.279018,10.299998
2.92,0.554456,1.000114,9.954172
2.93,-0.067020,0.990908,9.738452
2.94,0.109062,1.038295,9.758877
2.95,0.082862,0.628087,10.068515
2.96,0.043329,0.526293,9.787514
2.97,-0.074029,0.790710,9.837746
2.98,-0.265242,0.399821,9.724641
2.99,-0.031535,0.429787,9.539942
3.00,0.125768,0.397130,9.918200
3.01,-0.272342,0.340777,9.480816
3.02,0.011093,0.030741,9.705651
3.03,-0.134719,0.147171,9.774366
3.04,-0.104417,-0.050036,9.813104
3.05,-0.224563,0.413278,9.678013
3.06,-0.139119,-0.091085,9.521314
3.07,0.056515,-0.040977,9.665399
3.08,-0.029883,-0.052702,9.671656
3.09,0.107921,-0.117843,9.667185
3.10,0.041317,0.215231,9.910167
3.11,-0.047170,0.335892,9.603400
3.12,0.109647,-0.018845,9.814392
3.13,-0.046590,-0.126642,9.793371
3.14,0.000565,-0.242720,9.904634
3.15,-0.133788,-0.009463,9.750497
3.16,-0.089503,-0.023880,9.878864
3.17,-0.180351,-0.069733,9.742970
3.18,0.023033,0.029380,9.826877
3.19,-0.236056,0.044666,9.554638
3.20,0.000392,0.030480,9.394683
3.21,-0.115086,-0.051727,9.815897
3.22,0.049734,-0.151451,9.822411
3.23,0.000790,0.055226,9.827626
3.24,0.130770,-0.028534,9.686582
3.25,0.001698,0.071270,9.967657
3.26,-0.272825,0.054254,9.693743
3.27,-0.090300,-0.216303,9.816085
3.28,-0.220893,-0.222838,9.839454
3.29,-0.140336,-0.146330,9.995879
3.30,0.105407,-0.187232,9.709928
3.31,0.002857,0.025461,9.661930
3.32,-0.155137,-0.027564,9.542708
3.33,-0.190445,0.057776,9.968858
3.34,-0.062317,-0.030796,9.809611
3.35,-0.209610,-0.057421,9.813136
3.36,-0.141456,0.057598,10.185147
3.37,-0.020702,-0.033731,9.793424
3.38,0.083340,-0.085466,9.564710
3.39,0.020666,0.080674,9.718734
3.40,-0.324366,-0.086297,9.608825
3.41,-0.009854,-0.139567,9.689015
3.42,-0.034645,-0.206297,9.687224
3.43,0.009518,-0.023883,9.660562
3.44,0.156985,0.037939,9.546853
3.45,-0.281317,-0.118607,9.964039
3.46,-0.101388,0.042622,9.782112
3.47,0.043763,-0.352281,9.707901
3.48,-0.213596,-0.123841,9.844739
3.49,0.156679,-0.123059,9.803831
3.50,0.027162,-0.206300,9.775700
3.51,0.087964,0.166441,9.832233
3.52,-0.078708,-0.127876,9.754324
3.53,0.090900,-0.168918,9.828654
3.54,0.124916,-0.116681,9.839518
3.55,0.028100,-0.359688,9.756131
3.56,0.031738,-0.209837,9.701774
3.57,0.039502,0.000283,9.946173
3.58,-0.093099,-0.191985,9.664310
3.59,-0.003771,-0.214537,9.785309
3.60,-0.000957,0.043753,9.787790
3.61,0.066745,0.049360,9.643834
3.62,0.144084,-0.047277,9.615416
3.63,-0.099580,-0.161545,9.678322
3.64,0.015749,-0.133058,9.658311
3.65,0.211794,-0.197990,9.522454
3.66,-0.051982,-0.217823,9.634764
3.67,-0.058238,-0.220531,9.762637
3.68,0.067845,-0.165917,9.902001
3.69,0.147978,-0.212274,9.801798
3.70,0.051051,-0.271924,9.359673
3.71,0.212124,-0.053944,9.812826
3.72,0.158370,-0.047945,9.644349
3.73,0.159413,0.132337,9.785380
3.74,0.127659,-0.147467,9.719440
3.75,0.343180,-0.027095,9.693923
3.76,0.041863,-0.020321,9.706079
3.77,-0.171398,-0.083388,9.716756
3.78,0.263995,0.041450,9.907627
3.79,0.018937,0.050360,9.716185
3.80,0.089099,0.001986,9.870451
3.81,0.235510,-0.062424,9.849613
3.82,-0.111771,-0.068851,9.810975
3.83,-0.067620,-0.183953,9.467038
3.84,-0.107522,-0.109960,9.873084
3.85,-0.008566,-0.080693,9.652261
3.86,0.141753,-0.132855,9.816216
3.87,0.154547,0.064109,9.579574
3.88,0.128191,0.165892,9.549675
3.89,-0.069768,-0.073407,9.992437
3.90,-0.170469,0.085883,9.582549
3.91,0.123875,-0.051927,9.879029
3.92,0.076964,0.060983,9.739648
3.93,0.213280,0.046554,9.673276
3.94,0.278914,0.241311,9.742848
3.95,0.264232,0.136747,9.597488
3.96,0.413534,0.399732,9.829840
3.97,0.451969,0.321497,9.765165
3.98,0.623401,0.359496,9.993667
3.99,0.648640,0.388260,10.375061
4.00,0.926234,0.685393,10.559370
4.01,1.227411,0.893634,10.691454
4.02,1.596094,0.963926,11.498805
4.03,1.773892,1.356359,11.962065
4.04,2.223976,1.424449,12.555632
4.05,2.469448,1.385747,13.454588
4.06,2.806542,1.554023,14.044212
4.07,3.197450,1.812368,14.559026
4.08,3.073675,1.807705,15.507871
4.09,3.293154,2.183077,15.589147
4.10,3.316696,2.198466,15.698890
4.11,3.166448,2.270135,15.534683
4.12,3.226956,2.374735,15.414033
4.13,3.181105,2.518305,14.648224
4.14,2.777494,2.316868,13.850643
4.15,2.513895,2.233893,13.254187
4.16,2.278745,2.348245,12.816265
4.17,1.964874,2.175355,12.078366
4.18,1.471572,1.889844,11.342533
4.19,1.346313,1.780646,11.089683
4.20,0.936799,1.643527,10.626795
4.21,0.608567,1.497779,10.206327
4.22,0.462246,1.125543,10.023763
4.23,0.218537,0.941737,9.960646
4.24,0.185472,0.867369,9.712926
4.25,0.172439,0.716671,9.777728
4.26,0.256933,0.627386,9.789605
4.27,0.328577,0.667761,9.493039
4.28,-0.070204,0.473306,9.693518
4.29,0.124768,0.433752,9.672934
4.30,-0.059603,0.193564,9.857077
4.31,0.113539,0.227769,9.453968
4.32,0.034462,0.307199,9.658464
4.33,-0.174512,0.270970,9.644408
4.34,0.152397,0.083196,9.846385
4.35,-0.035354,0.166375,9.706068
4.36,-0.030352,0.392621,9.963842
4.37,-0.098078,0.112256,9.805345
4.38,-0.051607,0.019675,9.655466
4.39,0.074875,0.072610,9.746726
4.40,-0.002570,0.096637,9.663892
4.41,0.056176,0.060596,9.834078
4.42,0.056747,0.068832,9.527569
4.43,0.168362,-0.106316,9.599085
4.44,-0.034696,-0.054050,9.778537
4.45,-0.174237,0.038255,9.886696
4.46,0.127598,0.031111,9.407177
4.47,-0.043702,-0.022225,9.908253
4.48,0.126377,0.019227,9.696595
4.49,0.035190,0.042500,9.452869
4.50,-0.029980,0.136571,9.296780
4.51,0.024198,0.012552,9.503331
4.52,0.213076,0.066925,9.715120
4.53,0.224828,-0.051419,9.709099
4.54,-0.019420,0.076740,9.807430
4.55,-0.011826,0.047676,9.642323
4.56,0.094834,0.100981,9.564607
4.57,-0.139019,0.077200,9.662393
4.58,-0.000751,0.056753,9.725434
4.59,-0.046954,-0.031156,9.753552
4.60,-0.009261,0.004637,9.611288
4.61,-0.149957,0.097508,9.848511
4.62,-0.243664,-0.113657,9.635863
4.63,-0.304574,-0.116037,9.601658
4.64,-0.192736,-0.023990,9.648055
4.65,-0.116454,-0.000967,9.875050
4.66,-0.099286,-0.154624,9.706574
4.67,0.165751,-0.069517,9.628538
4.68,0.063469,-0.076512,9.856040
4.69,-0.187153,-0.335616,10.026995
4.70,-0.032342,-0.100536,9.757002
4.71,-0.125194,-0.097310,9.901032
4.72,-0.112654,-0.101749,9.874002
4.73,-0.058383,0.083488,9.644829
4.74,-0.008318,-0.236044,9.734025
4.75,-0.125227,-0.192640,9.551428
4.76,0.041350,-0.410488,9.702991
4.77,-0.225038,-0.157870,9.644724
4.78,-0.088833,-0.150562,9.676705
4.79,0.220646,-0.166991,9.628852
4.80,-0.065678,0.024642,9.694381
4.81,0.078277,-0.007263,9.809835
4.82,-0.083877,-0.103219,9.719350
4.83,-0.026203,-0.158824,9.475833
4.84,-0.103633,0.007244,9.633164
4.85,-0.118074,-0.119574,9.525690
4.86,-0.191853,-0.216453,9.773369
4.87,-0.047252,-0.325019,9.810468
4.88,-0.201527,-0.172586,9.776733
4.89,-0.019809,-0.029377,9.631400
4.90,0.030338,0.153196,9.777026
4.91,-0.056010,-0.112397,9.677489
4.92,-0.134322,-0.211181,9.584801
4.93,-0.045355,-0.260829,9.848878
4.94,-0.136612,-0.051441,9.860395
4.95,0.013074,-0.328220,9.879588
4.96,-0.318463,-0.048959,9.662454
4.97,-0.138351,-0.015152,9.913622
4.98,-0.336242,-0.058935,9.680305
4.99,-0.275900,-0.135381,9.841800
5.00,0.068142,-0.038660,9.679694
5.01,0.012995,-0.083034,9.720783
5.02,-0.179539,-0.193620,9.414102
5.03,-0.272127,0.125587,9.711735
5.04,-0.446009,-0.134273,9.767701
5.05,-0.153672,0.006200,9.698503
5.06,0.204187,-0.370895,10.002768
5.07,-0.031296,0.080139,9.595211
5.08,-0.146895,0.112699,9.680245
5.09,-0.018659,-0.048023,9.633951
5.10,-0.254046,0.030629,9.683811
5.11,-0.090835,0.049950,9.910503
5.12,-0.025822,-0.069556,9.978835
5.13,-0.022138,0.104486,9.684129
5.14,0.121196,-0.018892,9.699348
5.15,0.122401,0.054025,9.670380
5.16,0.237897,0.322446,10.068668
5.17,0.179415,0.377020,10.128989
5.18,0.507458,0.262150,10.090762
5.19,0.771161,0.360673,10.107900
5.20,0.676607,0.488350,10.399942
5.21,0.945446,0.785894,10.983186
5.22,1.509212,0.724040,11.518085
5.23,1.652759,1.044740,11.736613
5.24,2.187941,1.258237,12.650594
5.25,2.309927,1.329484,13.641872
5.26,2.860737,1.632673,14.103635
5.27,2.983132,1.640792,14.998434
5.28,3.217393,1.806101,15.408902
5.29,3.514329,1.851702,15.509809
5.30,3.333394,2.205492,15.740524
5.31,3.220350,2.078394,15.645759
5.32,3.146014,2.268093,15.189020
5.33,3.041767,2.239770,14.660606
5.34,2.525047,2.109859,14.353704
5.35,2.472976,2.117408,13.289315
5.36,1.994879,2.279508,12.859558
5.37,1.860062,2.033248,11.979927
5.38,1.114708,1.760605,11.454910
5.39,1.017118,1.773644,11.057436
5.40,0.656549,1.563258,10.520711
5.41,0.548726,1.833370,10.406649
5.42,0.507824,1.290960,9.845037
5.43,0.325002,1.053523,10.061691
5.44,0.217786,1.120634,9.570420
5.45,0.158331,0.591951,9.832986
5.46,0.152877,0.700502,9.954664
5.47,-0.025000,0.819600,9.905993
5.48,0.160423,0.472465,9.628891
5.49,0.143119,0.199194,9.643230
5.50,0.103482,0.294156,9.709320
5.51,0.121428,0.463072,9.831807
5.52,0.089888,0.291386,9.521884
5.53,0.299582,0.112589,9.805411
5.54,0.046766,0.105710,9.851900
5.55,0.022631,0.101685,9.769769
5.56,-0.028478,0.198011,9.884056
5.57,-0.059391,0.304839,9.842958
5.58,-0.082323,0.262952,9.736934
5.59,-0.037150,0.185832,9.542828
5.60,0.063451,-0.032806,9.833702
5.61,0.114399,-0.035521,9.682723
5.62,0.082686,0.185264,9.736314
5.63,-0.013139,-0.042397,9.885487
5.64,0.188830,0.089932,10.017963
5.65,0.171525,0.151463,9.815333
5.66,0.065525,-0.023647,9.899354
5.67,0.008120,-0.012271,9.620680
5.68,0.153965,0.096962,9.858401
5.69,0.112289,0.166126,9.816760
5.70,-0.082571,0.230308,9.998356
5.71,0.084409,0.172809,9.751714
5.72,0.125263,0.105638,9.794662
5.73,-0.013005,0.003894,9.977835
5.74,0.118766,-0.038626,9.817824
5.75,-0.077682,0.024835,9.676577
5.76,0.258035,0.131410,10.190145
5.77,0.248126,0.118518,9.683013
5.78,0.068632,-0.178124,9.826054
5.79,0.142993,-0.024831,9.884742
5.80,-0.189487,0.209431,9.874762
5.81,-0.038852,0.069699,9.811817
5.82,0.064743,-0.114671,9.813598
5.83,-0.028692,0.333129,9.807652
5.84,0.185540,0.041912,9.685387
5.85,0.339217,0.086364,10.143719
5.86,-0.042042,0.082961,9.812957
5.87,-0.001852,-0.014393,9.928388
5.88,0.126271,-0.062953,9.799024
5.89,0.290608,0.273544,9.797262
5.90,-0.050270,0.133875,9.784216
5.91,0.125325,0.106641,9.632043
5.92,0.312908,0.071665,9.827574
5.93,-0.105060,-0.123391,9.794113
5.94,-0.061890,0.144813,10.016136
5.95,0.039584,-0.115146,9.685608
5.96,0.026416,0.014574,9.773363
5.97,0.184763,-0.221556,9.729393
5.98,0.114510,-0.275089,10.058135
5.99,-0.129327,0.002715,9.735464
6.00,0.143575,-0.137790,9.936897
6.01,0.010381,-0.284532,9.994986
6.02,0.230485,0.014005,9.839688
6.03,0.000013,0.198611,9.668367
6.04,-0.003388,0.106136,9.671108
6.05,0.135537,-0.096174,9.983418
6.06,0.159663,-0.068782,9.687523
6.07,0.119314,0.032281,9.919839
6.08,-0.139379,0.056167,9.881905
6.09,0.124733,-0.123792,9.919629
6.10,-0.066743,-0.082373,9.933779
6.11,0.082743,-0.054124,9.737963
6.12,-0.119268,-0.027267,9.733015
6.13,0.102148,-0.113038,9.970583
6.14,-0.051251,-0.114612,9.783282
6.15,-0.111478,0.062456,9.487258
6.16,0.124942,0.039314,9.963985
6.17,0.065080,-0.051022,9.728956
6.18,-0.040838,0.095727,9.940296
6.19,0.203698,-0.158962,10.070748
6.20,-0.026640,0.080383,9.878948
6.21,0.026741,-0.050816,10.016848
6.22,0.051781,0.275304,9.899803
6.23,-0.058249,-0.261371,10.101333
6.24,0.069228,-0.201801,9.731211
6.25,-0.054758,-0.069378,9.879561
6.26,-0.043586,-0.072270,9.975748
6.27,0.165875,0.114028,9.855634
6.28,-0.125968,-0.199993,10.044379
6.29,-0.294085,-0.010744,9.823351
6.30,0.185312,0.020865,10.174306
6.31,0.294480,-0.033119,10.182450
6.32,-0.063497,-0.231795,9.925571
6.33,-0.250693,0.053902,9.964175
6.34,-0.058917,0.034178,10.054364
6.35,-0.059366,-0.039464,9.722031
6.36,-0.051140,-0.084731,9.705258
6.37,-0.165252,-0.079729,10.065526
6.38,0.034643,-0.113695,9.928665
6.39,0.024820,-0.024518,9.859265
6.40,-0.220621,-0.094628,9.893191
6.41,0.039489,-0.196932,9.558236
6.42,0.198839,-0.217485,9.866241
6.43,-0.029861,-0.178250,9.788120
6.44,-0.093927,-0.057517,10.022692
6.45,-0.073377,-0.083397,10.034072
6.46,0.014673,-0.050143,9.976098
6.47,-0.269588,-0.011548,9.951310
6.48,-0.044857,-0.142435,9.686890
6.49,-0.114039,0.113353,9.979770
6.50,0.152037,-0.089889,9.985746
6.51,-0.093039,-0.104892,10.072497
6.52,0.125659,0.010001,10.195247
6.53,-0.209198,-0.263171,9.662256
6.54,-0.008447,-0.132469,9.845333
6.55,-0.042665,0.085389,9.796296
6.56,-0.187256,-0.235498,9.924847
6.57,-0.063562,0.112491,9.903042
6.58,0.058875,0.165153,9.868854
6.59,-0.127157,-0.055049,10.045937
6.60,-0.292906,0.029796,9.748310
6.61,-0.093440,0.134572,9.757174
6.62,-0.200976,-0.050229,9.759951
6.63,-0.135008,0.115412,9.853297
6.64,-0.104847,-0.063786,9.732128
6.65,-0.300751,-0.035117,9.897706
6.66,-0.290853,-0.068319,9.881701
6.67,-0.039911,0.074084,9.795109
6.68,-0.161152,0.177245,10.027888
6.69,-0.406744,0.021481,9.897558
6.70,-0.005219,-0.103708,10.054973
6.71,-0.067014,-0.075806,9.879199
6.72,-0.185524,0.106812,9.903409
6.73,-0.257882,0.286240,9.828287
6.74,0.000626,0.117949,9.906360
6.75,-0.057293,0.030478,10.007326
6.76,0.187542,0.175753,9.850305
6.77,-0.046497,0.063027,9.980790
6.78,-0.047974,0.055842,9.794866
6.79,-0.110548,-0.002191,10.015632
6.80,0.013957,0.296310,9.829495
6.81,0.001272,-0.159109,10.032472
6.82,0.092632,0.264594,9.926751
6.83,-0.095392,0.142721,10.140629
6.84,-0.048162,0.186374,9.783590
6.85,0.000179,0.485224,9.769419
6.86,0.228091,0.253861,9.942320
6.87,0.416220,0.327750,9.920085
6.88,0.317982,0.477203,10.052960
6.89,0.497000,0.640632,10.530357
6.90,0.801991,0.651100,10.721300
6.91,0.992783,0.643157,11.030161
6.92,1.432532,0.869657,11.524011
6.93,1.373976,1.280385,12.078240
6.94,1.887883,1.297204,13.061564
6.95,2.235923,1.508493,13.446211
6.96,2.373686,1.588817,14.081780
6.97,2.816971,1.701097,15.033027
6.98,3.041139,2.129988,15.418411
6.99,3.266323,2.037088,16.076488
7.00,3.473638,2.114520,15.836134
7.01,3.266581,2.379623,15.909355
7.02,3.038319,2.210400,15.599841
