time,ax,ay,az
2.35,0.017509,0.048943,10.079128
2.36,0.018215,-0.120683,9.970396
2.37,0.126420,0.001651,10.032550
2.38,0.153934,-0.086349,9.989344
2.39,0.135070,-0.048707,10.037745
2.40,0.168472,-0.005439,10.026462
2.41,0.077266,-0.097160,9.968414
2.42,-0.009608,0.021088,9.983462
2.43,0.062491,-0.059087,9.832233
2.44,0.005878,-0.018311,10.099727
2.45,0.113797,-0.238837,10.045722
2.46,0.029672,-0.048821,9.784540
2.47,0.047677,0.084686,10.093758
2.48,0.108144,0.044649,10.008365
2.49,-0.009601,0.065497,9.919202
2.50,0.123778,0.004351,9.909550
2.51,-0.064230,0.139704,9.942470
2.52,0.064969,0.034188,9.917332
2.53,0.029995,-0.036200,9.929950
2.54,0.100234,0.090492,10.178910
2.55,-0.079159,0.101331,10.045130
2.56,-0.094959,0.083296,10.210783
2.57,0.084200,0.006059,10.028916
2.58,-0.010399,0.066134,10.063426
2.59,0.010287,0.160363,9.916588
2.60,-0.038541,0.092346,9.987019
2.61,0.083980,-0.058863,9.994830
2.62,0.031661,0.014258,10.064206
2.63,0.023826,0.015745,9.996486
2.64,-0.092030,0.014659,10.035866
2.65,0.038793,-0.088593,10.031680
2.66,-0.083344,0.236972,9.969374
2.67,-0.058988,0.021204,9.958829
2.68,-0.117471,0.032803,9.932529
2.69,-0.022189,-0.052097,10.108100
2.70,0.074726,0.179076,9.970636
2.71,0.007764,0.109520,10.035549
2.72,-0.044631,0.096369,9.989815
2.73,0.001790,0.109011,10.115901
2.74,0.005208,0.189187,9.816756
2.75,0.007872,0.114129,10.054025
2.76,0.024563,0.005008,9.909203
2.77,-0.062580,0.073774,10.088180
2.78,0.042178,0.084153,10.053043
2.79,-0.090602,0.229910,9.943401
2.80,0.115470,0.300411,10.154307
2.81,0.004513,0.363405,10.178845
2.82,0.214177,0.137594,10.176530
2.83,-0.044363,0.342441,10.240423
2.84,0.320568,0.270269,10.326755
2.85,0.094802,0.582213,10.496910
2.86,0.172989,0.490014,10.424862
2.87,0.339264,0.548473,10.643131
2.88,0.413931,0.511302,10.631136
2.89,0.392859,0.513965,10.863784
2.90,0.539146,0.488694,10.814609
2.91,0.456306,0.511208,10.877868
2.92,0.539296,0.533689,10.941083
2.93,0.596090,0.685407,11.151010
2.94,0.622679,0.798319,11.172841
2.95,0.551808,0.680999,11.481593
2.96,0.739519,0.685755,11.331325
2.97,0.760384,0.656176,11.412418
2.98,0.876228,0.822446,11.585936
2.99,0.699148,0.925350,11.674547
3.00,0.754189,0.949092,11.637880
3.01,0.896074,0.971905,11.659759
3.02,0.808982,0.904525,11.515652
3.03,0.806861,0.882679,11.468577
3.04,0.768881,0.976563,11.611316
3.05,0.732084,0.777995,11.499790
3.06,0.798158,0.818715,11.311125
3.07,0.612130,0.972578,11.250527
3.08,0.472761,0.726303,11.120110
3.09,0.551398,0.781295,10.805242
3.10,0.400568,0.802028,10.813431
3.11,0.382806,0.721840,10.861099
3.12,0.368064,0.767705,10.682068
3.13,0.221624,0.755790,10.508565
3.14,0.198163,0.628196,10.578215
3.15,0.232056,0.655861,10.385015
3.16,0.108854,0.424570,10.353114
3.17,0.193382,0.440437,10.253246
3.18,0.003499,0.600145,10.216646
3.19,-0.025795,0.518859,10.178542
3.20,0.180797,0.218395,10.209334
3.21,-0.115400,0.278442,10.191038
3.22,-0.012923,0.251337,9.977380
3.23,0.122709,0.237050,10.037445
3.24,-0.039473,0.271365,10.112578
3.25,0.061290,0.284809,9.959360
3.26,-0.001340,0.111453,9.831475
3.27,-0.059332,0.171527,9.863594
3.28,-0.072846,0.109392,9.864359
3.29,-0.234259,0.033974,9.897722
3.30,-0.091471,-0.119826,9.865179
3.31,-0.047699,0.079956,10.039754
3.32,-0.047354,0.031278,9.906779
3.33,0.132356,0.000182,10.058608
3.34,-0.040994,-0.121726,9.817807
3.35,-0.011243,0.102713,9.894057
3.36,0.033658,-0.051319,9.938519
3.37,-0.013945,-0.163173,10.007963
3.38,-0.061523,-0.183373,10.040137
3.39,-0.058432,-0.031411,9.870868
3.40,-0.077162,-0.034652,10.023001
3.41,-0.010640,-0.133190,9.754453
3.42,-0.056782,-0.063432,10.008774
3.43,0.009933,-0.050769,9.786545
3.44,-0.117631,-0.096221,9.964336
3.45,-0.021944,-0.166309,10.031617
3.46,0.093733,-0.035669,10.006454
3.47,-0.045102,-0.047566,9.752852
3.48,0.123644,-0.070809,9.871090
3.49,-0.007335,-0.184239,9.986555
3.50,-0.021558,-0.225028,9.982745
3.51,-0.004294,-0.113127,9.940567
3.52,-0.035107,-0.045299,9.691877
3.53,-0.165195,-0.036569,10.030911
3.54,0.067114,-0.072910,10.047806
3.55,0.175572,-0.155291,9.925633
3.56,0.042044,-0.182923,9.931201
3.57,0.050366,-0.119009,9.957739
3.58,-0.004105,-0.117070,10.052573
3.59,0.106556,-0.026466,9.930686
3.60,0.014204,-0.151752,9.885620
3.61,0.042115,-0.143192,9.942002
3.62,-0.101112,0.055091,9.901857
3.63,-0.014903,0.017171,9.902118
3.64,0.060138,-0.174941,9.724638
3.65,0.106596,0.016010,9.952644
3.66,0.112043,-0.188199,10.016650
3.67,-0.085902,-0.129925,10.000691
3.68,-0.074654,-0.117370,9.992909
3.69,0.093383,-0.094315,9.891672
3.70,-0.010064,-0.034699,9.910709
3.71,0.124217,-0.071757,10.014458
3.72,-0.074858,-0.026922,9.981236
3.73,0.050522,-0.103914,10.042325
3.74,0.058426,-0.037343,9.825614
3.75,0.102299,-0.056337,9.824194
3.76,-0.016011,-0.168962,9.858043
3.77,-0.088318,-0.014375,9.796214
3.78,0.085184,-0.040339,9.757597
3.79,0.115970,-0.100044,9.935838
3.80,0.156737,-0.071735,9.928269
3.81,0.049651,-0.064511,9.912084
3.82,0.142491,-0.046748,9.922090
3.83,0.121303,0.118950,9.739606
3.84,0.190140,0.150888,9.837242
3.85,0.081722,-0.228948,9.855177
3.86,-0.050536,0.033680,9.888660
3.87,0.084041,0.076525,9.737126
3.88,0.098021,-0.011656,9.789623
3.89,0.133782,0.085368,9.838063
3.90,-0.029016,0.148921,9.986856
3.91,0.069796,-0.087728,9.906539
3.92,0.165255,0.038106,9.981841
3.93,0.088413,0.189273,9.866782
3.94,0.073098,-0.061029,9.878473
3.95,0.250764,0.033952,9.927638
3.96,0.013241,0.012388,9.859375
3.97,0.197959,0.137398,9.813997
3.98,0.181353,0.153421,9.726873
3.99,0.081868,0.075860,9.815450
4.00,0.097359,0.070071,9.958259
4.01,0.097062,-0.065560,10.000115
4.02,0.114405,0.190139,9.796147
4.03,0.052036,0.052212,9.699513
4.04,0.064979,0.073077,9.964981
4.05,0.070327,0.166011,9.878691
4.06,0.072276,0.107724,9.736506
4.07,0.072557,0.175664,9.559590
4.08,-0.082686,0.146870,9.773795
4.09,0.103438,0.117932,9.823317
4.10,0.052361,0.129284,9.753931
4.11,-0.055967,0.017225,9.937780
4.12,0.064081,0.097503,9.786835
4.13,0.060207,0.198289,9.868843
4.14,0.191192,0.041583,10.104471
4.15,0.044418,0.057922,9.878397
4.16,0.139258,0.046203,9.854636
4.17,0.194636,0.130026,9.856441
4.18,0.031841,0.230893,9.932191
4.19,0.076264,0.163149,9.919362
4.20,0.216241,-0.054346,9.764070
4.21,0.094053,0.171884,9.822892
4.22,0.103334,0.084557,9.796865
4.23,0.038464,0.160352,9.834933
4.24,0.123535,0.107068,10.045468
4.25,0.062844,0.049367,9.924168
4.26,-0.083188,0.111414,9.854073
4.27,0.032251,0.080495,9.986137
4.28,-0.036767,0.138867,9.880175
4.29,0.064015,0.041566,9.697175
4.30,-0.021229,0.020425,10.027039
4.31,0.087388,0.166702,9.844673
4.32,0.049680,0.194343,9.634389
4.33,-0.056835,0.149319,9.699717
4.34,0.000458,0.048075,9.972146
4.35,0.086313,0.037623,9.700743
4.36,0.125272,0.038878,9.993720
4.37,-0.042038,0.161160,9.866626
4.38,-0.060952,0.020187,9.929643
4.39,0.179578,0.152995,9.832314
4.40,0.019346,0.129132,9.910080
4.41,0.024048,0.172941,9.889159
4.42,-0.045837,0.154564,9.853416
4.43,0.027100,0.108366,9.750501
4.44,0.143646,-0.057236,9.892682
4.45,0.023336,0.104247,9.674920
4.46,0.084728,0.059737,9.949574
4.47,-0.001605,0.015594,9.875933
4.48,-0.089438,0.149293,9.902472
4.49,-0.065474,0.022983,9.594189
4.50,-0.103668,-0.012565,9.743141
4.51,-0.000232,0.114355,9.804982
4.52,0.076866,-0.013390,9.922779
4.53,-0.011529,-0.032795,9.760990
4.54,-0.052369,-0.082089,10.109940
4.55,-0.094220,-0.063028,9.828686
4.56,-0.005879,-0.061669,9.753302
4.57,-0.136590,0.041268,9.836110
4.58,-0.131448,-0.095421,9.759602
4.59,0.028162,-0.167973,9.736172
4.60,-0.069149,-0.000497,9.955621
4.61,-0.073749,-0.080829,9.905773
4.62,-0.066441,-0.036709,9.905996
4.63,0.002254,0.061966,9.981998
4.64,-0.045409,-0.040038,9.902939
4.65,-0.120860,0.069969,9.747487
4.66,-0.120670,-0.061183,9.925056
4.67,-0.082325,0.020011,9.741502
4.68,-0.045073,-0.109027,9.806339
4.69,-0.074542,-0.061167,9.849558
4.70,-0.084026,-0.148822,9.839406
4.71,-0.072642,-0.143568,9.675007
4.72,-0.081428,-0.100487,9.757373
4.73,-0.143053,-0.192704,9.851899
4.74,0.005946,-0.077399,9.793104
4.75,-0.123101,-0.117906,9.966829
4.76,-0.075974,-0.078258,9.983989
4.77,-0.252832,-0.205216,9.742246
4.78,-0.106807,-0.046947,9.860310
4.79,-0.179042,0.030016,10.012664
4.80,-0.170769,0.010644,9.841035
4.81,0.100066,0.041776,9.813830
4.82,-0.074897,-0.109168,9.940628
4.83,0.002186,-0.142537,9.827269
4.84,-0.028394,-0.076892,9.981867
4.85,-0.018966,-0.136261,9.795402
4.86,-0.114241,-0.257496,9.807520
4.87,0.029624,-0.053526,9.934104
4.88,-0.031608,-0.138380,9.865258
4.89,-0.096372,-0.237323,9.866165
4.90,-0.078833,-0.160652,9.664518
4.91,-0.110933,-0.136725,9.820242
4.92,-0.095793,-0.118396,9.942126
4.93,-0.103319,-0.116734,9.777495
4.94,-0.069048,-0.008170,9.926082
4.95,0.040006,-0.219577,9.882969
4.96,-0.195112,-0.127222,9.836359
4.97,-0.006691,-0.183683,9.992272
4.98,-0.126805,-0.010949,9.822682
4.99,0.005075,-0.154201,9.829828
5.00,-0.122209,-0.134403,9.835909
5.01,-0.061435,-0.020309,9.865261
5.02,-0.105972,0.004530,9.934094
5.03,-0.230410,0.019403,9.710338
5.04,0.048568,-0.226604,9.944597
5.05,-0.164451,-0.053069,9.864806
5.06,-0.080693,-0.066448,9.913608
5.07,-0.169867,-0.088325,10.097602
5.08,-0.190800,-0.074893,9.807467
5.09,-0.098302,0.026820,9.736387
5.10,-0.127356,0.011381,9.878458
5.11,-0.171254,0.004534,9.894523
5.12,-0.078364,-0.046037,9.946699
5.13,-0.191773,0.123817,9.805936
5.14,-0.060785,-0.084998,9.777002
5.15,-0.078528,-0.177232,9.706959
5.16,-0.264211,-0.064080,9.723752
5.17,-0.104986,-0.033057,9.819154
5.18,-0.022947,0.071842,9.849344
5.19,-0.142714,-0.067959,10.067771
5.20,-0.013829,0.017606,9.692256
5.21,-0.017235,-0.134438,9.895315
5.22,-0.130282,0.075724,9.789445
5.23,-0.046803,0.000167,9.884590
5.24,0.023277,-0.022241,9.807248
5.25,-0.109686,0.176238,9.966380
5.26,-0.052841,0.096788,9.966033
5.27,0.058883,-0.066525,9.852078
5.28,-0.098467,0.013342,10.007576
5.29,0.010192,0.246384,9.939954
5.30,-0.109529,0.191111,10.003478
5.31,-0.032696,0.111900,9.860190
5.32,0.019317,-0.104523,9.959966
5.33,-0.205365,0.154900,9.788244
5.34,-0.052315,0.002499,9.778390
5.35,0.028222,0.164068,10.083624
5.36,0.015395,0.005124,9.757342
5.37,-0.041007,0.106663,9.822607
5.38,-0.084129,0.020810,9.676705
5.39,0.057964,0.047295,9.782209
5.40,-0.014665,0.130297,9.767662
5.41,0.058182,-0.020995,9.800346
5.42,0.048382,0.278127,9.897654
5.43,-0.014441,0.009787,9.922060
5.44,0.110520,0.008751,9.767566
5.45,-0.019494,0.148651,9.789571
5.46,0.126584,0.205025,9.977179
5.47,0.140313,0.078589,10.039647
5.48,0.121840,0.021364,9.994998
5.49,0.026561,0.035662,9.705062
5.50,0.247899,0.029191,9.988924
5.51,0.059355,0.138153,10.055639
5.52,0.069509,0.109567,9.700962
5.53,0.051417,0.150657,9.979111
5.54,-0.034305,0.146960,9.893647
5.55,0.162510,0.184647,9.838694
5.56,0.015868,0.086589,9.882307
5.57,0.137913,0.060759,9.916294
5.58,0.159715,0.132498,9.988003
5.59,0.117743,0.115522,9.983122
5.60,0.016563,0.139832,9.722102
5.61,0.046992,0.062081,9.808199
5.62,-0.137619,0.169568,9.882692
5.63,0.069407,0.022845,10.030824
5.64,0.145025,0.080562,9.601118
5.65,0.063795,0.204550,9.813045
5.66,0.037477,0.021915,9.721599
5.67,0.062650,0.194397,9.737706
5.68,0.185383,-0.004625,9.973471
5.69,0.085383,-0.021218,9.821959
5.70,0.239837,-0.016633,9.642025
5.71,0.046908,0.109280,9.859795
5.72,0.111197,0.155152,10.079465
5.73,0.060286,0.196837,9.695447
5.74,0.261944,0.186908,9.929643
5.75,0.111273,0.155154,10.033349
5.76,0.267939,0.015674,9.871862
5.77,0.064762,0.010882,10.069825
5.78,0.221141,0.136887,9.811261
5.79,0.108819,0.183155,10.022049
5.80,0.166636,-0.017601,9.998658
5.81,0.002333,0.163713,9.874615
5.82,0.127870,-0.098257,9.729347
5.83,0.014435,0.081625,9.778089
5.84,0.120380,0.037080,9.644033
5.85,-0.021930,0.023908,9.938052
5.86,0.091625,0.037519,9.926246
5.87,0.186292,-0.038580,9.886913
5.88,0.141822,0.060043,9.866889
5.89,-0.001442,0.023797,10.015083
5.90,-0.055456,0.088315,9.909262
5.91,0.135196,0.135240,9.824170
5.92,0.220848,0.012664,9.894504
5.93,0.016035,-0.068491,10.084673
5.94,0.259631,-0.099523,9.942274
5.95,0.089897,0.121890,9.841194
5.96,-0.067809,0.106210,9.875862
5.97,-0.037620,0.046160,9.926763
5.98,0.147106,-0.025398,9.838427
5.99,0.094034,0.029734,9.829684
6.00,0.200303,0.063659,9.879603
6.01,-0.016164,-0.095268,10.032734
6.02,0.087031,-0.048485,9.960006
6.03,0.075864,-0.144297,9.840032
6.04,0.061565,-0.070936,9.967955
6.05,0.039993,0.058246,9.881974
6.06,0.039096,0.016440,9.915630
6.07,0.079513,-0.063444,9.906581
6.08,0.087100,-0.293947,9.670233
6.09,0.080375,-0.135032,9.576548
6.10,0.153853,-0.078281,9.903978
6.11,-0.041593,-0.107471,9.796047
6.12,-0.093354,-0.091110,9.717416
6.13,0.129947,-0.077662,9.799143
6.14,-0.029941,-0.142896,9.973802
6.15,0.012080,-0.103726,9.917105
6.16,-0.009684,-0.117784,9.958476
6.17,-0.014598,-0.164568,9.926578
6.18,-0.083822,0.037141,9.789346
6.19,-0.016006,-0.150705,9.958836
6.20,0.078184,-0.294710,9.939699
6.21,0.022574,0.026744,9.869311
6.22,0.059872,-0.184920,9.886870
6.23,-0.023576,-0.046279,9.960149
6.24,0.084919,-0.173547,9.805866
6.25,-0.031412,-0.074087,9.989499
6.26,-0.162873,-0.123783,9.937111
6.27,0.027689,-0.039952,9.880708
6.28,0.060295,-0.136869,10.033478
6.29,-0.049289,-0.171738,9.750784
6.30,0.087940,-0.098037,9.834053
6.31,-0.079489,-0.148229,9.811690
6.32,0.038802,-0.270742,9.915559
6.33,0.121324,-0.163053,9.997817
6.34,-0.018697,0.116297,9.781091
6.35,-0.043102,-0.256932,10.209751
6.36,-0.036747,-0.089701,9.812726
6.37,0.098705,-0.125921,9.914863
6.38,-0.002549,0.043182,9.878851
6.39,0.133616,-0.189588,9.882985
6.40,-0.018651,-0.089296,9.798916
6.41,-0.096270,-0.038910,9.984710
6.42,-0.093506,-0.104247,9.792380
6.43,-0.044609,-0.147076,9.700732
6.44,-0.215373,-0.082856,9.765335
6.45,-0.092367,-0.100854,10.022066
6.46,-0.092601,-0.095652,10.002718
6.47,-0.038838,0.009709,9.677284
6.48,0.096140,-0.026033,9.960005
6.49,-0.055428,-0.007013,9.681470
6.50,-0.213517,-0.016890,9.878533
6.51,-0.131822,0.042145,9.762841
6.52,-0.035648,0.079307,9.976079
6.53,-0.045800,-0.037287,9.947205
6.54,0.081681,0.063102,9.996185
6.55,0.035357,-0.092894,9.877424
6.56,0.041960,-0.154669,9.899333
6.57,-0.038316,0.188142,9.783502
6.58,0.081332,0.033655,9.849505
6.59,-0.060750,0.100813,10.071478
6.60,0.109395,0.005028,10.043183
6.61,0.034101,0.026032,10.053292
6.62,-0.030415,0.097762,10.212807
6.63,0.165704,0.235715,10.008313
6.64,0.266981,0.174895,10.270563
6.65,0.163587,0.223714,10.149606
6.66,0.365827,0.227713,10.492998
6.67,0.156367,0.419424,10.485665
6.68,0.243905,0.436507,10.621187
6.69,0.380749,0.370846,10.554360
6.70,0.416804,0.508195,10.947096
6.71,0.447181,0.478643,11.035560
6.72,0.564306,0.516473,10.985525
6.73,0.562148,0.584590,11.163976
6.74,0.623070,0.684396,11.114443
6.75,0.716728,0.604589,11.107174
6.76,0.677891,0.757197,11.391300
6.77,0.752806,0.955241,11.283150
6.78,0.731944,0.805217,11.552887
6.79,0.701107,0.824726,11.555158
6.80,0.863895,0.842047,11.483060
6.81,0.935804,0.909092,11.466929
6.82,0.871998,0.758816,11.518048
6.83,0.792688,1.035023,11.398418
6.84,0.686446,0.983017,11.265782
6.85,0.679580,0.852781,11.075707
6.86,0.746023,0.900973,11.232283
6.87,0.433173,0.842419,11.073483
6.88,0.537377,0.894229,11.207069
6.89,0.573661,0.853579,10.813756
6.90,0.371320,0.840897,10.745359
6.91,0.443794,0.710357,10.641971
6.92,0.388740,0.720780,10.573336
6.93,0.192903,0.814948,10.316680
6.94,0.269622,0.642435,10.318266
6.95,0.170001,0.434080,10.329692
6.96,0.213143,0.593092,10.143303
6.97,0.197873,0.757389,10.194003
6.98,0.144720,0.591987,10.071551
6.99,0.091186,0.437713,10.056956
7.00,0.084993,0.441940,10.094107
7.01,-0.051976,0.463445,9.925053
7.02,0.023323,0.233425,9.777157
7.03,-0.051125,0.272318,9.875208
